Radionuclide	H-3
Route of Intake	Inhalation
Material	Gas or vapour Type V, Tritiated methane 
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*
32	3.4E-4	1.3E-5	1.0E-6	9.1E-6
33	3.2E-4	1.2E-5	9.6E-7	8.5E-6
34	3.0E-4	1.1E-5	8.9E-7	7.9E-6
35	2.8E-4	1.0E-5	8.3E-7	7.4E-6
36	2.6E-4	9.7E-6	7.8E-7	7.0E-6
37	2.5E-4	9.0E-6	7.3E-7	6.5E-6
38	2.3E-4	8.4E-6	6.8E-7	6.1E-6
39	2.2E-4	7.9E-6	6.3E-7	5.7E-6
40	2.0E-4	7.3E-6	5.9E-7	5.3E-6
41	1.9E-4	6.9E-6	5.5E-7	5.0E-6
42	1.8E-4	6.4E-6	5.1E-7	4.7E-6
43	1.7E-4	6.0E-6	4.8E-7	4.4E-6
44	1.6E-4	5.6E-6	4.5E-7	4.1E-6
45	1.5E-4	5.2E-6	4.2E-7	3.9E-6
46	1.4E-4	4.9E-6	3.9E-7	3.6E-6
47	1.3E-4	4.5E-6	3.6E-7	3.4E-6
48	1.2E-4	4.2E-6	3.4E-7	3.2E-6
49	1.2E-4	4.0E-6	3.2E-7	3.0E-6
50	1.1E-4	3.7E-6	3.0E-7	2.8E-6
51	1.0E-4	3.5E-6	2.8E-7	2.6E-6
52	9.7E-5	3.2E-6	2.6E-7	2.5E-6
53	9.1E-5	3.0E-6	2.4E-7	2.3E-6
54	8.6E-5	2.8E-6	2.3E-7	2.2E-6
55	8.1E-5	2.6E-6	2.1E-7	2.1E-6
56	7.7E-5	2.5E-6	2.0E-7	1.9E-6
57	7.2E-5	2.3E-6	1.9E-7	1.8E-6
58	6.9E-5	2.2E-6	1.7E-7	1.7E-6
59	6.5E-5	2.0E-6	1.6E-7	1.6E-6
60	6.1E-5	1.9E-6	1.5E-7	1.5E-6
61	5.8E-5	1.8E-6	1.4E-7	1.5E-6
62	5.5E-5	1.7E-6	1.3E-7	1.4E-6
63	5.2E-5	1.6E-6	1.2E-7	1.3E-6
64	5.0E-5	1.5E-6	1.2E-7	1.2E-6
65	4.7E-5	1.4E-6	1.1E-7	1.2E-6
66	4.5E-5	1.3E-6	1.0E-7	1.1E-6
67	4.3E-5	1.2E-6	9.6E-8	1.0E-6
68	4.1E-5	1.1E-6	9.0E-8	9.8E-7
69	3.9E-5	1.1E-6	8.4E-8	9.3E-7
70	3.7E-5	9.9E-7	7.9E-8	8.9E-7
71	3.5E-5	9.3E-7	7.4E-8	8.4E-7
72	3.4E-5	8.7E-7	6.9E-8	8.0E-7
73	3.2E-5	8.2E-7	6.5E-8	7.6E-7
74	3.1E-5	7.7E-7	6.1E-8	7.2E-7
75	2.9E-5	7.2E-7	5.7E-8	6.9E-7
76	2.8E-5	6.8E-7	5.4E-8	6.6E-7
77	2.7E-5	6.4E-7	5.1E-8	6.3E-7
78	2.6E-5	6.0E-7	4.8E-8	6.0E-7
79	2.5E-5	5.6E-7	4.5E-8	5.7E-7
80	2.4E-5	5.3E-7	4.2E-8	5.5E-7
81	2.3E-5	5.0E-7	4.0E-8	5.2E-7
82	2.2E-5	4.7E-7	3.7E-8	5.0E-7
83	2.1E-5	4.4E-7	3.5E-8	4.8E-7
84	2.0E-5	4.2E-7	3.3E-8	4.6E-7
85	2.0E-5	3.9E-7	3.1E-8	4.4E-7
86	1.9E-5	3.7E-7	2.9E-8	4.3E-7
87	1.8E-5	3.5E-7	2.8E-8	4.1E-7
88	1.8E-5	3.3E-7	2.6E-8	3.9E-7
89	1.7E-5	3.1E-7	2.5E-8	3.8E-7
90	1.7E-5	3.0E-7	2.3E-8	3.7E-7
91	1.6E-5	2.8E-7	2.2E-8	3.5E-7
92	1.6E-5	2.7E-7	2.1E-8	3.4E-7
93	1.5E-5	2.5E-7	2.0E-8	3.3E-7
94	1.5E-5	2.4E-7	1.9E-8	3.2E-7
95	1.4E-5	2.3E-7	1.8E-8	3.1E-7
96	1.4E-5	2.2E-7	1.7E-8	3.0E-7
97	1.4E-5	2.1E-7	1.6E-8	2.9E-7
98	1.3E-5	2.0E-7	1.5E-8	2.8E-7
99	1.3E-5	1.9E-7	1.5E-8	2.7E-7
100	1.3E-5	1.8E-7	1.4E-8	2.6E-7
110	1.0E-5	1.1E-7	8.7E-9	2.0E-7
120	8.3E-6	7.7E-8	5.9E-9	1.7E-7
130	7.1E-6	5.6E-8	4.3E-9	1.4E-7
140	6.2E-6	4.3E-8	3.3E-9	1.2E-7
150	5.5E-6	3.5E-8	2.6E-9	1.1E-7
160	5.0E-6	2.8E-8	2.1E-9	9.5E-8
170	4.5E-6	2.4E-8	1.8E-9	8.5E-8
180	4.1E-6	2.0E-8	1.5E-9	7.7E-8
190	3.8E-6	1.7E-8	1.3E-9	7.0E-8
200	3.5E-6	1.5E-8	1.1E-9	6.5E-8
210	3.2E-6	1.3E-8	9.3E-10	6.0E-8
220	3.0E-6	1.1E-8	8.0E-10	5.6E-8
230	2.8E-6	9.4E-9	7.0E-10	5.2E-8
240	2.7E-6	8.2E-9	6.1E-10	4.9E-8
250	2.5E-6	7.2E-9	5.3E-10	4.6E-8
260	2.4E-6	6.3E-9	4.7E-10	4.4E-8
270	2.3E-6	5.6E-9	4.1E-10	4.2E-8
280	2.2E-6	5.0E-9	3.7E-10	4.0E-8
290	2.1E-6	4.5E-9	3.3E-10	3.8E-8
300	2.0E-6	4.0E-9	3.0E-10	3.6E-8
310	1.9E-6	3.6E-9	2.7E-10	3.5E-8
320	1.9E-6	3.3E-9	2.4E-10	3.4E-8
330	1.8E-6	3.0E-9	2.2E-10	3.3E-8
340	1.8E-6	2.8E-9	2.1E-10	3.2E-8
350	1.7E-6	2.6E-9	1.9E-10	3.0E-8
360	1.7E-6	2.4E-9	1.8E-10	3.0E-8
365	1.6E-6	2.3E-9	1.7E-10	2.9E-8
370	1.6E-6	2.3E-9	1.7E-10	2.9E-8
380	1.6E-6	2.1E-9	1.6E-10	2.8E-8
390	1.5E-6	2.0E-9	1.5E-10	2.7E-8
400	1.5E-6	1.9E-9	1.4E-10	2.7E-8
410	1.5E-6	1.8E-9	1.3E-10	2.6E-8
420	1.4E-6	1.7E-9	1.3E-10	2.5E-8
430	1.4E-6	1.7E-9	1.2E-10	2.5E-8
440	1.4E-6	1.6E-9	1.2E-10	2.4E-8
450	1.3E-6	1.5E-9	1.1E-10	2.4E-8
460	1.3E-6	1.5E-9	1.1E-10	2.3E-8
470	1.3E-6	1.4E-9	1.0E-10	2.3E-8
480	1.2E-6	1.4E-9	1.0E-10	2.2E-8
490	1.2E-6	1.3E-9	-	2.2E-8
500	1.2E-6	1.3E-9	-	2.1E-8
510	1.2E-6	1.3E-9	-	2.1E-8
520	1.1E-6	1.2E-9	-	2.0E-8
530	1.1E-6	1.2E-9	-	2.0E-8
540	1.1E-6	1.2E-9	-	1.9E-8
550	1.1E-6	1.1E-9	-	1.9E-8
560	1.0E-6	1.1E-9	-	1.9E-8
570	1.0E-6	1.1E-9	-	1.8E-8
580	1.0E-6	1.1E-9	-	1.8E-8
590	9.8E-7	1.0E-9	-	1.8E-8
600	9.6E-7	1.0E-9	-	1.7E-8
610	9.4E-7	1.0E-9	-	1.7E-8
620	9.3E-7	9.7E-10	-	1.6E-8
630	9.1E-7	9.5E-10	-	1.6E-8
640	8.9E-7	9.3E-10	-	1.6E-8
650	8.7E-7	9.1E-10	-	1.5E-8
660	8.5E-7	8.9E-10	-	1.5E-8
670	8.3E-7	8.8E-10	-	1.5E-8
680	8.2E-7	8.6E-10	-	1.5E-8
690	8.0E-7	8.4E-10	-	1.4E-8
700	7.8E-7	8.2E-10	-	1.4E-8
710	7.7E-7	8.0E-10	-	1.4E-8
720	7.5E-7	7.9E-10	-	1.3E-8
730	7.4E-7	7.7E-10	-	1.3E-8
740	7.2E-7	7.6E-10	-	1.3E-8
750	7.1E-7	7.4E-10	-	1.3E-8
760	6.9E-7	7.3E-10	-	1.2E-8
770	6.8E-7	7.1E-10	-	1.2E-8
780	6.7E-7	7.0E-10	-	1.2E-8
790	6.5E-7	6.8E-10	-	1.2E-8
800	6.4E-7	6.7E-10	-	1.1E-8
810	6.3E-7	6.5E-10	-	1.1E-8
820	6.1E-7	6.4E-10	-	1.1E-8
830	6.0E-7	6.3E-10	-	1.1E-8
840	5.9E-7	6.1E-10	-	1.0E-8
850	5.8E-7	6.0E-10	-	1.0E-8
860	5.6E-7	5.9E-10	-	1.0E-8
870	5.5E-7	5.8E-10	-	9.8E-9
880	5.4E-7	5.7E-10	-	9.6E-9
890	5.3E-7	5.5E-10	-	9.5E-9
900	5.2E-7	5.4E-10	-	9.3E-9
910	5.1E-7	5.3E-10	-	9.1E-9
920	5.0E-7	5.2E-10	-	8.9E-9
930	4.9E-7	5.1E-10	-	8.7E-9
940	4.8E-7	5.0E-10	-	8.5E-9
950	4.7E-7	4.9E-10	-	8.4E-9
960	4.6E-7	4.8E-10	-	8.2E-9
970	4.5E-7	4.7E-10	-	8.0E-9
980	4.4E-7	4.6E-10	-	7.9E-9
990	4.3E-7	4.5E-10	-	7.7E-9
1000	4.2E-7	4.4E-10	-	7.5E-9
1010	4.2E-7	4.3E-10	-	7.4E-9
1020	4.1E-7	4.2E-10	-	7.2E-9
1030	4.0E-7	4.2E-10	-	7.1E-9
1040	3.9E-7	4.1E-10	-	6.9E-9
1050	3.8E-7	4.0E-10	-	6.8E-9
1060	3.7E-7	3.9E-10	-	6.7E-9
1070	3.7E-7	3.8E-10	-	6.5E-9
1080	3.6E-7	3.8E-10	-	6.4E-9
1090	3.5E-7	3.7E-10	-	6.3E-9
1095	3.5E-7	3.6E-10	-	6.2E-9
1100	3.5E-7	3.6E-10	-	6.1E-9
1200	2.8E-7	2.9E-10	-	5.0E-9
1300	2.3E-7	2.4E-10	-	4.1E-9
1400	1.9E-7	1.9E-10	-	3.3E-9
1500	1.5E-7	1.6E-10	-	2.7E-9
1600	1.2E-7	1.3E-10	-	2.2E-9
1700	1.0E-7	1.1E-10	-	1.8E-9
1800	8.2E-8	-	-	1.5E-9
1900	6.7E-8	-	-	1.2E-9
2000	5.4E-8	-	-	9.7E-10
2100	4.4E-8	-	-	7.9E-10
2200	3.6E-8	-	-	6.4E-10
2300	2.9E-8	-	-	5.2E-10
2400	2.4E-8	-	-	4.3E-10
2500	2.0E-8	-	-	3.5E-10
2600	1.6E-8	-	-	2.8E-10
2700	1.3E-8	-	-	2.3E-10
2800	1.1E-8	-	-	1.9E-10
2900	8.6E-9	-	-	1.5E-10
3000	7.0E-9	-	-	1.2E-10
3100	5.7E-9	-	-	1.0E-10
3200	4.6E-9	-	-	-
3300	3.8E-9	-	-	-
3400	3.1E-9	-	-	-
3500	2.5E-9	-	-	-
3600	2.0E-9	-	-	-
3650	1.8E-9	-	-	-
4000	9.0E-10	-	-	-
5000	1.2E-10	-	-	-
