Radionuclide	H-3
Route of Intake	Inhalation
Material	Gas or vapour Type V, Tritium gas 
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*
11	4.7E-5	1.8E-6	1.5E-7	1.3E-6
12	4.4E-5	1.7E-6	1.4E-7	1.2E-6
13	4.1E-5	1.6E-6	1.3E-7	1.1E-6
14	3.8E-5	1.5E-6	1.2E-7	1.0E-6
15	3.6E-5	1.4E-6	1.1E-7	9.6E-7
16	3.3E-5	1.3E-6	1.0E-7	9.0E-7
17	3.1E-5	1.2E-6	9.7E-8	8.4E-7
18	2.9E-5	1.1E-6	9.1E-8	7.8E-7
19	2.7E-5	1.0E-6	8.4E-8	7.3E-7
20	2.5E-5	9.8E-7	7.9E-8	6.8E-7
21	2.4E-5	9.1E-7	7.3E-8	6.4E-7
22	2.2E-5	8.5E-7	6.8E-8	6.0E-7
23	2.1E-5	7.9E-7	6.4E-8	5.6E-7
24	1.9E-5	7.4E-7	6.0E-8	5.2E-7
25	1.8E-5	6.9E-7	5.6E-8	4.9E-7
26	1.7E-5	6.4E-7	5.2E-8	4.5E-7
27	1.6E-5	6.0E-7	4.8E-8	4.2E-7
28	1.5E-5	5.6E-7	4.5E-8	4.0E-7
29	1.4E-5	5.2E-7	4.2E-8	3.7E-7
30	1.3E-5	4.9E-7	3.9E-8	3.5E-7
31	1.2E-5	4.6E-7	3.7E-8	3.2E-7
32	1.1E-5	4.3E-7	3.4E-8	3.0E-7
33	1.1E-5	4.0E-7	3.2E-8	2.8E-7
34	1.0E-5	3.7E-7	3.0E-8	2.6E-7
35	9.3E-6	3.5E-7	2.8E-8	2.5E-7
36	8.7E-6	3.2E-7	2.6E-8	2.3E-7
37	8.2E-6	3.0E-7	2.4E-8	2.2E-7
38	7.7E-6	2.8E-7	2.3E-8	2.0E-7
39	7.2E-6	2.6E-7	2.1E-8	1.9E-7
40	6.8E-6	2.4E-7	2.0E-8	1.8E-7
41	6.3E-6	2.3E-7	1.8E-8	1.7E-7
42	6.0E-6	2.1E-7	1.7E-8	1.6E-7
43	5.6E-6	2.0E-7	1.6E-8	1.5E-7
44	5.2E-6	1.9E-7	1.5E-8	1.4E-7
45	4.9E-6	1.7E-7	1.4E-8	1.3E-7
46	4.6E-6	1.6E-7	1.3E-8	1.2E-7
47	4.4E-6	1.5E-7	1.2E-8	1.1E-7
48	4.1E-6	1.4E-7	1.1E-8	1.1E-7
49	3.9E-6	1.3E-7	1.1E-8	1.0E-7
50	3.6E-6	1.2E-7	9.9E-9	9.4E-8
51	3.4E-6	1.2E-7	9.3E-9	8.8E-8
52	3.2E-6	1.1E-7	8.7E-9	8.3E-8
53	3.0E-6	1.0E-7	8.1E-9	7.8E-8
54	2.9E-6	9.4E-8	7.6E-9	7.3E-8
55	2.7E-6	8.8E-8	7.1E-9	6.9E-8
56	2.6E-6	8.2E-8	6.6E-9	6.5E-8
57	2.4E-6	7.7E-8	6.2E-9	6.1E-8
58	2.3E-6	7.2E-8	5.8E-9	5.8E-8
59	2.2E-6	6.7E-8	5.4E-9	5.4E-8
60	2.0E-6	6.3E-8	5.1E-9	5.1E-8
61	1.9E-6	5.9E-8	4.7E-9	4.8E-8
62	1.8E-6	5.5E-8	4.4E-9	4.6E-8
63	1.7E-6	5.2E-8	4.1E-9	4.3E-8
64	1.7E-6	4.9E-8	3.9E-9	4.1E-8
65	1.6E-6	4.5E-8	3.6E-9	3.9E-8
66	1.5E-6	4.3E-8	3.4E-9	3.7E-8
67	1.4E-6	4.0E-8	3.2E-9	3.5E-8
68	1.4E-6	3.7E-8	3.0E-9	3.3E-8
69	1.3E-6	3.5E-8	2.8E-9	3.1E-8
70	1.2E-6	3.3E-8	2.6E-9	3.0E-8
71	1.2E-6	3.1E-8	2.5E-9	2.8E-8
72	1.1E-6	2.9E-8	2.3E-9	2.7E-8
73	1.1E-6	2.7E-8	2.2E-9	2.5E-8
74	1.0E-6	2.6E-8	2.0E-9	2.4E-8
75	9.8E-7	2.4E-8	1.9E-9	2.3E-8
76	9.4E-7	2.3E-8	1.8E-9	2.2E-8
77	9.0E-7	2.1E-8	1.7E-9	2.1E-8
78	8.6E-7	2.0E-8	1.6E-9	2.0E-8
79	8.3E-7	1.9E-8	1.5E-9	1.9E-8
80	7.9E-7	1.8E-8	1.4E-9	1.8E-8
81	7.6E-7	1.7E-8	1.3E-9	1.7E-8
82	7.3E-7	1.6E-8	1.2E-9	1.7E-8
83	7.1E-7	1.5E-8	1.2E-9	1.6E-8
84	6.8E-7	1.4E-8	1.1E-9	1.5E-8
85	6.6E-7	1.3E-8	1.0E-9	1.5E-8
86	6.3E-7	1.2E-8	9.8E-10	1.4E-8
87	6.1E-7	1.2E-8	9.3E-10	1.4E-8
88	5.9E-7	1.1E-8	8.8E-10	1.3E-8
89	5.7E-7	1.0E-8	8.3E-10	1.3E-8
90	5.6E-7	9.9E-9	7.8E-10	1.2E-8
91	5.4E-7	9.4E-9	7.4E-10	1.2E-8
92	5.2E-7	8.9E-9	7.0E-10	1.1E-8
93	5.1E-7	8.4E-9	6.6E-10	1.1E-8
94	4.9E-7	8.0E-9	6.3E-10	1.1E-8
95	4.8E-7	7.6E-9	6.0E-10	1.0E-8
96	4.6E-7	7.2E-9	5.7E-10	9.9E-9
97	4.5E-7	6.9E-9	5.4E-10	9.6E-9
98	4.4E-7	6.5E-9	5.1E-10	9.3E-9
99	4.3E-7	6.2E-9	4.8E-10	9.1E-9
100	4.2E-7	5.9E-9	4.6E-10	8.8E-9
110	3.3E-7	3.8E-9	2.9E-10	6.8E-9
120	2.8E-7	2.6E-9	2.0E-10	5.2E-9
130	2.4E-7	1.9E-9	1.4E-10	4.4E-9
140	2.1E-7	1.4E-9	1.1E-10	3.9E-9
150	1.8E-7	1.2E-9	-	3.4E-9
160	1.7E-7	9.4E-10	-	3.0E-9
170	1.5E-7	7.9E-10	-	2.7E-9
180	1.4E-7	6.6E-10	-	2.5E-9
190	1.3E-7	5.7E-10	-	2.3E-9
200	1.2E-7	4.8E-10	-	2.1E-9
210	1.1E-7	4.2E-10	-	1.9E-9
220	1.0E-7	3.6E-10	-	1.8E-9
230	9.4E-8	3.1E-10	-	1.7E-9
240	8.8E-8	2.7E-10	-	1.6E-9
250	8.4E-8	2.4E-10	-	1.5E-9
260	8.0E-8	2.1E-10	-	1.4E-9
270	7.6E-8	1.9E-10	-	1.4E-9
280	7.3E-8	1.7E-10	-	1.3E-9
290	7.0E-8	1.5E-10	-	1.2E-9
300	6.7E-8	1.3E-10	-	1.2E-9
310	6.5E-8	1.2E-10	-	1.2E-9
320	6.2E-8	1.1E-10	-	1.1E-9
330	6.0E-8	1.0E-10	-	1.1E-9
340	5.8E-8	-	-	1.0E-9
350	5.7E-8	-	-	1.0E-9
360	5.5E-8	-	-	9.9E-10
365	5.4E-8	-	-	9.7E-10
370	5.4E-8	-	-	9.6E-10
380	5.2E-8	-	-	9.3E-10
390	5.1E-8	-	-	9.1E-10
400	5.0E-8	-	-	8.9E-10
410	4.9E-8	-	-	8.7E-10
420	4.7E-8	-	-	8.4E-10
430	4.6E-8	-	-	8.2E-10
440	4.5E-8	-	-	8.1E-10
450	4.4E-8	-	-	7.9E-10
460	4.3E-8	-	-	7.7E-10
470	4.2E-8	-	-	7.5E-10
480	4.1E-8	-	-	7.4E-10
490	4.1E-8	-	-	7.2E-10
500	4.0E-8	-	-	7.1E-10
510	3.9E-8	-	-	6.9E-10
520	3.8E-8	-	-	6.8E-10
530	3.7E-8	-	-	6.6E-10
540	3.6E-8	-	-	6.5E-10
550	3.6E-8	-	-	6.3E-10
560	3.5E-8	-	-	6.2E-10
570	3.4E-8	-	-	6.1E-10
580	3.4E-8	-	-	6.0E-10
590	3.3E-8	-	-	5.8E-10
600	3.2E-8	-	-	5.7E-10
610	3.1E-8	-	-	5.6E-10
620	3.1E-8	-	-	5.5E-10
630	3.0E-8	-	-	5.4E-10
640	3.0E-8	-	-	5.3E-10
650	2.9E-8	-	-	5.2E-10
660	2.8E-8	-	-	5.1E-10
670	2.8E-8	-	-	5.0E-10
680	2.7E-8	-	-	4.9E-10
690	2.7E-8	-	-	4.8E-10
700	2.6E-8	-	-	4.7E-10
710	2.6E-8	-	-	4.6E-10
720	2.5E-8	-	-	4.5E-10
730	2.5E-8	-	-	4.4E-10
740	2.4E-8	-	-	4.3E-10
750	2.4E-8	-	-	4.2E-10
760	2.3E-8	-	-	4.1E-10
770	2.3E-8	-	-	4.0E-10
780	2.2E-8	-	-	3.9E-10
790	2.2E-8	-	-	3.9E-10
800	2.1E-8	-	-	3.8E-10
810	2.1E-8	-	-	3.7E-10
820	2.0E-8	-	-	3.6E-10
830	2.0E-8	-	-	3.6E-10
840	2.0E-8	-	-	3.5E-10
850	1.9E-8	-	-	3.4E-10
860	1.9E-8	-	-	3.4E-10
870	1.8E-8	-	-	3.3E-10
880	1.8E-8	-	-	3.2E-10
890	1.8E-8	-	-	3.2E-10
900	1.7E-8	-	-	3.1E-10
910	1.7E-8	-	-	3.0E-10
920	1.7E-8	-	-	3.0E-10
930	1.6E-8	-	-	2.9E-10
940	1.6E-8	-	-	2.8E-10
950	1.6E-8	-	-	2.8E-10
960	1.5E-8	-	-	2.7E-10
970	1.5E-8	-	-	2.7E-10
980	1.5E-8	-	-	2.6E-10
990	1.4E-8	-	-	2.6E-10
1000	1.4E-8	-	-	2.5E-10
1010	1.4E-8	-	-	2.5E-10
1020	1.4E-8	-	-	2.4E-10
1030	1.3E-8	-	-	2.4E-10
1040	1.3E-8	-	-	2.3E-10
1050	1.3E-8	-	-	2.3E-10
1060	1.2E-8	-	-	2.2E-10
1070	1.2E-8	-	-	2.2E-10
1080	1.2E-8	-	-	2.1E-10
1090	1.2E-8	-	-	2.1E-10
1095	1.2E-8	-	-	2.1E-10
1100	1.2E-8	-	-	2.0E-10
1200	9.4E-9	-	-	1.7E-10
1300	7.6E-9	-	-	1.4E-10
1400	6.2E-9	-	-	1.1E-10
1500	5.1E-9	-	-	-
1600	4.1E-9	-	-	-
1700	3.4E-9	-	-	-
1800	2.7E-9	-	-	-
1900	2.2E-9	-	-	-
2000	1.8E-9	-	-	-
2100	1.5E-9	-	-	-
2200	1.2E-9	-	-	-
2300	9.8E-10	-	-	-
2400	8.0E-10	-	-	-
2500	6.5E-10	-	-	-
2600	5.3E-10	-	-	-
2700	4.3E-10	-	-	-
2800	3.5E-10	-	-	-
2900	2.9E-10	-	-	-
3000	2.3E-10	-	-	-
3100	1.9E-10	-	-	-
3200	1.5E-10	-	-	-
3300	1.3E-10	-	-	-
3400	1.0E-10	-	-	-
