Radionuclide	Mo-93
Route of Intake	Injection
Material	Injection, fA=0.9
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Liver*
97	1.8E-1	2.0E-3	4.1E-4	2.4E-3	8.2E-2
98	1.8E-1	2.0E-3	4.0E-4	2.3E-3	8.1E-2
99	1.8E-1	2.0E-3	3.9E-4	2.3E-3	8.0E-2
100	1.7E-1	2.0E-3	3.9E-4	2.3E-3	7.8E-2
110	1.5E-1	1.7E-3	3.3E-4	2.0E-3	6.6E-2
120	1.3E-1	1.5E-3	2.8E-4	1.8E-3	5.6E-2
130	1.2E-1	1.4E-3	2.3E-4	1.6E-3	4.7E-2
140	1.0E-1	1.2E-3	2.0E-4	1.4E-3	4.0E-2
150	8.9E-2	1.1E-3	1.7E-4	1.2E-3	3.3E-2
160	7.7E-2	9.3E-4	1.4E-4	1.1E-3	2.8E-2
170	6.7E-2	8.2E-4	1.2E-4	9.5E-4	2.4E-2
180	5.9E-2	7.2E-4	1.0E-4	8.3E-4	2.0E-2
190	5.1E-2	6.3E-4	8.4E-5	7.3E-4	1.7E-2
200	4.4E-2	5.5E-4	7.1E-5	6.4E-4	1.4E-2
210	3.8E-2	4.9E-4	6.0E-5	5.6E-4	1.2E-2
220	3.3E-2	4.2E-4	5.0E-5	4.9E-4	1.0E-2
230	2.9E-2	3.7E-4	4.3E-5	4.3E-4	8.6E-3
240	2.5E-2	3.2E-4	3.6E-5	3.7E-4	7.3E-3
250	2.2E-2	2.8E-4	3.0E-5	3.3E-4	6.1E-3
260	1.9E-2	2.5E-4	2.6E-5	2.8E-4	5.2E-3
270	1.6E-2	2.2E-4	2.2E-5	2.5E-4	4.4E-3
280	1.4E-2	1.9E-4	1.8E-5	2.2E-4	3.7E-3
290	1.2E-2	1.6E-4	1.5E-5	1.9E-4	3.1E-3
300	1.1E-2	1.4E-4	1.3E-5	1.6E-4	2.6E-3
310	9.2E-3	1.2E-4	1.1E-5	1.4E-4	2.2E-3
320	8.0E-3	1.1E-4	9.2E-6	1.2E-4	1.9E-3
330	6.9E-3	9.3E-5	7.8E-6	1.1E-4	1.6E-3
340	6.0E-3	8.1E-5	6.6E-6	9.3E-5	1.3E-3
350	5.2E-3	7.0E-5	5.5E-6	8.1E-5	1.1E-3
360	4.5E-3	6.1E-5	4.7E-6	7.0E-5	9.4E-4
365	4.2E-3	5.7E-5	4.3E-6	6.5E-5	8.7E-4
370	3.9E-3	5.3E-5	3.9E-6	6.1E-5	8.0E-4
380	3.3E-3	4.6E-5	3.3E-6	5.3E-5	6.7E-4
390	2.9E-3	4.0E-5	2.8E-6	4.5E-5	5.7E-4
400	2.5E-3	3.4E-5	2.4E-6	3.9E-5	4.8E-4
410	2.1E-3	3.0E-5	2.0E-6	3.4E-5	4.0E-4
420	1.9E-3	2.6E-5	1.7E-6	3.0E-5	3.4E-4
430	1.6E-3	2.2E-5	1.4E-6	2.6E-5	2.9E-4
440	1.4E-3	1.9E-5	1.2E-6	2.2E-5	2.4E-4
450	1.2E-3	1.7E-5	1.0E-6	1.9E-5	2.0E-4
460	1.0E-3	1.4E-5	8.5E-7	1.7E-5	1.7E-4
470	8.9E-4	1.3E-5	7.2E-7	1.4E-5	1.5E-4
480	7.6E-4	1.1E-5	6.1E-7	1.2E-5	1.2E-4
490	6.6E-4	9.3E-6	5.1E-7	1.1E-5	1.0E-4
500	5.7E-4	8.1E-6	4.3E-7	9.2E-6	8.8E-5
510	4.9E-4	7.0E-6	3.6E-7	8.0E-6	7.4E-5
520	4.2E-4	6.0E-6	3.1E-7	6.9E-6	6.2E-5
530	3.6E-4	5.2E-6	2.6E-7	5.9E-6	5.3E-5
540	3.1E-4	4.5E-6	2.2E-7	5.1E-6	4.4E-5
550	2.7E-4	3.9E-6	1.8E-7	4.4E-6	3.7E-5
560	2.3E-4	3.3E-6	1.6E-7	3.8E-6	3.2E-5
570	2.0E-4	2.9E-6	1.3E-7	3.3E-6	2.7E-5
580	1.7E-4	2.5E-6	1.1E-7	2.8E-6	2.2E-5
590	1.5E-4	2.1E-6	9.4E-8	2.4E-6	1.9E-5
600	1.3E-4	1.8E-6	7.9E-8	2.1E-6	1.6E-5
610	1.1E-4	1.6E-6	6.7E-8	1.8E-6	1.4E-5
620	9.4E-5	1.4E-6	5.6E-8	1.6E-6	1.1E-5
630	8.1E-5	1.2E-6	4.7E-8	1.3E-6	9.6E-6
640	7.0E-5	1.0E-6	4.0E-8	1.2E-6	8.1E-6
650	6.0E-5	8.8E-7	3.4E-8	1.0E-6	6.8E-6
660	5.2E-5	7.5E-7	2.8E-8	8.6E-7	5.8E-6
670	4.4E-5	6.5E-7	2.4E-8	7.4E-7	4.9E-6
680	3.8E-5	5.6E-7	2.0E-8	6.4E-7	4.1E-6
690	3.3E-5	4.8E-7	1.7E-8	5.5E-7	3.5E-6
700	2.8E-5	4.1E-7	1.4E-8	4.7E-7	2.9E-6
710	2.4E-5	3.6E-7	1.2E-8	4.1E-7	2.5E-6
720	2.1E-5	3.1E-7	1.0E-8	3.5E-7	2.1E-6
730	1.8E-5	2.6E-7	8.7E-9	3.0E-7	1.8E-6
740	1.5E-5	2.3E-7	7.3E-9	2.6E-7	1.5E-6
750	1.3E-5	2.0E-7	6.2E-9	2.2E-7	1.3E-6
760	1.1E-5	1.7E-7	5.2E-9	1.9E-7	1.1E-6
770	9.7E-6	1.4E-7	4.4E-9	1.6E-7	8.9E-7
780	8.4E-6	1.2E-7	3.7E-9	1.4E-7	7.5E-7
790	7.2E-6	1.1E-7	3.1E-9	1.2E-7	6.4E-7
800	6.2E-6	9.2E-8	2.6E-9	1.0E-7	5.4E-7
810	5.3E-6	7.9E-8	2.2E-9	9.0E-8	4.5E-7
820	4.5E-6	6.8E-8	1.9E-9	7.7E-8	3.8E-7
830	3.9E-6	5.8E-8	1.6E-9	6.6E-8	3.2E-7
840	3.4E-6	5.0E-8	1.3E-9	5.7E-8	2.7E-7
850	2.9E-6	4.3E-8	1.1E-9	4.9E-8	2.3E-7
860	2.5E-6	3.7E-8	9.5E-10	4.2E-8	1.9E-7
870	2.1E-6	3.2E-8	8.0E-10	3.6E-8	1.6E-7
880	1.8E-6	2.7E-8	6.8E-10	3.1E-8	1.4E-7
890	1.6E-6	2.4E-8	5.7E-10	2.7E-8	1.2E-7
900	1.3E-6	2.0E-8	4.8E-10	2.3E-8	9.8E-8
910	1.2E-6	1.7E-8	4.1E-10	2.0E-8	8.3E-8
920	9.9E-7	1.5E-8	3.4E-10	1.7E-8	7.0E-8
930	8.5E-7	1.3E-8	2.9E-10	1.5E-8	5.9E-8
940	7.3E-7	1.1E-8	2.4E-10	1.2E-8	5.0E-8
950	6.2E-7	9.4E-9	2.1E-10	1.1E-8	4.2E-8
960	5.4E-7	8.1E-9	1.7E-10	8.9E-9	3.5E-8
970	4.6E-7	6.9E-9	1.5E-10	7.7E-9	3.0E-8
980	3.9E-7	6.0E-9	1.2E-10	6.6E-9	2.5E-8
990	3.4E-7	5.1E-9	1.0E-10	5.7E-9	2.1E-8
1000	2.9E-7	4.4E-9	-	4.9E-9	1.8E-8
1010	2.5E-7	3.8E-9	-	4.2E-9	1.5E-8
1020	2.1E-7	3.2E-9	-	3.6E-9	1.3E-8
1030	1.8E-7	2.8E-9	-	3.1E-9	1.1E-8
1040	1.6E-7	2.4E-9	-	2.6E-9	9.1E-9
1050	1.3E-7	2.0E-9	-	2.3E-9	7.7E-9
1060	1.2E-7	1.8E-9	-	1.9E-9	6.5E-9
1070	9.9E-8	1.5E-9	-	1.7E-9	5.5E-9
1080	8.5E-8	1.3E-9	-	1.4E-9	4.6E-9
1090	7.3E-8	1.1E-9	-	1.2E-9	3.9E-9
1095	6.7E-8	1.0E-9	-	1.1E-9	3.6E-9
1100	6.2E-8	9.5E-10	-	1.1E-9	3.3E-9
1200	1.3E-8	2.0E-10	-	2.3E-10	6.0E-10
1300	2.8E-9	-	-	-	1.1E-10
1400	6.1E-10	-	-	-	-
1500	1.3E-10	-	-	-	-
