Radionuclide	Mo-93
Route of Intake	Ingestion
Material	All other forms, fA=0.9
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Liver*
100	1.6E-1	1.8E-3	3.5E-4	2.1E-3	7.1E-2
110	1.4E-1	1.6E-3	3.0E-4	1.8E-3	6.0E-2
120	1.2E-1	1.4E-3	2.5E-4	1.6E-3	5.0E-2
130	1.1E-1	1.2E-3	2.1E-4	1.4E-3	4.2E-2
140	9.2E-2	1.1E-3	1.8E-4	1.3E-3	3.6E-2
150	8.0E-2	9.6E-4	1.5E-4	1.1E-3	3.0E-2
160	7.0E-2	8.4E-4	1.3E-4	9.7E-4	2.5E-2
170	6.1E-2	7.4E-4	1.1E-4	8.5E-4	2.1E-2
180	5.3E-2	6.5E-4	9.0E-5	7.5E-4	1.8E-2
190	4.6E-2	5.7E-4	7.6E-5	6.6E-4	1.5E-2
200	4.0E-2	5.0E-4	6.4E-5	5.8E-4	1.3E-2
210	3.5E-2	4.4E-4	5.4E-5	5.0E-4	1.1E-2
220	3.0E-2	3.8E-4	4.5E-5	4.4E-4	9.2E-3
230	2.6E-2	3.3E-4	3.8E-5	3.8E-4	7.7E-3
240	2.3E-2	2.9E-4	3.2E-5	3.4E-4	6.5E-3
250	2.0E-2	2.5E-4	2.7E-5	2.9E-4	5.5E-3
260	1.7E-2	2.2E-4	2.3E-5	2.6E-4	4.7E-3
270	1.5E-2	1.9E-4	1.9E-5	2.2E-4	3.9E-3
280	1.3E-2	1.7E-4	1.6E-5	1.9E-4	3.3E-3
290	1.1E-2	1.5E-4	1.4E-5	1.7E-4	2.8E-3
300	9.6E-3	1.3E-4	1.2E-5	1.5E-4	2.4E-3
310	8.3E-3	1.1E-4	9.8E-6	1.3E-4	2.0E-3
320	7.2E-3	9.7E-5	8.3E-6	1.1E-4	1.7E-3
330	6.2E-3	8.4E-5	7.0E-6	9.6E-5	1.4E-3
340	5.4E-3	7.3E-5	5.9E-6	8.4E-5	1.2E-3
350	4.7E-3	6.3E-5	5.0E-6	7.3E-5	1.0E-3
360	4.0E-3	5.5E-5	4.2E-6	6.3E-5	8.5E-4
365	3.7E-3	5.1E-5	3.9E-6	5.9E-5	7.8E-4
370	3.5E-3	4.8E-5	3.6E-6	5.5E-5	7.2E-4
380	3.0E-3	4.1E-5	3.0E-6	4.7E-5	6.1E-4
390	2.6E-3	3.6E-5	2.5E-6	4.1E-5	5.1E-4
400	2.2E-3	3.1E-5	2.1E-6	3.5E-5	4.3E-4
410	1.9E-3	2.7E-5	1.8E-6	3.1E-5	3.6E-4
420	1.7E-3	2.3E-5	1.5E-6	2.7E-5	3.1E-4
430	1.4E-3	2.0E-5	1.3E-6	2.3E-5	2.6E-4
440	1.2E-3	1.7E-5	1.1E-6	2.0E-5	2.2E-4
450	1.1E-3	1.5E-5	9.1E-7	1.7E-5	1.8E-4
460	9.3E-4	1.3E-5	7.7E-7	1.5E-5	1.6E-4
470	8.0E-4	1.1E-5	6.5E-7	1.3E-5	1.3E-4
480	6.9E-4	9.7E-6	5.5E-7	1.1E-5	1.1E-4
490	5.9E-4	8.4E-6	4.6E-7	9.6E-6	9.3E-5
500	5.1E-4	7.3E-6	3.9E-7	8.3E-6	7.9E-5
510	4.4E-4	6.3E-6	3.3E-7	7.2E-6	6.7E-5
520	3.8E-4	5.4E-6	2.8E-7	6.2E-6	5.6E-5
530	3.3E-4	4.7E-6	2.3E-7	5.3E-6	4.7E-5
540	2.8E-4	4.0E-6	2.0E-7	4.6E-6	4.0E-5
550	2.4E-4	3.5E-6	1.7E-7	4.0E-6	3.4E-5
560	2.1E-4	3.0E-6	1.4E-7	3.4E-6	2.8E-5
570	1.8E-4	2.6E-6	1.2E-7	3.0E-6	2.4E-5
580	1.5E-4	2.2E-6	1.0E-7	2.6E-6	2.0E-5
590	1.3E-4	1.9E-6	8.4E-8	2.2E-6	1.7E-5
600	1.1E-4	1.7E-6	7.1E-8	1.9E-6	1.4E-5
610	9.9E-5	1.4E-6	6.0E-8	1.6E-6	1.2E-5
620	8.5E-5	1.2E-6	5.1E-8	1.4E-6	1.0E-5
630	7.3E-5	1.1E-6	4.3E-8	1.2E-6	8.7E-6
640	6.3E-5	9.2E-7	3.6E-8	1.0E-6	7.3E-6
650	5.4E-5	7.9E-7	3.0E-8	9.0E-7	6.2E-6
660	4.6E-5	6.8E-7	2.6E-8	7.7E-7	5.2E-6
670	4.0E-5	5.9E-7	2.2E-8	6.7E-7	4.4E-6
680	3.4E-5	5.0E-7	1.8E-8	5.7E-7	3.7E-6
690	2.9E-5	4.3E-7	1.5E-8	4.9E-7	3.1E-6
700	2.5E-5	3.7E-7	1.3E-8	4.3E-7	2.6E-6
710	2.2E-5	3.2E-7	1.1E-8	3.7E-7	2.2E-6
720	1.9E-5	2.8E-7	9.3E-9	3.2E-7	1.9E-6
730	1.6E-5	2.4E-7	7.8E-9	2.7E-7	1.6E-6
740	1.4E-5	2.0E-7	6.6E-9	2.3E-7	1.3E-6
750	1.2E-5	1.8E-7	5.6E-9	2.0E-7	1.1E-6
760	1.0E-5	1.5E-7	4.7E-9	1.7E-7	9.5E-7
770	8.8E-6	1.3E-7	4.0E-9	1.5E-7	8.0E-7
780	7.5E-6	1.1E-7	3.3E-9	1.3E-7	6.8E-7
790	6.5E-6	9.6E-8	2.8E-9	1.1E-7	5.7E-7
800	5.6E-6	8.3E-8	2.4E-9	9.4E-8	4.8E-7
810	4.8E-6	7.1E-8	2.0E-9	8.1E-8	4.1E-7
820	4.1E-6	6.1E-8	1.7E-9	7.0E-8	3.4E-7
830	3.5E-6	5.3E-8	1.4E-9	6.0E-8	2.9E-7
840	3.0E-6	4.5E-8	1.2E-9	5.1E-8	2.4E-7
850	2.6E-6	3.9E-8	1.0E-9	4.4E-8	2.1E-7
860	2.2E-6	3.3E-8	8.6E-10	3.8E-8	1.7E-7
870	1.9E-6	2.9E-8	7.2E-10	3.3E-8	1.5E-7
880	1.6E-6	2.5E-8	6.1E-10	2.8E-8	1.2E-7
890	1.4E-6	2.1E-8	5.1E-10	2.4E-8	1.0E-7
900	1.2E-6	1.8E-8	4.3E-10	2.1E-8	8.8E-8
910	1.0E-6	1.6E-8	3.7E-10	1.8E-8	7.5E-8
920	8.9E-7	1.3E-8	3.1E-10	1.5E-8	6.3E-8
930	7.6E-7	1.2E-8	2.6E-10	1.3E-8	5.3E-8
940	6.6E-7	9.9E-9	2.2E-10	1.1E-8	4.5E-8
950	5.6E-7	8.5E-9	1.9E-10	9.4E-9	3.8E-8
960	4.8E-7	7.3E-9	1.6E-10	8.1E-9	3.2E-8
970	4.1E-7	6.3E-9	1.3E-10	6.9E-9	2.7E-8
980	3.5E-7	5.4E-9	1.1E-10	5.9E-9	2.3E-8
990	3.0E-7	4.6E-9	-	5.1E-9	1.9E-8
1000	2.6E-7	4.0E-9	-	4.4E-9	1.6E-8
1010	2.2E-7	3.4E-9	-	3.8E-9	1.4E-8
1020	1.9E-7	2.9E-9	-	3.2E-9	1.2E-8
1030	1.6E-7	2.5E-9	-	2.8E-9	9.7E-9
1040	1.4E-7	2.1E-9	-	2.4E-9	8.2E-9
1050	1.2E-7	1.8E-9	-	2.0E-9	6.9E-9
1060	1.0E-7	1.6E-9	-	1.8E-9	5.8E-9
1070	8.9E-8	1.4E-9	-	1.5E-9	4.9E-9
1080	7.6E-8	1.2E-9	-	1.3E-9	4.2E-9
1090	6.5E-8	1.0E-9	-	1.1E-9	3.5E-9
1095	6.1E-8	9.2E-10	-	1.0E-9	3.2E-9
1100	5.6E-8	8.6E-10	-	9.5E-10	3.0E-9
1200	1.2E-8	1.8E-10	-	2.1E-10	5.4E-10
1300	2.6E-9	-	-	-	-
1400	5.5E-10	-	-	-	-
1500	1.2E-10	-	-	-	-
