Radionuclide	I-129
Route of Intake	Injection
Material	Injection, fA=0.99
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Thyroid*	Liver*
58	2.3E-1	9.7E-4	3.6E-4	1.1E-3	2.2E-1	4.8E-3
59	2.3E-1	9.6E-4	3.6E-4	1.1E-3	2.1E-1	4.8E-3
60	2.3E-1	9.6E-4	3.6E-4	1.0E-3	2.1E-1	4.7E-3
61	2.3E-1	9.5E-4	3.6E-4	1.0E-3	2.1E-1	4.7E-3
62	2.3E-1	9.5E-4	3.5E-4	1.0E-3	2.1E-1	4.7E-3
63	2.3E-1	9.4E-4	3.5E-4	1.0E-3	2.1E-1	4.7E-3
64	2.3E-1	9.4E-4	3.5E-4	1.0E-3	2.1E-1	4.6E-3
65	2.2E-1	9.3E-4	3.5E-4	1.0E-3	2.1E-1	4.6E-3
66	2.2E-1	9.3E-4	3.5E-4	1.0E-3	2.1E-1	4.6E-3
67	2.2E-1	9.2E-4	3.5E-4	1.0E-3	2.0E-1	4.6E-3
68	2.2E-1	9.2E-4	3.4E-4	1.0E-3	2.0E-1	4.5E-3
69	2.2E-1	9.1E-4	3.4E-4	9.9E-4	2.0E-1	4.5E-3
70	2.2E-1	9.1E-4	3.4E-4	9.9E-4	2.0E-1	4.5E-3
71	2.2E-1	9.0E-4	3.4E-4	9.8E-4	2.0E-1	4.5E-3
72	2.2E-1	9.0E-4	3.4E-4	9.8E-4	2.0E-1	4.4E-3
73	2.1E-1	8.9E-4	3.3E-4	9.7E-4	2.0E-1	4.4E-3
74	2.1E-1	8.9E-4	3.3E-4	9.7E-4	2.0E-1	4.4E-3
75	2.1E-1	8.8E-4	3.3E-4	9.6E-4	2.0E-1	4.4E-3
76	2.1E-1	8.8E-4	3.3E-4	9.6E-4	1.9E-1	4.3E-3
77	2.1E-1	8.7E-4	3.3E-4	9.5E-4	1.9E-1	4.3E-3
78	2.1E-1	8.7E-4	3.2E-4	9.4E-4	1.9E-1	4.3E-3
79	2.1E-1	8.6E-4	3.2E-4	9.4E-4	1.9E-1	4.3E-3
80	2.1E-1	8.6E-4	3.2E-4	9.3E-4	1.9E-1	4.2E-3
81	2.0E-1	8.5E-4	3.2E-4	9.3E-4	1.9E-1	4.2E-3
82	2.0E-1	8.5E-4	3.2E-4	9.2E-4	1.9E-1	4.2E-3
83	2.0E-1	8.4E-4	3.2E-4	9.2E-4	1.9E-1	4.2E-3
84	2.0E-1	8.4E-4	3.1E-4	9.1E-4	1.9E-1	4.2E-3
85	2.0E-1	8.3E-4	3.1E-4	9.1E-4	1.8E-1	4.1E-3
86	2.0E-1	8.3E-4	3.1E-4	9.0E-4	1.8E-1	4.1E-3
87	2.0E-1	8.2E-4	3.1E-4	9.0E-4	1.8E-1	4.1E-3
88	2.0E-1	8.2E-4	3.1E-4	8.9E-4	1.8E-1	4.1E-3
89	2.0E-1	8.1E-4	3.0E-4	8.9E-4	1.8E-1	4.0E-3
90	1.9E-1	8.1E-4	3.0E-4	8.8E-4	1.8E-1	4.0E-3
91	1.9E-1	8.0E-4	3.0E-4	8.8E-4	1.8E-1	4.0E-3
92	1.9E-1	8.0E-4	3.0E-4	8.7E-4	1.8E-1	4.0E-3
93	1.9E-1	8.0E-4	3.0E-4	8.7E-4	1.8E-1	3.9E-3
94	1.9E-1	7.9E-4	3.0E-4	8.6E-4	1.8E-1	3.9E-3
95	1.9E-1	7.9E-4	2.9E-4	8.6E-4	1.7E-1	3.9E-3
96	1.9E-1	7.8E-4	2.9E-4	8.5E-4	1.7E-1	3.9E-3
97	1.9E-1	7.8E-4	2.9E-4	8.5E-4	1.7E-1	3.9E-3
98	1.9E-1	7.7E-4	2.9E-4	8.4E-4	1.7E-1	3.8E-3
99	1.8E-1	7.7E-4	2.9E-4	8.4E-4	1.7E-1	3.8E-3
100	1.8E-1	7.6E-4	2.9E-4	8.3E-4	1.7E-1	3.8E-3
110	1.7E-1	7.2E-4	2.7E-4	7.9E-4	1.6E-1	3.6E-3
120	1.6E-1	6.8E-4	2.6E-4	7.4E-4	1.5E-1	3.4E-3
130	1.6E-1	6.4E-4	2.4E-4	7.0E-4	1.4E-1	3.2E-3
140	1.5E-1	6.1E-4	2.3E-4	6.6E-4	1.3E-1	3.0E-3
150	1.4E-1	5.8E-4	2.2E-4	6.3E-4	1.3E-1	2.9E-3
160	1.3E-1	5.4E-4	2.0E-4	5.9E-4	1.2E-1	2.7E-3
170	1.2E-1	5.1E-4	1.9E-4	5.6E-4	1.1E-1	2.5E-3
180	1.2E-1	4.8E-4	1.8E-4	5.3E-4	1.1E-1	2.4E-3
190	1.1E-1	4.6E-4	1.7E-4	5.0E-4	1.0E-1	2.3E-3
200	1.0E-1	4.3E-4	1.6E-4	4.7E-4	9.6E-2	2.1E-3
210	9.8E-2	4.1E-4	1.5E-4	4.5E-4	9.0E-2	2.0E-3
220	9.3E-2	3.9E-4	1.4E-4	4.2E-4	8.5E-2	1.9E-3
230	8.8E-2	3.6E-4	1.4E-4	4.0E-4	8.1E-2	1.8E-3
240	8.3E-2	3.4E-4	1.3E-4	3.8E-4	7.6E-2	1.7E-3
250	7.8E-2	3.3E-4	1.2E-4	3.5E-4	7.2E-2	1.6E-3
260	7.4E-2	3.1E-4	1.2E-4	3.4E-4	6.8E-2	1.5E-3
270	7.0E-2	2.9E-4	1.1E-4	3.2E-4	6.4E-2	1.4E-3
280	6.6E-2	2.7E-4	1.0E-4	3.0E-4	6.1E-2	1.4E-3
290	6.2E-2	2.6E-4	9.7E-5	2.8E-4	5.7E-2	1.3E-3
300	5.9E-2	2.4E-4	9.2E-5	2.7E-4	5.4E-2	1.2E-3
310	5.6E-2	2.3E-4	8.7E-5	2.5E-4	5.1E-2	1.1E-3
320	5.3E-2	2.2E-4	8.2E-5	2.4E-4	4.8E-2	1.1E-3
330	5.0E-2	2.1E-4	7.7E-5	2.2E-4	4.6E-2	1.0E-3
340	4.7E-2	1.9E-4	7.3E-5	2.1E-4	4.3E-2	9.7E-4
350	4.4E-2	1.8E-4	6.9E-5	2.0E-4	4.1E-2	9.1E-4
360	4.2E-2	1.7E-4	6.5E-5	1.9E-4	3.8E-2	8.6E-4
365	4.1E-2	1.7E-4	6.3E-5	1.8E-4	3.7E-2	8.4E-4
370	3.9E-2	1.6E-4	6.1E-5	1.8E-4	3.6E-2	8.1E-4
380	3.7E-2	1.6E-4	5.8E-5	1.7E-4	3.4E-2	7.7E-4
390	3.5E-2	1.5E-4	5.5E-5	1.6E-4	3.2E-2	7.3E-4
400	3.3E-2	1.4E-4	5.2E-5	1.5E-4	3.1E-2	6.9E-4
410	3.1E-2	1.3E-4	4.9E-5	1.4E-4	2.9E-2	6.5E-4
420	3.0E-2	1.2E-4	4.6E-5	1.3E-4	2.7E-2	6.1E-4
430	2.8E-2	1.2E-4	4.4E-5	1.3E-4	2.6E-2	5.8E-4
440	2.7E-2	1.1E-4	4.1E-5	1.2E-4	2.4E-2	5.5E-4
450	2.5E-2	1.0E-4	3.9E-5	1.1E-4	2.3E-2	5.2E-4
460	2.4E-2	9.8E-5	3.7E-5	1.1E-4	2.2E-2	4.9E-4
470	2.2E-2	9.3E-5	3.5E-5	1.0E-4	2.1E-2	4.6E-4
480	2.1E-2	8.8E-5	3.3E-5	9.6E-5	1.9E-2	4.3E-4
490	2.0E-2	8.3E-5	3.1E-5	9.0E-5	1.8E-2	4.1E-4
500	1.9E-2	7.8E-5	2.9E-5	8.5E-5	1.7E-2	3.9E-4
510	1.8E-2	7.4E-5	2.8E-5	8.1E-5	1.6E-2	3.7E-4
520	1.7E-2	7.0E-5	2.6E-5	7.6E-5	1.5E-2	3.5E-4
530	1.6E-2	6.6E-5	2.5E-5	7.2E-5	1.5E-2	3.3E-4
540	1.5E-2	6.2E-5	2.3E-5	6.8E-5	1.4E-2	3.1E-4
550	1.4E-2	5.9E-5	2.2E-5	6.4E-5	1.3E-2	2.9E-4
560	1.3E-2	5.6E-5	2.1E-5	6.1E-5	1.2E-2	2.8E-4
570	1.3E-2	5.3E-5	2.0E-5	5.7E-5	1.2E-2	2.6E-4
580	1.2E-2	5.0E-5	1.9E-5	5.4E-5	1.1E-2	2.5E-4
590	1.1E-2	4.7E-5	1.8E-5	5.1E-5	1.0E-2	2.3E-4
600	1.1E-2	4.4E-5	1.7E-5	4.8E-5	9.8E-3	2.2E-4
610	1.0E-2	4.2E-5	1.6E-5	4.6E-5	9.3E-3	2.1E-4
620	9.5E-3	4.0E-5	1.5E-5	4.3E-5	8.7E-3	2.0E-4
630	9.0E-3	3.7E-5	1.4E-5	4.1E-5	8.3E-3	1.9E-4
640	8.5E-3	3.5E-5	1.3E-5	3.8E-5	7.8E-3	1.7E-4
650	8.0E-3	3.3E-5	1.2E-5	3.6E-5	7.4E-3	1.7E-4
660	7.6E-3	3.1E-5	1.2E-5	3.4E-5	7.0E-3	1.6E-4
670	7.1E-3	3.0E-5	1.1E-5	3.2E-5	6.6E-3	1.5E-4
680	6.8E-3	2.8E-5	1.1E-5	3.1E-5	6.2E-3	1.4E-4
690	6.4E-3	2.7E-5	9.9E-6	2.9E-5	5.9E-3	1.3E-4
700	6.0E-3	2.5E-5	9.4E-6	2.7E-5	5.5E-3	1.2E-4
710	5.7E-3	2.4E-5	8.9E-6	2.6E-5	5.2E-3	1.2E-4
720	5.4E-3	2.2E-5	8.4E-6	2.4E-5	4.9E-3	1.1E-4
730	5.1E-3	2.1E-5	7.9E-6	2.3E-5	4.7E-3	1.0E-4
740	4.8E-3	2.0E-5	7.5E-6	2.2E-5	4.4E-3	9.9E-5
750	4.5E-3	1.9E-5	7.1E-6	2.1E-5	4.2E-3	9.3E-5
760	4.3E-3	1.8E-5	6.7E-6	1.9E-5	3.9E-3	8.8E-5
770	4.0E-3	1.7E-5	6.3E-6	1.8E-5	3.7E-3	8.3E-5
780	3.8E-3	1.6E-5	5.9E-6	1.7E-5	3.5E-3	7.9E-5
790	3.6E-3	1.5E-5	5.6E-6	1.6E-5	3.3E-3	7.4E-5
800	3.4E-3	1.4E-5	5.3E-6	1.5E-5	3.1E-3	7.0E-5
810	3.2E-3	1.3E-5	5.0E-6	1.5E-5	3.0E-3	6.6E-5
820	3.0E-3	1.3E-5	4.7E-6	1.4E-5	2.8E-3	6.3E-5
830	2.9E-3	1.2E-5	4.5E-6	1.3E-5	2.6E-3	5.9E-5
840	2.7E-3	1.1E-5	4.2E-6	1.2E-5	2.5E-3	5.6E-5
850	2.6E-3	1.1E-5	4.0E-6	1.2E-5	2.4E-3	5.3E-5
860	2.4E-3	1.0E-5	3.8E-6	1.1E-5	2.2E-3	5.0E-5
870	2.3E-3	9.5E-6	3.6E-6	1.0E-5	2.1E-3	4.7E-5
880	2.2E-3	9.0E-6	3.4E-6	9.8E-6	2.0E-3	4.5E-5
890	2.0E-3	8.5E-6	3.2E-6	9.3E-6	1.9E-3	4.2E-5
900	1.9E-3	8.0E-6	3.0E-6	8.7E-6	1.8E-3	4.0E-5
910	1.8E-3	7.6E-6	2.8E-6	8.3E-6	1.7E-3	3.8E-5
920	1.7E-3	7.2E-6	2.7E-6	7.8E-6	1.6E-3	3.5E-5
930	1.6E-3	6.8E-6	2.5E-6	7.4E-6	1.5E-3	3.3E-5
940	1.5E-3	6.4E-6	2.4E-6	7.0E-6	1.4E-3	3.2E-5
950	1.4E-3	6.0E-6	2.3E-6	6.6E-6	1.3E-3	3.0E-5
960	1.4E-3	5.7E-6	2.1E-6	6.2E-6	1.3E-3	2.8E-5
970	1.3E-3	5.4E-6	2.0E-6	5.9E-6	1.2E-3	2.7E-5
980	1.2E-3	5.1E-6	1.9E-6	5.5E-6	1.1E-3	2.5E-5
990	1.2E-3	4.8E-6	1.8E-6	5.2E-6	1.1E-3	2.4E-5
1000	1.1E-3	4.5E-6	1.7E-6	4.9E-6	1.0E-3	2.2E-5
1010	1.0E-3	4.3E-6	1.6E-6	4.7E-6	9.5E-4	2.1E-5
1020	9.7E-4	4.0E-6	1.5E-6	4.4E-6	9.0E-4	2.0E-5
1030	9.2E-4	3.8E-6	1.4E-6	4.2E-6	8.5E-4	1.9E-5
1040	8.7E-4	3.6E-6	1.4E-6	3.9E-6	8.0E-4	1.8E-5
1050	8.2E-4	3.4E-6	1.3E-6	3.7E-6	7.5E-4	1.7E-5
1060	7.7E-4	3.2E-6	1.2E-6	3.5E-6	7.1E-4	1.6E-5
1070	7.3E-4	3.0E-6	1.1E-6	3.3E-6	6.7E-4	1.5E-5
1080	6.9E-4	2.9E-6	1.1E-6	3.1E-6	6.4E-4	1.4E-5
1090	6.5E-4	2.7E-6	1.0E-6	3.0E-6	6.0E-4	1.3E-5
1095	6.3E-4	2.6E-6	9.9E-7	2.9E-6	5.8E-4	1.3E-5
1100	6.2E-4	2.6E-6	9.6E-7	2.8E-6	5.7E-4	1.3E-5
1200	3.5E-4	1.5E-6	5.4E-7	1.6E-6	3.2E-4	7.2E-6
1300	2.0E-4	8.2E-7	3.1E-7	8.9E-7	1.8E-4	4.1E-6
1400	1.1E-4	4.6E-7	1.7E-7	5.1E-7	1.0E-4	2.3E-6
1500	6.3E-5	2.6E-7	9.8E-8	2.9E-7	5.8E-5	1.3E-6
1600	3.6E-5	1.5E-7	5.6E-8	1.6E-7	3.3E-5	7.4E-7
1700	2.0E-5	8.4E-8	3.1E-8	9.2E-8	1.9E-5	4.2E-7
1800	1.1E-5	4.8E-8	1.8E-8	5.2E-8	1.1E-5	2.4E-7
1900	6.5E-6	2.7E-8	1.0E-8	2.9E-8	5.9E-6	1.3E-7
2000	3.7E-6	1.5E-8	5.7E-9	1.7E-8	3.4E-6	7.5E-8
2100	2.1E-6	8.6E-9	3.2E-9	9.4E-9	1.9E-6	4.3E-8
2200	1.2E-6	4.9E-9	1.8E-9	5.3E-9	1.1E-6	2.4E-8
2300	6.6E-7	2.8E-9	1.0E-9	3.0E-9	6.1E-7	1.4E-8
2400	3.7E-7	1.6E-9	5.8E-10	1.7E-9	3.4E-7	7.7E-9
2500	2.1E-7	8.8E-10	3.3E-10	9.6E-10	1.9E-7	4.4E-9
2600	1.2E-7	5.0E-10	1.9E-10	5.4E-10	1.1E-7	2.5E-9
2700	6.8E-8	2.8E-10	1.1E-10	3.1E-10	6.2E-8	1.4E-9
2800	3.8E-8	1.6E-10	-	1.7E-10	3.5E-8	7.9E-10
2900	2.2E-8	-	-	-	2.0E-8	4.5E-10
3000	1.2E-8	-	-	-	1.1E-8	2.5E-10
3100	6.9E-9	-	-	-	6.4E-9	1.4E-10
3200	3.9E-9	-	-	-	3.6E-9	-
3300	2.2E-9	-	-	-	2.0E-9	-
3400	1.3E-9	-	-	-	1.2E-9	-
3500	7.1E-10	-	-	-	6.5E-10	-
3600	4.0E-10	-	-	-	3.7E-10	-
3650	3.0E-10	-	-	-	2.8E-10	-
