Radionuclide	Mo-93
Route of Intake	Ingestion
Material	Sulphide, fA=5E-2
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Liver*
29	2.2E-2	2.2E-4	6.5E-5	2.5E-4	1.3E-2
30	2.2E-2	2.1E-4	6.4E-5	2.5E-4	1.3E-2
31	2.2E-2	2.1E-4	6.3E-5	2.5E-4	1.3E-2
32	2.1E-2	2.1E-4	6.2E-5	2.5E-4	1.2E-2
33	2.1E-2	2.1E-4	6.1E-5	2.4E-4	1.2E-2
34	2.1E-2	2.1E-4	6.0E-5	2.4E-4	1.2E-2
35	2.1E-2	2.0E-4	5.9E-5	2.4E-4	1.2E-2
36	2.0E-2	2.0E-4	5.8E-5	2.4E-4	1.2E-2
37	2.0E-2	2.0E-4	5.7E-5	2.3E-4	1.1E-2
38	2.0E-2	2.0E-4	5.6E-5	2.3E-4	1.1E-2
39	1.9E-2	2.0E-4	5.5E-5	2.3E-4	1.1E-2
40	1.9E-2	1.9E-4	5.4E-5	2.3E-4	1.1E-2
41	1.9E-2	1.9E-4	5.3E-5	2.2E-4	1.1E-2
42	1.9E-2	1.9E-4	5.2E-5	2.2E-4	1.1E-2
43	1.9E-2	1.9E-4	5.1E-5	2.2E-4	1.0E-2
44	1.8E-2	1.9E-4	5.0E-5	2.2E-4	1.0E-2
45	1.8E-2	1.8E-4	5.0E-5	2.2E-4	1.0E-2
46	1.8E-2	1.8E-4	4.9E-5	2.1E-4	9.8E-3
47	1.8E-2	1.8E-4	4.8E-5	2.1E-4	9.7E-3
48	1.7E-2	1.8E-4	4.7E-5	2.1E-4	9.5E-3
49	1.7E-2	1.8E-4	4.6E-5	2.1E-4	9.3E-3
50	1.7E-2	1.7E-4	4.6E-5	2.0E-4	9.2E-3
51	1.7E-2	1.7E-4	4.5E-5	2.0E-4	9.0E-3
52	1.6E-2	1.7E-4	4.4E-5	2.0E-4	8.9E-3
53	1.6E-2	1.7E-4	4.3E-5	2.0E-4	8.7E-3
54	1.6E-2	1.7E-4	4.3E-5	2.0E-4	8.6E-3
55	1.6E-2	1.7E-4	4.2E-5	1.9E-4	8.4E-3
56	1.6E-2	1.6E-4	4.1E-5	1.9E-4	8.3E-3
57	1.5E-2	1.6E-4	4.0E-5	1.9E-4	8.2E-3
58	1.5E-2	1.6E-4	4.0E-5	1.9E-4	8.0E-3
59	1.5E-2	1.6E-4	3.9E-5	1.8E-4	7.9E-3
60	1.5E-2	1.6E-4	3.8E-5	1.8E-4	7.8E-3
61	1.5E-2	1.5E-4	3.8E-5	1.8E-4	7.6E-3
62	1.4E-2	1.5E-4	3.7E-5	1.8E-4	7.5E-3
63	1.4E-2	1.5E-4	3.7E-5	1.8E-4	7.4E-3
64	1.4E-2	1.5E-4	3.6E-5	1.7E-4	7.2E-3
65	1.4E-2	1.5E-4	3.5E-5	1.7E-4	7.1E-3
66	1.4E-2	1.5E-4	3.5E-5	1.7E-4	7.0E-3
67	1.4E-2	1.4E-4	3.4E-5	1.7E-4	6.9E-3
68	1.3E-2	1.4E-4	3.4E-5	1.7E-4	6.8E-3
69	1.3E-2	1.4E-4	3.3E-5	1.7E-4	6.7E-3
70	1.3E-2	1.4E-4	3.2E-5	1.6E-4	6.5E-3
71	1.3E-2	1.4E-4	3.2E-5	1.6E-4	6.4E-3
72	1.3E-2	1.4E-4	3.1E-5	1.6E-4	6.3E-3
73	1.3E-2	1.4E-4	3.1E-5	1.6E-4	6.2E-3
74	1.2E-2	1.3E-4	3.0E-5	1.6E-4	6.1E-3
75	1.2E-2	1.3E-4	3.0E-5	1.5E-4	6.0E-3
76	1.2E-2	1.3E-4	2.9E-5	1.5E-4	5.9E-3
77	1.2E-2	1.3E-4	2.9E-5	1.5E-4	5.8E-3
78	1.2E-2	1.3E-4	2.8E-5	1.5E-4	5.7E-3
79	1.2E-2	1.3E-4	2.8E-5	1.5E-4	5.6E-3
80	1.1E-2	1.2E-4	2.7E-5	1.5E-4	5.5E-3
81	1.1E-2	1.2E-4	2.7E-5	1.4E-4	5.4E-3
82	1.1E-2	1.2E-4	2.6E-5	1.4E-4	5.3E-3
83	1.1E-2	1.2E-4	2.6E-5	1.4E-4	5.2E-3
84	1.1E-2	1.2E-4	2.6E-5	1.4E-4	5.2E-3
85	1.1E-2	1.2E-4	2.5E-5	1.4E-4	5.1E-3
86	1.1E-2	1.2E-4	2.5E-5	1.4E-4	5.0E-3
87	1.0E-2	1.1E-4	2.4E-5	1.3E-4	4.9E-3
88	1.0E-2	1.1E-4	2.4E-5	1.3E-4	4.8E-3
89	1.0E-2	1.1E-4	2.3E-5	1.3E-4	4.7E-3
90	1.0E-2	1.1E-4	2.3E-5	1.3E-4	4.7E-3
91	9.9E-3	1.1E-4	2.3E-5	1.3E-4	4.6E-3
92	9.8E-3	1.1E-4	2.2E-5	1.3E-4	4.5E-3
93	9.6E-3	1.1E-4	2.2E-5	1.2E-4	4.4E-3
94	9.5E-3	1.1E-4	2.2E-5	1.2E-4	4.3E-3
95	9.4E-3	1.0E-4	2.1E-5	1.2E-4	4.3E-3
96	9.2E-3	1.0E-4	2.1E-5	1.2E-4	4.2E-3
97	9.1E-3	1.0E-4	2.1E-5	1.2E-4	4.1E-3
98	9.0E-3	1.0E-4	2.0E-5	1.2E-4	4.1E-3
99	8.9E-3	1.0E-4	2.0E-5	1.2E-4	4.0E-3
100	8.8E-3	9.9E-5	1.9E-5	1.1E-4	3.9E-3
110	7.7E-3	8.7E-5	1.6E-5	1.0E-4	3.3E-3
120	6.7E-3	7.7E-5	1.4E-5	9.0E-5	2.8E-3
130	5.8E-3	6.8E-5	1.2E-5	7.9E-5	2.4E-3
140	5.1E-3	6.0E-5	9.9E-6	7.0E-5	2.0E-3
150	4.4E-3	5.3E-5	8.3E-6	6.2E-5	1.7E-3
160	3.9E-3	4.7E-5	7.0E-6	5.4E-5	1.4E-3
170	3.4E-3	4.1E-5	5.9E-6	4.8E-5	1.2E-3
180	2.9E-3	3.6E-5	5.0E-6	4.2E-5	1.0E-3
190	2.6E-3	3.2E-5	4.2E-6	3.7E-5	8.5E-4
200	2.2E-3	2.8E-5	3.6E-6	3.2E-5	7.2E-4
210	1.9E-3	2.4E-5	3.0E-6	2.8E-5	6.1E-4
220	1.7E-3	2.1E-5	2.5E-6	2.5E-5	5.1E-4
230	1.5E-3	1.9E-5	2.1E-6	2.1E-5	4.3E-4
240	1.3E-3	1.6E-5	1.8E-6	1.9E-5	3.6E-4
250	1.1E-3	1.4E-5	1.5E-6	1.6E-5	3.1E-4
260	9.5E-4	1.2E-5	1.3E-6	1.4E-5	2.6E-4
270	8.2E-4	1.1E-5	1.1E-6	1.2E-5	2.2E-4
280	7.1E-4	9.4E-6	9.1E-7	1.1E-5	1.8E-4
290	6.2E-4	8.2E-6	7.7E-7	9.4E-6	1.6E-4
300	5.4E-4	7.1E-6	6.5E-7	8.2E-6	1.3E-4
310	4.6E-4	6.2E-6	5.5E-7	7.1E-6	1.1E-4
320	4.0E-4	5.4E-6	4.6E-7	6.2E-6	9.3E-5
330	3.5E-4	4.7E-6	3.9E-7	5.4E-6	7.9E-5
340	3.0E-4	4.1E-6	3.3E-7	4.7E-6	6.7E-5
350	2.6E-4	3.5E-6	2.8E-7	4.0E-6	5.6E-5
360	2.2E-4	3.1E-6	2.3E-7	3.5E-6	4.7E-5
365	2.1E-4	2.8E-6	2.2E-7	3.3E-6	4.4E-5
370	1.9E-4	2.7E-6	2.0E-7	3.0E-6	4.0E-5
380	1.7E-4	2.3E-6	1.7E-7	2.6E-6	3.4E-5
390	1.4E-4	2.0E-6	1.4E-7	2.3E-6	2.8E-5
400	1.2E-4	1.7E-6	1.2E-7	2.0E-6	2.4E-5
410	1.1E-4	1.5E-6	1.0E-7	1.7E-6	2.0E-5
420	9.3E-5	1.3E-6	8.5E-8	1.5E-6	1.7E-5
430	8.0E-5	1.1E-6	7.1E-8	1.3E-6	1.4E-5
440	6.9E-5	9.7E-7	6.0E-8	1.1E-6	1.2E-5
450	6.0E-5	8.4E-7	5.1E-8	9.6E-7	1.0E-5
460	5.2E-5	7.3E-7	4.3E-8	8.3E-7	8.7E-6
470	4.4E-5	6.3E-7	3.6E-8	7.2E-7	7.3E-6
480	3.8E-5	5.4E-7	3.0E-8	6.2E-7	6.2E-6
490	3.3E-5	4.7E-7	2.6E-8	5.3E-7	5.2E-6
500	2.8E-5	4.0E-7	2.2E-8	4.6E-7	4.4E-6
510	2.5E-5	3.5E-7	1.8E-8	4.0E-7	3.7E-6
520	2.1E-5	3.0E-7	1.5E-8	3.4E-7	3.1E-6
530	1.8E-5	2.6E-7	1.3E-8	3.0E-7	2.6E-6
540	1.6E-5	2.2E-7	1.1E-8	2.6E-7	2.2E-6
550	1.3E-5	1.9E-7	9.3E-9	2.2E-7	1.9E-6
560	1.2E-5	1.7E-7	7.8E-9	1.9E-7	1.6E-6
570	1.0E-5	1.4E-7	6.6E-9	1.6E-7	1.3E-6
580	8.6E-6	1.2E-7	5.6E-9	1.4E-7	1.1E-6
590	7.4E-6	1.1E-7	4.7E-9	1.2E-7	9.5E-7
600	6.4E-6	9.3E-8	4.0E-9	1.1E-7	8.0E-7
610	5.5E-6	8.0E-8	3.3E-9	9.1E-8	6.8E-7
620	4.7E-6	6.9E-8	2.8E-9	7.8E-8	5.7E-7
630	4.1E-6	5.9E-8	2.4E-9	6.8E-8	4.8E-7
640	3.5E-6	5.1E-8	2.0E-9	5.8E-8	4.1E-7
650	3.0E-6	4.4E-8	1.7E-9	5.0E-8	3.4E-7
660	2.6E-6	3.8E-8	1.4E-9	4.3E-8	2.9E-7
670	2.2E-6	3.3E-8	1.2E-9	3.7E-8	2.4E-7
680	1.9E-6	2.8E-8	1.0E-9	3.2E-8	2.1E-7
690	1.6E-6	2.4E-8	8.6E-10	2.8E-8	1.7E-7
700	1.4E-6	2.1E-8	7.2E-10	2.4E-8	1.5E-7
710	1.2E-6	1.8E-8	6.1E-10	2.0E-8	1.2E-7
720	1.0E-6	1.5E-8	5.2E-10	1.8E-8	1.0E-7
730	9.0E-7	1.3E-8	4.3E-10	1.5E-8	8.8E-8
740	7.7E-7	1.1E-8	3.7E-10	1.3E-8	7.4E-8
750	6.6E-7	9.8E-9	3.1E-10	1.1E-8	6.3E-8
760	5.7E-7	8.4E-9	2.6E-10	9.6E-9	5.3E-8
770	4.9E-7	7.3E-9	2.2E-10	8.3E-9	4.5E-8
780	4.2E-7	6.2E-9	1.9E-10	6.8E-9	3.8E-8
790	3.6E-7	5.4E-9	1.6E-10	5.9E-9	3.2E-8
800	3.1E-7	4.6E-9	1.3E-10	5.1E-9	2.7E-8
810	2.7E-7	4.0E-9	1.1E-10	4.3E-9	2.3E-8
820	2.3E-7	3.4E-9	-	3.7E-9	1.9E-8
830	2.0E-7	2.9E-9	-	3.2E-9	1.6E-8
840	1.7E-7	2.5E-9	-	2.8E-9	1.4E-8
850	1.4E-7	2.2E-9	-	2.4E-9	1.2E-8
860	1.2E-7	1.9E-9	-	2.0E-9	9.7E-9
870	1.1E-7	1.6E-9	-	1.8E-9	8.2E-9
880	9.1E-8	1.4E-9	-	1.5E-9	6.9E-9
890	7.8E-8	1.2E-9	-	1.3E-9	5.8E-9
900	6.7E-8	1.0E-9	-	1.1E-9	4.9E-9
910	5.8E-8	8.7E-10	-	9.6E-10	4.2E-9
920	5.0E-8	7.5E-10	-	8.2E-10	3.5E-9
930	4.3E-8	6.4E-10	-	7.1E-10	3.0E-9
940	3.6E-8	5.5E-10	-	6.1E-10	2.5E-9
950	3.1E-8	4.7E-10	-	5.2E-10	2.1E-9
960	2.7E-8	4.1E-10	-	4.5E-10	1.8E-9
970	2.3E-8	3.5E-10	-	3.9E-10	1.5E-9
980	2.0E-8	3.0E-10	-	3.3E-10	1.3E-9
990	1.7E-8	2.6E-10	-	2.8E-10	1.1E-9
1000	1.5E-8	2.2E-10	-	2.4E-10	9.0E-10
1010	1.2E-8	1.9E-10	-	2.1E-10	7.6E-10
1020	1.1E-8	1.6E-10	-	1.8E-10	6.4E-10
1030	9.2E-9	1.4E-10	-	1.5E-10	5.4E-10
1040	7.9E-9	1.2E-10	-	1.3E-10	4.6E-10
1050	6.7E-9	1.0E-10	-	1.1E-10	3.9E-10
1060	5.8E-9	-	-	-	3.3E-10
1070	5.0E-9	-	-	-	2.7E-10
1080	4.3E-9	-	-	-	2.3E-10
1090	3.6E-9	-	-	-	2.0E-10
1095	3.4E-9	-	-	-	1.8E-10
1100	3.1E-9	-	-	-	1.7E-10
1200	6.7E-10	-	-	-	-
1300	1.4E-10	-	-	-	-
