Radionuclide	Th-228
Route of Intake	Inhalation
Material	Aerosols Type M, Thorium hydroxide, fA=1E-4
AMTD/AMAD, µm	0.3

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Pb-212)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Pb-212)	Lungs* (Pb-212)	Skeleton* (Pb-212)	Liver* (Pb-212)
13	1.1E-1	8.0E-5	7.5E-4	4.2E-3	9.2E-2	1.3E-2	1.8E-3
14	1.1E-1	7.8E-5	6.5E-4	4.1E-3	9.2E-2	1.3E-2	1.8E-3
15	1.2E-1	7.5E-5	5.7E-4	4.1E-3	9.3E-2	1.3E-2	1.8E-3
16	1.2E-1	7.3E-5	5.0E-4	4.1E-3	9.3E-2	1.4E-2	1.8E-3
17	1.2E-1	7.1E-5	4.5E-4	4.0E-3	9.3E-2	1.4E-2	1.8E-3
18	1.2E-1	7.0E-5	4.0E-4	4.0E-3	9.3E-2	1.4E-2	1.9E-3
19	1.2E-1	6.8E-5	3.6E-4	4.0E-3	9.3E-2	1.4E-2	1.9E-3
20	1.2E-1	6.7E-5	3.3E-4	4.0E-3	9.2E-2	1.5E-2	1.9E-3
21	1.2E-1	6.6E-5	3.1E-4	4.0E-3	9.2E-2	1.5E-2	1.9E-3
22	1.2E-1	6.4E-5	2.9E-4	4.0E-3	9.2E-2	1.5E-2	1.9E-3
23	1.2E-1	6.3E-5	2.7E-4	4.0E-3	9.1E-2	1.5E-2	2.0E-3
24	1.2E-1	6.2E-5	2.6E-4	4.0E-3	9.1E-2	1.5E-2	2.0E-3
25	1.2E-1	6.1E-5	2.4E-4	4.0E-3	9.0E-2	1.6E-2	2.0E-3
26	1.1E-1	6.0E-5	2.3E-4	4.1E-3	9.0E-2	1.6E-2	2.0E-3
27	1.1E-1	5.9E-5	2.3E-4	4.1E-3	8.9E-2	1.6E-2	2.0E-3
28	1.1E-1	5.8E-5	2.2E-4	4.1E-3	8.8E-2	1.6E-2	2.0E-3
29	1.1E-1	5.7E-5	2.1E-4	4.1E-3	8.8E-2	1.6E-2	2.1E-3
30	1.1E-1	5.7E-5	2.1E-4	4.1E-3	8.7E-2	1.6E-2	2.1E-3
31	1.1E-1	5.6E-5	2.0E-4	4.1E-3	8.6E-2	1.6E-2	2.1E-3
32	1.1E-1	5.5E-5	2.0E-4	4.2E-3	8.6E-2	1.7E-2	2.1E-3
33	1.1E-1	5.4E-5	1.9E-4	4.2E-3	8.5E-2	1.7E-2	2.1E-3
34	1.1E-1	5.4E-5	1.9E-4	4.2E-3	8.5E-2	1.7E-2	2.1E-3
35	1.1E-1	5.3E-5	1.9E-4	4.2E-3	8.4E-2	1.7E-2	2.2E-3
36	1.1E-1	5.2E-5	1.9E-4	4.2E-3	8.3E-2	1.7E-2	2.2E-3
37	1.1E-1	5.1E-5	1.8E-4	4.3E-3	8.3E-2	1.7E-2	2.2E-3
38	1.1E-1	5.1E-5	1.8E-4	4.3E-3	8.2E-2	1.7E-2	2.2E-3
39	1.1E-1	5.0E-5	1.8E-4	4.3E-3	8.1E-2	1.8E-2	2.2E-3
40	1.1E-1	4.9E-5	1.8E-4	4.3E-3	8.1E-2	1.8E-2	2.2E-3
41	1.1E-1	4.9E-5	1.8E-4	4.3E-3	8.0E-2	1.8E-2	2.2E-3
42	1.1E-1	4.8E-5	1.7E-4	4.4E-3	7.9E-2	1.8E-2	2.3E-3
43	1.1E-1	4.8E-5	1.7E-4	4.4E-3	7.9E-2	1.8E-2	2.3E-3
44	1.1E-1	4.7E-5	1.7E-4	4.4E-3	7.8E-2	1.8E-2	2.3E-3
45	1.1E-1	4.7E-5	1.7E-4	4.4E-3	7.8E-2	1.8E-2	2.3E-3
46	1.1E-1	4.6E-5	1.7E-4	4.4E-3	7.7E-2	1.8E-2	2.3E-3
47	1.1E-1	4.6E-5	1.6E-4	4.5E-3	7.6E-2	1.9E-2	2.3E-3
48	1.1E-1	4.5E-5	1.6E-4	4.5E-3	7.6E-2	1.9E-2	2.3E-3
49	1.0E-1	4.5E-5	1.6E-4	4.5E-3	7.5E-2	1.9E-2	2.3E-3
50	1.0E-1	4.4E-5	1.6E-4	4.5E-3	7.5E-2	1.9E-2	2.4E-3
51	1.0E-1	4.4E-5	1.6E-4	4.5E-3	7.4E-2	1.9E-2	2.4E-3
52	1.0E-1	4.3E-5	1.6E-4	4.6E-3	7.3E-2	1.9E-2	2.4E-3
53	1.0E-1	4.3E-5	1.6E-4	4.6E-3	7.3E-2	1.9E-2	2.4E-3
54	1.0E-1	4.2E-5	1.5E-4	4.6E-3	7.2E-2	1.9E-2	2.4E-3
55	1.0E-1	4.2E-5	1.5E-4	4.6E-3	7.2E-2	1.9E-2	2.4E-3
56	1.0E-1	4.1E-5	1.5E-4	4.6E-3	7.1E-2	2.0E-2	2.4E-3
57	1.0E-1	4.1E-5	1.5E-4	4.6E-3	7.1E-2	2.0E-2	2.5E-3
58	1.0E-1	4.1E-5	1.5E-4	4.7E-3	7.0E-2	2.0E-2	2.5E-3
59	1.0E-1	4.0E-5	1.5E-4	4.7E-3	7.0E-2	2.0E-2	2.5E-3
60	1.0E-1	4.0E-5	1.5E-4	4.7E-3	6.9E-2	2.0E-2	2.5E-3
61	1.0E-1	3.9E-5	1.5E-4	4.7E-3	6.8E-2	2.0E-2	2.5E-3
62	1.0E-1	3.9E-5	1.4E-4	4.7E-3	6.8E-2	2.0E-2	2.5E-3
63	9.9E-2	3.9E-5	1.4E-4	4.7E-3	6.7E-2	2.0E-2	2.5E-3
64	9.9E-2	3.8E-5	1.4E-4	4.8E-3	6.7E-2	2.0E-2	2.5E-3
65	9.9E-2	3.8E-5	1.4E-4	4.8E-3	6.6E-2	2.1E-2	2.5E-3
66	9.8E-2	3.8E-5	1.4E-4	4.8E-3	6.6E-2	2.1E-2	2.6E-3
67	9.8E-2	3.7E-5	1.4E-4	4.8E-3	6.5E-2	2.1E-2	2.6E-3
68	9.8E-2	3.7E-5	1.4E-4	4.8E-3	6.5E-2	2.1E-2	2.6E-3
69	9.7E-2	3.7E-5	1.4E-4	4.8E-3	6.4E-2	2.1E-2	2.6E-3
70	9.7E-2	3.6E-5	1.3E-4	4.8E-3	6.4E-2	2.1E-2	2.6E-3
71	9.6E-2	3.6E-5	1.3E-4	4.9E-3	6.3E-2	2.1E-2	2.6E-3
72	9.6E-2	3.6E-5	1.3E-4	4.9E-3	6.3E-2	2.1E-2	2.6E-3
73	9.6E-2	3.5E-5	1.3E-4	4.9E-3	6.2E-2	2.1E-2	2.6E-3
74	9.5E-2	3.5E-5	1.3E-4	4.9E-3	6.2E-2	2.1E-2	2.6E-3
75	9.5E-2	3.5E-5	1.3E-4	4.9E-3	6.1E-2	2.2E-2	2.7E-3
76	9.5E-2	3.4E-5	1.3E-4	4.9E-3	6.1E-2	2.2E-2	2.7E-3
77	9.4E-2	3.4E-5	1.3E-4	4.9E-3	6.0E-2	2.2E-2	2.7E-3
78	9.4E-2	3.4E-5	1.3E-4	5.0E-3	6.0E-2	2.2E-2	2.7E-3
79	9.4E-2	3.3E-5	1.2E-4	5.0E-3	6.0E-2	2.2E-2	2.7E-3
80	9.3E-2	3.3E-5	1.2E-4	5.0E-3	5.9E-2	2.2E-2	2.7E-3
81	9.3E-2	3.3E-5	1.2E-4	5.0E-3	5.9E-2	2.2E-2	2.7E-3
82	9.3E-2	3.3E-5	1.2E-4	5.0E-3	5.8E-2	2.2E-2	2.7E-3
83	9.2E-2	3.2E-5	1.2E-4	5.0E-3	5.8E-2	2.2E-2	2.7E-3
84	9.2E-2	3.2E-5	1.2E-4	5.0E-3	5.7E-2	2.2E-2	2.7E-3
85	9.2E-2	3.2E-5	1.2E-4	5.0E-3	5.7E-2	2.2E-2	2.8E-3
86	9.1E-2	3.2E-5	1.2E-4	5.1E-3	5.6E-2	2.2E-2	2.8E-3
87	9.1E-2	3.1E-5	1.2E-4	5.1E-3	5.6E-2	2.3E-2	2.8E-3
88	9.1E-2	3.1E-5	1.1E-4	5.1E-3	5.5E-2	2.3E-2	2.8E-3
89	9.0E-2	3.1E-5	1.1E-4	5.1E-3	5.5E-2	2.3E-2	2.8E-3
90	9.0E-2	3.1E-5	1.1E-4	5.1E-3	5.5E-2	2.3E-2	2.8E-3
91	9.0E-2	3.0E-5	1.1E-4	5.1E-3	5.4E-2	2.3E-2	2.8E-3
92	8.9E-2	3.0E-5	1.1E-4	5.1E-3	5.4E-2	2.3E-2	2.8E-3
93	8.9E-2	3.0E-5	1.1E-4	5.1E-3	5.3E-2	2.3E-2	2.8E-3
94	8.9E-2	3.0E-5	1.1E-4	5.1E-3	5.3E-2	2.3E-2	2.8E-3
95	8.9E-2	2.9E-5	1.1E-4	5.2E-3	5.3E-2	2.3E-2	2.9E-3
96	8.8E-2	2.9E-5	1.1E-4	5.2E-3	5.2E-2	2.3E-2	2.9E-3
97	8.8E-2	2.9E-5	1.1E-4	5.2E-3	5.2E-2	2.3E-2	2.9E-3
98	8.8E-2	2.9E-5	1.0E-4	5.2E-3	5.1E-2	2.3E-2	2.9E-3
99	8.7E-2	2.8E-5	1.0E-4	5.2E-3	5.1E-2	2.4E-2	2.9E-3
100	8.7E-2	2.8E-5	1.0E-4	5.2E-3	5.1E-2	2.4E-2	2.9E-3
110	8.4E-2	2.6E-5	9.4E-5	5.3E-3	4.7E-2	2.4E-2	3.0E-3
120	8.2E-2	2.4E-5	8.6E-5	5.4E-3	4.3E-2	2.5E-2	3.0E-3
130	7.9E-2	2.3E-5	7.9E-5	5.4E-3	4.0E-2	2.5E-2	3.1E-3
140	7.7E-2	2.1E-5	7.2E-5	5.5E-3	3.7E-2	2.6E-2	3.2E-3
150	7.5E-2	2.0E-5	6.6E-5	5.5E-3	3.4E-2	2.6E-2	3.2E-3
160	7.3E-2	1.8E-5	6.1E-5	5.6E-3	3.2E-2	2.7E-2	3.3E-3
170	7.1E-2	1.7E-5	5.6E-5	5.6E-3	3.0E-2	2.7E-2	3.3E-3
180	6.9E-2	1.6E-5	5.1E-5	5.6E-3	2.7E-2	2.7E-2	3.3E-3
190	6.8E-2	1.5E-5	4.7E-5	5.7E-3	2.6E-2	2.8E-2	3.4E-3
200	6.6E-2	1.4E-5	4.3E-5	5.7E-3	2.4E-2	2.8E-2	3.4E-3
210	6.5E-2	1.3E-5	3.9E-5	5.7E-3	2.2E-2	2.8E-2	3.4E-3
220	6.3E-2	1.2E-5	3.6E-5	5.7E-3	2.0E-2	2.8E-2	3.4E-3
230	6.2E-2	1.2E-5	3.3E-5	5.7E-3	1.9E-2	2.8E-2	3.5E-3
240	6.1E-2	1.1E-5	3.0E-5	5.6E-3	1.8E-2	2.8E-2	3.5E-3
250	5.9E-2	1.0E-5	2.8E-5	5.6E-3	1.6E-2	2.8E-2	3.5E-3
260	5.8E-2	9.8E-6	2.6E-5	5.6E-3	1.5E-2	2.9E-2	3.5E-3
270	5.7E-2	9.3E-6	2.4E-5	5.6E-3	1.4E-2	2.9E-2	3.5E-3
280	5.6E-2	8.8E-6	2.2E-5	5.6E-3	1.3E-2	2.9E-2	3.5E-3
290	5.5E-2	8.3E-6	2.0E-5	5.5E-3	1.2E-2	2.9E-2	3.5E-3
300	5.4E-2	7.9E-6	1.8E-5	5.5E-3	1.1E-2	2.9E-2	3.5E-3
310	5.3E-2	7.5E-6	1.7E-5	5.5E-3	1.1E-2	2.8E-2	3.5E-3
320	5.3E-2	7.1E-6	1.6E-5	5.4E-3	9.9E-3	2.8E-2	3.5E-3
330	5.2E-2	6.7E-6	1.4E-5	5.4E-3	9.3E-3	2.8E-2	3.5E-3
340	5.1E-2	6.4E-6	1.3E-5	5.4E-3	8.6E-3	2.8E-2	3.5E-3
350	5.0E-2	6.1E-6	1.2E-5	5.3E-3	8.0E-3	2.8E-2	3.5E-3
360	4.9E-2	5.8E-6	1.1E-5	5.3E-3	7.5E-3	2.8E-2	3.5E-3
365	4.9E-2	5.7E-6	1.1E-5	5.3E-3	7.3E-3	2.8E-2	3.5E-3
370	4.9E-2	5.6E-6	1.0E-5	5.3E-3	7.0E-3	2.8E-2	3.5E-3
380	4.8E-2	5.3E-6	9.6E-6	5.2E-3	6.6E-3	2.8E-2	3.4E-3
390	4.7E-2	5.1E-6	8.8E-6	5.2E-3	6.1E-3	2.8E-2	3.4E-3
400	4.7E-2	4.9E-6	8.2E-6	5.1E-3	5.7E-3	2.8E-2	3.4E-3
410	4.6E-2	4.7E-6	7.6E-6	5.1E-3	5.4E-3	2.7E-2	3.4E-3
420	4.6E-2	4.5E-6	7.0E-6	5.0E-3	5.0E-3	2.7E-2	3.4E-3
430	4.5E-2	4.3E-6	6.5E-6	5.0E-3	4.7E-3	2.7E-2	3.4E-3
440	4.5E-2	4.1E-6	6.0E-6	4.9E-3	4.4E-3	2.7E-2	3.4E-3
450	4.4E-2	4.0E-6	5.6E-6	4.9E-3	4.1E-3	2.7E-2	3.3E-3
460	4.3E-2	3.8E-6	5.2E-6	4.9E-3	3.9E-3	2.7E-2	3.3E-3
470	4.3E-2	3.7E-6	4.8E-6	4.8E-3	3.6E-3	2.7E-2	3.3E-3
480	4.2E-2	3.6E-6	4.5E-6	4.8E-3	3.4E-3	2.6E-2	3.3E-3
490	4.2E-2	3.4E-6	4.2E-6	4.7E-3	3.2E-3	2.6E-2	3.3E-3
500	4.1E-2	3.3E-6	3.9E-6	4.7E-3	3.0E-3	2.6E-2	3.3E-3
510	4.1E-2	3.2E-6	3.6E-6	4.6E-3	2.8E-3	2.6E-2	3.2E-3
520	4.1E-2	3.1E-6	3.4E-6	4.6E-3	2.6E-3	2.6E-2	3.2E-3
530	4.0E-2	3.0E-6	3.2E-6	4.5E-3	2.5E-3	2.5E-2	3.2E-3
540	4.0E-2	2.9E-6	3.0E-6	4.5E-3	2.3E-3	2.5E-2	3.2E-3
550	3.9E-2	2.8E-6	2.8E-6	4.4E-3	2.2E-3	2.5E-2	3.2E-3
560	3.9E-2	2.8E-6	2.6E-6	4.4E-3	2.1E-3	2.5E-2	3.1E-3
570	3.8E-2	2.7E-6	2.5E-6	4.3E-3	2.0E-3	2.5E-2	3.1E-3
580	3.8E-2	2.6E-6	2.3E-6	4.3E-3	1.8E-3	2.5E-2	3.1E-3
590	3.8E-2	2.5E-6	2.2E-6	4.3E-3	1.7E-3	2.4E-2	3.1E-3
600	3.7E-2	2.5E-6	2.0E-6	4.2E-3	1.6E-3	2.4E-2	3.0E-3
610	3.7E-2	2.4E-6	1.9E-6	4.2E-3	1.6E-3	2.4E-2	3.0E-3
620	3.6E-2	2.3E-6	1.8E-6	4.1E-3	1.5E-3	2.4E-2	3.0E-3
630	3.6E-2	2.3E-6	1.7E-6	4.1E-3	1.4E-3	2.4E-2	3.0E-3
640	3.6E-2	2.2E-6	1.6E-6	4.0E-3	1.3E-3	2.3E-2	3.0E-3
650	3.5E-2	2.2E-6	1.5E-6	4.0E-3	1.2E-3	2.3E-2	2.9E-3
660	3.5E-2	2.1E-6	1.5E-6	3.9E-3	1.2E-3	2.3E-2	2.9E-3
670	3.5E-2	2.1E-6	1.4E-6	3.9E-3	1.1E-3	2.3E-2	2.9E-3
680	3.4E-2	2.0E-6	1.3E-6	3.9E-3	1.1E-3	2.3E-2	2.9E-3
690	3.4E-2	2.0E-6	1.3E-6	3.8E-3	1.0E-3	2.2E-2	2.8E-3
700	3.4E-2	2.0E-6	1.2E-6	3.8E-3	9.6E-4	2.2E-2	2.8E-3
710	3.3E-2	1.9E-6	1.2E-6	3.7E-3	9.2E-4	2.2E-2	2.8E-3
720	3.3E-2	1.9E-6	1.1E-6	3.7E-3	8.7E-4	2.2E-2	2.8E-3
730	3.3E-2	1.8E-6	1.1E-6	3.7E-3	8.3E-4	2.2E-2	2.8E-3
740	3.2E-2	1.8E-6	1.0E-6	3.6E-3	7.9E-4	2.2E-2	2.7E-3
750	3.2E-2	1.8E-6	9.7E-7	3.6E-3	7.6E-4	2.1E-2	2.7E-3
760	3.2E-2	1.7E-6	9.3E-7	3.5E-3	7.2E-4	2.1E-2	2.7E-3
770	3.1E-2	1.7E-6	8.9E-7	3.5E-3	6.9E-4	2.1E-2	2.7E-3
780	3.1E-2	1.7E-6	8.6E-7	3.5E-3	6.6E-4	2.1E-2	2.7E-3
790	3.1E-2	1.6E-6	8.3E-7	3.4E-3	6.3E-4	2.1E-2	2.6E-3
800	3.0E-2	1.6E-6	8.0E-7	3.4E-3	6.1E-4	2.0E-2	2.6E-3
810	3.0E-2	1.6E-6	7.7E-7	3.3E-3	5.8E-4	2.0E-2	2.6E-3
820	3.0E-2	1.6E-6	7.4E-7	3.3E-3	5.6E-4	2.0E-2	2.6E-3
830	2.9E-2	1.5E-6	7.2E-7	3.3E-3	5.4E-4	2.0E-2	2.5E-3
840	2.9E-2	1.5E-6	6.9E-7	3.2E-3	5.1E-4	2.0E-2	2.5E-3
850	2.9E-2	1.5E-6	6.7E-7	3.2E-3	5.0E-4	2.0E-2	2.5E-3
860	2.9E-2	1.5E-6	6.5E-7	3.2E-3	4.8E-4	1.9E-2	2.5E-3
870	2.8E-2	1.4E-6	6.3E-7	3.1E-3	4.6E-4	1.9E-2	2.5E-3
880	2.8E-2	1.4E-6	6.1E-7	3.1E-3	4.4E-4	1.9E-2	2.4E-3
890	2.8E-2	1.4E-6	5.9E-7	3.1E-3	4.3E-4	1.9E-2	2.4E-3
900	2.8E-2	1.4E-6	5.8E-7	3.0E-3	4.1E-4	1.9E-2	2.4E-3
910	2.7E-2	1.4E-6	5.6E-7	3.0E-3	4.0E-4	1.9E-2	2.4E-3
920	2.7E-2	1.3E-6	5.4E-7	3.0E-3	3.8E-4	1.8E-2	2.4E-3
930	2.7E-2	1.3E-6	5.3E-7	2.9E-3	3.7E-4	1.8E-2	2.3E-3
940	2.6E-2	1.3E-6	5.2E-7	2.9E-3	3.6E-4	1.8E-2	2.3E-3
950	2.6E-2	1.3E-6	5.0E-7	2.9E-3	3.5E-4	1.8E-2	2.3E-3
960	2.6E-2	1.3E-6	4.9E-7	2.8E-3	3.4E-4	1.8E-2	2.3E-3
970	2.6E-2	1.2E-6	4.8E-7	2.8E-3	3.3E-4	1.8E-2	2.2E-3
980	2.5E-2	1.2E-6	4.7E-7	2.8E-3	3.2E-4	1.7E-2	2.2E-3
990	2.5E-2	1.2E-6	4.5E-7	2.7E-3	3.1E-4	1.7E-2	2.2E-3
1000	2.5E-2	1.2E-6	4.4E-7	2.7E-3	3.0E-4	1.7E-2	2.2E-3
1010	2.5E-2	1.2E-6	4.3E-7	2.7E-3	2.9E-4	1.7E-2	2.2E-3
1020	2.4E-2	1.2E-6	4.2E-7	2.6E-3	2.8E-4	1.7E-2	2.2E-3
1030	2.4E-2	1.1E-6	4.1E-7	2.6E-3	2.8E-4	1.7E-2	2.1E-3
1040	2.4E-2	1.1E-6	4.0E-7	2.6E-3	2.7E-4	1.6E-2	2.1E-3
1050	2.4E-2	1.1E-6	4.0E-7	2.6E-3	2.6E-4	1.6E-2	2.1E-3
1060	2.4E-2	1.1E-6	3.9E-7	2.5E-3	2.6E-4	1.6E-2	2.1E-3
1070	2.3E-2	1.1E-6	3.8E-7	2.5E-3	2.5E-4	1.6E-2	2.1E-3
1080	2.3E-2	1.1E-6	3.7E-7	2.5E-3	2.4E-4	1.6E-2	2.0E-3
1090	2.3E-2	1.0E-6	3.6E-7	2.4E-3	2.4E-4	1.6E-2	2.0E-3
1095	2.3E-2	1.0E-6	3.6E-7	2.4E-3	2.4E-4	1.6E-2	2.0E-3
1100	2.3E-2	1.0E-6	3.5E-7	2.4E-3	2.3E-4	1.6E-2	2.0E-3
1200	2.1E-2	9.1E-7	2.9E-7	2.2E-3	1.9E-4	1.4E-2	1.8E-3
1300	1.9E-2	8.0E-7	2.4E-7	1.9E-3	1.6E-4	1.3E-2	1.7E-3
1400	1.7E-2	7.1E-7	2.0E-7	1.7E-3	1.4E-4	1.2E-2	1.5E-3
1500	1.5E-2	6.3E-7	1.7E-7	1.6E-3	1.2E-4	1.1E-2	1.4E-3
1600	1.4E-2	5.5E-7	1.5E-7	1.4E-3	1.1E-4	9.7E-3	1.2E-3
1700	1.3E-2	4.9E-7	1.3E-7	1.3E-3	9.6E-5	8.8E-3	1.1E-3
1800	1.1E-2	4.4E-7	1.1E-7	1.1E-3	8.5E-5	8.0E-3	1.0E-3
1900	1.0E-2	3.9E-7	9.5E-8	1.0E-3	7.7E-5	7.3E-3	9.2E-4
2000	9.3E-3	3.5E-7	8.2E-8	9.1E-4	6.9E-5	6.6E-3	8.3E-4
2100	8.4E-3	3.1E-7	7.2E-8	8.2E-4	6.2E-5	6.0E-3	7.5E-4
2200	7.6E-3	2.7E-7	6.3E-8	7.3E-4	5.6E-5	5.4E-3	6.8E-4
2300	6.9E-3	2.4E-7	5.5E-8	6.6E-4	5.0E-5	4.9E-3	6.2E-4
2400	6.2E-3	2.2E-7	4.8E-8	5.9E-4	4.5E-5	4.4E-3	5.6E-4
2500	5.6E-3	1.9E-7	4.3E-8	5.3E-4	4.1E-5	4.0E-3	5.0E-4
2600	5.1E-3	1.7E-7	3.8E-8	4.8E-4	3.7E-5	3.7E-3	4.5E-4
2700	4.6E-3	1.5E-7	3.3E-8	4.3E-4	3.3E-5	3.3E-3	4.1E-4
2800	4.2E-3	1.4E-7	2.9E-8	3.9E-4	3.0E-5	3.0E-3	3.7E-4
2900	3.8E-3	1.2E-7	2.6E-8	3.5E-4	2.7E-5	2.7E-3	3.3E-4
3000	3.4E-3	1.1E-7	2.3E-8	3.2E-4	2.4E-5	2.5E-3	3.0E-4
3100	3.1E-3	9.8E-8	2.1E-8	2.9E-4	2.2E-5	2.2E-3	2.7E-4
3200	2.8E-3	8.8E-8	1.8E-8	2.6E-4	2.0E-5	2.0E-3	2.5E-4
3300	2.5E-3	7.8E-8	1.6E-8	2.3E-4	1.8E-5	1.8E-3	2.2E-4
3400	2.3E-3	7.0E-8	1.5E-8	2.1E-4	1.6E-5	1.7E-3	2.0E-4
3500	2.1E-3	6.3E-8	1.3E-8	1.9E-4	1.4E-5	1.5E-3	1.8E-4
3600	1.9E-3	5.6E-8	1.2E-8	1.7E-4	1.3E-5	1.4E-3	1.6E-4
3650	1.8E-3	5.3E-8	1.1E-8	1.6E-4	1.2E-5	1.3E-3	1.5E-4
4000	1.2E-3	3.6E-8	7.4E-9	1.1E-4	8.6E-6	9.1E-4	1.1E-4
5000	4.5E-4	1.2E-8	2.4E-9	4.0E-5	3.1E-6	3.3E-4	3.8E-5
6000	1.7E-4	4.1E-9	8.2E-10	1.5E-5	1.1E-6	1.2E-4	1.4E-5
7000	6.0E-5	1.4E-9	2.8E-10	5.2E-6	4.0E-7	4.5E-5	4.8E-6
8000	2.2E-5	4.9E-10	-	1.9E-6	1.4E-7	1.7E-5	1.7E-6
9000	8.1E-6	1.7E-10	-	6.8E-7	5.1E-8	6.1E-6	6.0E-7
10000	3.0E-6	-	-	2.5E-7	1.9E-8	2.2E-6	2.1E-7
11000	1.1E-6	-	-	8.9E-8	6.7E-9	8.3E-7	7.6E-8
12000	4.0E-7	-	-	3.2E-8	2.4E-9	3.0E-7	2.7E-8
13000	1.4E-7	-	-	1.2E-8	8.7E-10	1.1E-7	9.7E-9
14000	5.3E-8	-	-	4.2E-9	3.1E-10	4.1E-8	3.5E-9
15000	1.9E-8	-	-	1.5E-9	1.1E-10	1.5E-8	1.2E-9
16000	7.1E-9	-	-	5.5E-10	-	5.5E-9	4.4E-10
