Radionuclide	Ru-106
Route of Intake	Inhalation
Material	Gas or vapour Type F, Ruthenium tetroxide , fA=1E-2
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Rh-106)	Urine (24-hour sample) (Rh-106)	Faeces (24-hour sample) (Rh-106)	Alimentary Tract* (Rh-106)	Lungs* (Rh-106)	Skeleton* (Rh-106)	Liver* (Rh-106)
52	1.7E-2	8.6E-5	3.0E-5	2.3E-4	4.2E-3	2.2E-3	9.9E-4
53	1.7E-2	8.3E-5	2.9E-5	2.3E-4	4.2E-3	2.2E-3	9.7E-4
54	1.7E-2	8.0E-5	2.8E-5	2.3E-4	4.2E-3	2.2E-3	9.5E-4
55	1.7E-2	7.7E-5	2.8E-5	2.2E-4	4.1E-3	2.2E-3	9.4E-4
56	1.7E-2	7.4E-5	2.7E-5	2.2E-4	4.1E-3	2.2E-3	9.2E-4
57	1.6E-2	7.2E-5	2.6E-5	2.2E-4	4.1E-3	2.2E-3	9.1E-4
58	1.6E-2	6.9E-5	2.5E-5	2.2E-4	4.1E-3	2.2E-3	9.0E-4
59	1.6E-2	6.7E-5	2.5E-5	2.1E-4	4.1E-3	2.1E-3	8.9E-4
60	1.6E-2	6.5E-5	2.4E-5	2.1E-4	4.0E-3	2.1E-3	8.7E-4
61	1.6E-2	6.3E-5	2.3E-5	2.1E-4	4.0E-3	2.1E-3	8.6E-4
62	1.6E-2	6.1E-5	2.3E-5	2.1E-4	4.0E-3	2.1E-3	8.5E-4
63	1.6E-2	5.9E-5	2.2E-5	2.0E-4	4.0E-3	2.1E-3	8.4E-4
64	1.6E-2	5.7E-5	2.2E-5	2.0E-4	4.0E-3	2.1E-3	8.3E-4
65	1.6E-2	5.5E-5	2.1E-5	2.0E-4	3.9E-3	2.1E-3	8.2E-4
66	1.5E-2	5.4E-5	2.1E-5	2.0E-4	3.9E-3	2.1E-3	8.1E-4
67	1.5E-2	5.2E-5	2.0E-5	1.9E-4	3.9E-3	2.1E-3	8.0E-4
68	1.5E-2	5.1E-5	2.0E-5	1.9E-4	3.9E-3	2.1E-3	7.9E-4
69	1.5E-2	4.9E-5	1.9E-5	1.9E-4	3.9E-3	2.1E-3	7.9E-4
70	1.5E-2	4.8E-5	1.9E-5	1.9E-4	3.8E-3	2.0E-3	7.8E-4
71	1.5E-2	4.6E-5	1.8E-5	1.9E-4	3.8E-3	2.0E-3	7.7E-4
72	1.5E-2	4.5E-5	1.8E-5	1.9E-4	3.8E-3	2.0E-3	7.6E-4
73	1.5E-2	4.4E-5	1.8E-5	1.8E-4	3.8E-3	2.0E-3	7.5E-4
74	1.5E-2	4.3E-5	1.7E-5	1.8E-4	3.8E-3	2.0E-3	7.5E-4
75	1.5E-2	4.2E-5	1.7E-5	1.8E-4	3.8E-3	2.0E-3	7.4E-4
76	1.4E-2	4.1E-5	1.7E-5	1.8E-4	3.7E-3	2.0E-3	7.3E-4
77	1.4E-2	4.0E-5	1.6E-5	1.8E-4	3.7E-3	2.0E-3	7.3E-4
78	1.4E-2	3.9E-5	1.6E-5	1.8E-4	3.7E-3	2.0E-3	7.2E-4
79	1.4E-2	3.8E-5	1.6E-5	1.7E-4	3.7E-3	2.0E-3	7.1E-4
80	1.4E-2	3.7E-5	1.5E-5	1.7E-4	3.7E-3	2.0E-3	7.1E-4
81	1.4E-2	3.6E-5	1.5E-5	1.7E-4	3.7E-3	2.0E-3	7.0E-4
82	1.4E-2	3.5E-5	1.5E-5	1.7E-4	3.6E-3	2.0E-3	7.0E-4
83	1.4E-2	3.4E-5	1.5E-5	1.7E-4	3.6E-3	2.0E-3	6.9E-4
84	1.4E-2	3.3E-5	1.4E-5	1.7E-4	3.6E-3	2.0E-3	6.8E-4
85	1.4E-2	3.3E-5	1.4E-5	1.7E-4	3.6E-3	2.0E-3	6.8E-4
86	1.4E-2	3.2E-5	1.4E-5	1.7E-4	3.6E-3	1.9E-3	6.7E-4
87	1.4E-2	3.1E-5	1.4E-5	1.6E-4	3.6E-3	1.9E-3	6.7E-4
88	1.4E-2	3.1E-5	1.4E-5	1.6E-4	3.5E-3	1.9E-3	6.6E-4
89	1.4E-2	3.0E-5	1.3E-5	1.6E-4	3.5E-3	1.9E-3	6.6E-4
90	1.3E-2	2.9E-5	1.3E-5	1.6E-4	3.5E-3	1.9E-3	6.5E-4
91	1.3E-2	2.9E-5	1.3E-5	1.6E-4	3.5E-3	1.9E-3	6.5E-4
92	1.3E-2	2.8E-5	1.3E-5	1.6E-4	3.5E-3	1.9E-3	6.4E-4
93	1.3E-2	2.8E-5	1.3E-5	1.6E-4	3.5E-3	1.9E-3	6.4E-4
94	1.3E-2	2.7E-5	1.2E-5	1.6E-4	3.4E-3	1.9E-3	6.3E-4
95	1.3E-2	2.6E-5	1.2E-5	1.6E-4	3.4E-3	1.9E-3	6.3E-4
96	1.3E-2	2.6E-5	1.2E-5	1.5E-4	3.4E-3	1.9E-3	6.2E-4
97	1.3E-2	2.5E-5	1.2E-5	1.5E-4	3.4E-3	1.9E-3	6.2E-4
98	1.3E-2	2.5E-5	1.2E-5	1.5E-4	3.4E-3	1.9E-3	6.2E-4
99	1.3E-2	2.5E-5	1.2E-5	1.5E-4	3.4E-3	1.9E-3	6.1E-4
100	1.3E-2	2.4E-5	1.1E-5	1.5E-4	3.3E-3	1.9E-3	6.1E-4
110	1.2E-2	2.0E-5	1.0E-5	1.4E-4	3.2E-3	1.8E-3	5.7E-4
120	1.2E-2	1.7E-5	9.2E-6	1.3E-4	3.1E-3	1.8E-3	5.4E-4
130	1.1E-2	1.5E-5	8.3E-6	1.3E-4	2.9E-3	1.8E-3	5.0E-4
140	1.1E-2	1.3E-5	7.6E-6	1.2E-4	2.8E-3	1.7E-3	4.8E-4
150	1.0E-2	1.2E-5	7.0E-6	1.2E-4	2.7E-3	1.7E-3	4.5E-4
160	1.0E-2	1.1E-5	6.5E-6	1.1E-4	2.6E-3	1.7E-3	4.3E-4
170	9.8E-3	9.6E-6	6.0E-6	1.1E-4	2.4E-3	1.6E-3	4.0E-4
180	9.4E-3	8.8E-6	5.6E-6	1.0E-4	2.3E-3	1.6E-3	3.8E-4
190	9.1E-3	8.0E-6	5.2E-6	1.0E-4	2.2E-3	1.6E-3	3.6E-4
200	8.8E-3	7.4E-6	4.9E-6	9.8E-5	2.1E-3	1.5E-3	3.4E-4
210	8.5E-3	6.9E-6	4.6E-6	9.5E-5	2.0E-3	1.5E-3	3.3E-4
220	8.3E-3	6.5E-6	4.3E-6	9.2E-5	2.0E-3	1.5E-3	3.1E-4
230	8.0E-3	6.1E-6	4.1E-6	8.9E-5	1.9E-3	1.4E-3	2.9E-4
240	7.8E-3	5.8E-6	3.8E-6	8.7E-5	1.8E-3	1.4E-3	2.8E-4
250	7.5E-3	5.5E-6	3.6E-6	8.4E-5	1.7E-3	1.4E-3	2.6E-4
260	7.3E-3	5.2E-6	3.4E-6	8.2E-5	1.7E-3	1.4E-3	2.5E-4
270	7.1E-3	4.9E-6	3.2E-6	7.9E-5	1.6E-3	1.3E-3	2.4E-4
280	6.9E-3	4.7E-6	3.1E-6	7.7E-5	1.5E-3	1.3E-3	2.3E-4
290	6.7E-3	4.5E-6	2.9E-6	7.5E-5	1.5E-3	1.3E-3	2.2E-4
300	6.5E-3	4.3E-6	2.8E-6	7.3E-5	1.4E-3	1.3E-3	2.1E-4
310	6.3E-3	4.2E-6	2.6E-6	7.1E-5	1.3E-3	1.2E-3	2.0E-4
320	6.1E-3	4.0E-6	2.5E-6	6.9E-5	1.3E-3	1.2E-3	1.9E-4
330	5.9E-3	3.9E-6	2.4E-6	6.7E-5	1.2E-3	1.2E-3	1.8E-4
340	5.8E-3	3.7E-6	2.2E-6	6.5E-5	1.2E-3	1.2E-3	1.7E-4
350	5.6E-3	3.6E-6	2.1E-6	6.3E-5	1.1E-3	1.1E-3	1.6E-4
360	5.5E-3	3.5E-6	2.0E-6	6.2E-5	1.1E-3	1.1E-3	1.5E-4
365	5.4E-3	3.4E-6	2.0E-6	6.1E-5	1.1E-3	1.1E-3	1.5E-4
370	5.3E-3	3.3E-6	1.9E-6	6.0E-5	1.1E-3	1.1E-3	1.5E-4
380	5.2E-3	3.2E-6	1.8E-6	5.8E-5	1.0E-3	1.1E-3	1.4E-4
390	5.0E-3	3.1E-6	1.8E-6	5.7E-5	9.8E-4	1.0E-3	1.3E-4
400	4.9E-3	3.0E-6	1.7E-6	5.5E-5	9.4E-4	1.0E-3	1.3E-4
410	4.7E-3	2.9E-6	1.6E-6	5.4E-5	9.1E-4	1.0E-3	1.2E-4
420	4.6E-3	2.8E-6	1.5E-6	5.2E-5	8.7E-4	9.8E-4	1.1E-4
430	4.5E-3	2.7E-6	1.5E-6	5.1E-5	8.4E-4	9.6E-4	1.1E-4
440	4.4E-3	2.7E-6	1.4E-6	5.0E-5	8.1E-4	9.4E-4	1.0E-4
450	4.2E-3	2.6E-6	1.3E-6	4.8E-5	7.8E-4	9.2E-4	9.9E-5
460	4.1E-3	2.5E-6	1.3E-6	4.7E-5	7.5E-4	9.0E-4	9.4E-5
470	4.0E-3	2.4E-6	1.2E-6	4.6E-5	7.2E-4	8.9E-4	9.0E-5
480	3.9E-3	2.3E-6	1.2E-6	4.5E-5	6.9E-4	8.7E-4	8.5E-5
490	3.8E-3	2.3E-6	1.1E-6	4.3E-5	6.7E-4	8.5E-4	8.1E-5
500	3.7E-3	2.2E-6	1.1E-6	4.2E-5	6.5E-4	8.3E-4	7.8E-5
510	3.6E-3	2.1E-6	1.0E-6	4.1E-5	6.2E-4	8.2E-4	7.4E-5
520	3.5E-3	2.1E-6	9.6E-7	4.0E-5	6.0E-4	8.0E-4	7.1E-5
530	3.4E-3	2.0E-6	9.2E-7	3.9E-5	5.8E-4	7.8E-4	6.8E-5
540	3.3E-3	1.9E-6	8.8E-7	3.8E-5	5.6E-4	7.7E-4	6.5E-5
550	3.2E-3	1.9E-6	8.4E-7	3.7E-5	5.4E-4	7.5E-4	6.2E-5
560	3.1E-3	1.8E-6	8.1E-7	3.6E-5	5.2E-4	7.4E-4	5.9E-5
570	3.1E-3	1.8E-6	7.7E-7	3.5E-5	5.0E-4	7.2E-4	5.6E-5
580	3.0E-3	1.7E-6	7.4E-7	3.4E-5	4.8E-4	7.1E-4	5.4E-5
590	2.9E-3	1.7E-6	7.1E-7	3.3E-5	4.7E-4	6.9E-4	5.1E-5
600	2.8E-3	1.6E-6	6.8E-7	3.2E-5	4.5E-4	6.8E-4	4.9E-5
610	2.7E-3	1.6E-6	6.5E-7	3.2E-5	4.3E-4	6.6E-4	4.7E-5
620	2.7E-3	1.5E-6	6.2E-7	3.1E-5	4.2E-4	6.5E-4	4.5E-5
630	2.6E-3	1.5E-6	6.0E-7	3.0E-5	4.1E-4	6.4E-4	4.3E-5
640	2.5E-3	1.4E-6	5.7E-7	2.9E-5	3.9E-4	6.2E-4	4.1E-5
650	2.5E-3	1.4E-6	5.5E-7	2.8E-5	3.8E-4	6.1E-4	3.9E-5
660	2.4E-3	1.4E-6	5.3E-7	2.8E-5	3.7E-4	6.0E-4	3.8E-5
670	2.3E-3	1.3E-6	5.1E-7	2.7E-5	3.5E-4	5.9E-4	3.6E-5
680	2.3E-3	1.3E-6	4.9E-7	2.6E-5	3.4E-4	5.7E-4	3.4E-5
690	2.2E-3	1.3E-6	4.7E-7	2.6E-5	3.3E-4	5.6E-4	3.3E-5
700	2.2E-3	1.2E-6	4.5E-7	2.5E-5	3.2E-4	5.5E-4	3.2E-5
710	2.1E-3	1.2E-6	4.3E-7	2.4E-5	3.1E-4	5.4E-4	3.0E-5
720	2.1E-3	1.2E-6	4.2E-7	2.4E-5	3.0E-4	5.3E-4	2.9E-5
730	2.0E-3	1.1E-6	4.0E-7	2.3E-5	2.9E-4	5.2E-4	2.8E-5
740	1.9E-3	1.1E-6	3.8E-7	2.2E-5	2.8E-4	5.1E-4	2.7E-5
750	1.9E-3	1.1E-6	3.7E-7	2.2E-5	2.7E-4	5.0E-4	2.5E-5
760	1.8E-3	1.0E-6	3.6E-7	2.1E-5	2.6E-4	4.9E-4	2.4E-5
770	1.8E-3	1.0E-6	3.4E-7	2.1E-5	2.5E-4	4.8E-4	2.3E-5
780	1.8E-3	9.7E-7	3.3E-7	2.0E-5	2.4E-4	4.7E-4	2.2E-5
790	1.7E-3	9.4E-7	3.2E-7	2.0E-5	2.4E-4	4.6E-4	2.2E-5
800	1.7E-3	9.2E-7	3.1E-7	1.9E-5	2.3E-4	4.5E-4	2.1E-5
810	1.6E-3	8.9E-7	2.9E-7	1.9E-5	2.2E-4	4.4E-4	2.0E-5
820	1.6E-3	8.7E-7	2.8E-7	1.8E-5	2.1E-4	4.3E-4	1.9E-5
830	1.5E-3	8.4E-7	2.7E-7	1.8E-5	2.1E-4	4.2E-4	1.8E-5
840	1.5E-3	8.2E-7	2.6E-7	1.7E-5	2.0E-4	4.1E-4	1.8E-5
850	1.5E-3	8.0E-7	2.5E-7	1.7E-5	1.9E-4	4.0E-4	1.7E-5
860	1.4E-3	7.8E-7	2.5E-7	1.6E-5	1.9E-4	3.9E-4	1.6E-5
870	1.4E-3	7.6E-7	2.4E-7	1.6E-5	1.8E-4	3.9E-4	1.6E-5
880	1.4E-3	7.4E-7	2.3E-7	1.5E-5	1.8E-4	3.8E-4	1.5E-5
890	1.3E-3	7.2E-7	2.2E-7	1.5E-5	1.7E-4	3.7E-4	1.4E-5
900	1.3E-3	7.0E-7	2.1E-7	1.5E-5	1.7E-4	3.6E-4	1.4E-5
910	1.3E-3	6.8E-7	2.1E-7	1.4E-5	1.6E-4	3.5E-4	1.3E-5
920	1.2E-3	6.6E-7	2.0E-7	1.4E-5	1.6E-4	3.5E-4	1.3E-5
930	1.2E-3	6.4E-7	1.9E-7	1.4E-5	1.5E-4	3.4E-4	1.2E-5
940	1.2E-3	6.2E-7	1.9E-7	1.3E-5	1.5E-4	3.3E-4	1.2E-5
950	1.1E-3	6.1E-7	1.8E-7	1.3E-5	1.4E-4	3.3E-4	1.1E-5
960	1.1E-3	5.9E-7	1.7E-7	1.3E-5	1.4E-4	3.2E-4	1.1E-5
970	1.1E-3	5.7E-7	1.7E-7	1.2E-5	1.3E-4	3.1E-4	1.1E-5
980	1.0E-3	5.6E-7	1.6E-7	1.2E-5	1.3E-4	3.1E-4	1.0E-5
990	1.0E-3	5.4E-7	1.6E-7	1.2E-5	1.3E-4	3.0E-4	9.8E-6
1000	1.0E-3	5.3E-7	1.5E-7	1.1E-5	1.2E-4	2.9E-4	9.5E-6
1010	9.7E-4	5.2E-7	1.5E-7	1.1E-5	1.2E-4	2.9E-4	9.1E-6
1020	9.5E-4	5.0E-7	1.4E-7	1.1E-5	1.1E-4	2.8E-4	8.8E-6
1030	9.2E-4	4.9E-7	1.4E-7	1.0E-5	1.1E-4	2.8E-4	8.5E-6
1040	9.0E-4	4.8E-7	1.3E-7	1.0E-5	1.1E-4	2.7E-4	8.2E-6
1050	8.8E-4	4.6E-7	1.3E-7	9.9E-6	1.0E-4	2.6E-4	7.9E-6
1060	8.6E-4	4.5E-7	1.2E-7	9.6E-6	1.0E-4	2.6E-4	7.6E-6
1070	8.4E-4	4.4E-7	1.2E-7	9.4E-6	9.8E-5	2.5E-4	7.4E-6
1080	8.1E-4	4.3E-7	1.2E-7	9.1E-6	9.5E-5	2.5E-4	7.1E-6
1090	7.9E-4	4.2E-7	1.1E-7	8.9E-6	9.2E-5	2.4E-4	6.9E-6
1095	7.8E-4	4.1E-7	1.1E-7	8.8E-6	9.1E-5	2.4E-4	6.7E-6
1100	7.7E-4	4.0E-7	1.1E-7	8.7E-6	9.0E-5	2.4E-4	6.6E-6
1200	6.0E-4	3.1E-7	8.1E-8	6.7E-6	6.6E-5	1.9E-4	4.7E-6
1300	4.7E-4	2.4E-7	6.0E-8	5.1E-6	4.9E-5	1.6E-4	3.4E-6
1400	3.7E-4	1.8E-7	4.5E-8	4.0E-6	3.7E-5	1.3E-4	2.5E-6
1500	2.9E-4	1.4E-7	3.4E-8	3.0E-6	2.7E-5	1.0E-4	1.8E-6
1600	2.2E-4	1.1E-7	2.6E-8	2.3E-6	2.1E-5	8.3E-5	1.4E-6
1700	1.7E-4	8.4E-8	2.0E-8	1.8E-6	1.5E-5	6.7E-5	1.0E-6
1800	1.4E-4	6.5E-8	1.5E-8	1.4E-6	1.2E-5	5.4E-5	7.9E-7
1900	1.1E-4	5.0E-8	1.2E-8	1.1E-6	8.7E-6	4.4E-5	6.0E-7
2000	8.4E-5	3.9E-8	9.0E-9	8.3E-7	6.5E-6	3.6E-5	4.6E-7
2100	6.6E-5	3.0E-8	7.0E-9	6.4E-7	4.9E-6	2.9E-5	3.5E-7
2200	5.2E-5	2.3E-8	5.4E-9	4.9E-7	3.7E-6	2.3E-5	2.7E-7
2300	4.1E-5	1.8E-8	4.2E-9	3.8E-7	2.8E-6	1.9E-5	2.1E-7
2400	3.2E-5	1.4E-8	3.2E-9	2.9E-7	2.1E-6	1.5E-5	1.6E-7
2500	2.5E-5	1.1E-8	2.5E-9	2.2E-7	1.6E-6	1.2E-5	1.2E-7
2600	2.0E-5	8.4E-9	1.9E-9	1.7E-7	1.2E-6	1.0E-5	9.7E-8
2700	1.6E-5	6.5E-9	1.5E-9	1.3E-7	8.9E-7	8.2E-6	7.5E-8
2800	1.2E-5	5.0E-9	1.2E-9	1.0E-7	6.7E-7	6.6E-6	5.8E-8
2900	9.9E-6	3.9E-9	9.0E-10	7.9E-8	5.1E-7	5.4E-6	4.5E-8
3000	7.8E-6	3.0E-9	7.0E-10	6.1E-8	3.8E-7	4.3E-6	3.5E-8
3100	6.2E-6	2.4E-9	5.4E-10	4.7E-8	2.9E-7	3.5E-6	2.7E-8
3200	4.9E-6	1.8E-9	4.2E-10	3.6E-8	2.2E-7	2.9E-6	2.1E-8
3300	3.9E-6	1.4E-9	3.3E-10	2.8E-8	1.6E-7	2.3E-6	1.6E-8
3400	3.1E-6	1.1E-9	2.6E-10	2.2E-8	1.2E-7	1.9E-6	1.3E-8
3500	2.5E-6	8.7E-10	2.0E-10	1.7E-8	9.2E-8	1.5E-6	9.9E-9
3600	2.0E-6	6.8E-10	1.6E-10	1.3E-8	6.9E-8	1.2E-6	7.7E-9
3650	1.7E-6	6.0E-10	1.4E-10	1.1E-8	6.0E-8	1.1E-6	6.8E-9
4000	7.9E-7	2.5E-10	-	4.6E-9	2.2E-8	5.4E-7	2.8E-9
5000	8.8E-8	-	-	3.6E-10	1.3E-9	6.8E-8	2.5E-10
6000	1.0E-8	-	-	-	-	8.9E-9	-
7000	1.3E-9	-	-	-	-	1.2E-9	-
8000	1.7E-10	-	-	-	-	1.6E-10	-
