Radionuclide	Ru-106
Route of Intake	Inhalation
Material	Aerosols Type F, Chloride, oxalate, fA=5E-2
AMTD/AMAD, µm	10

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Rh-106)	Urine (24-hour sample) (Rh-106)	Faeces (24-hour sample) (Rh-106)	Alimentary Tract* (Rh-106)	Lungs* (Rh-106)	Skeleton* (Rh-106)	Liver* (Rh-106)
53	4.7E-2	3.0E-4	7.8E-5	8.1E-4	3.5E-4	8.3E-3	3.6E-3
54	4.6E-2	2.9E-4	7.5E-5	7.9E-4	3.5E-4	8.2E-3	3.5E-3
55	4.6E-2	2.8E-4	7.2E-5	7.8E-4	3.4E-4	8.2E-3	3.5E-3
56	4.5E-2	2.7E-4	6.9E-5	7.7E-4	3.4E-4	8.1E-3	3.4E-3
57	4.5E-2	2.6E-4	6.7E-5	7.6E-4	3.3E-4	8.1E-3	3.4E-3
58	4.5E-2	2.5E-4	6.4E-5	7.5E-4	3.3E-4	8.0E-3	3.3E-3
59	4.4E-2	2.4E-4	6.2E-5	7.4E-4	3.2E-4	8.0E-3	3.3E-3
60	4.4E-2	2.3E-4	6.0E-5	7.3E-4	3.2E-4	8.0E-3	3.2E-3
61	4.4E-2	2.2E-4	5.7E-5	7.3E-4	3.1E-4	7.9E-3	3.2E-3
62	4.3E-2	2.2E-4	5.5E-5	7.2E-4	3.1E-4	7.9E-3	3.2E-3
63	4.3E-2	2.1E-4	5.4E-5	7.1E-4	3.1E-4	7.9E-3	3.1E-3
64	4.3E-2	2.0E-4	5.2E-5	7.0E-4	3.0E-4	7.8E-3	3.1E-3
65	4.2E-2	2.0E-4	5.0E-5	6.9E-4	3.0E-4	7.8E-3	3.0E-3
66	4.2E-2	1.9E-4	4.8E-5	6.8E-4	3.0E-4	7.8E-3	3.0E-3
67	4.2E-2	1.8E-4	4.7E-5	6.8E-4	2.9E-4	7.7E-3	3.0E-3
68	4.1E-2	1.8E-4	4.5E-5	6.7E-4	2.9E-4	7.7E-3	2.9E-3
69	4.1E-2	1.7E-4	4.4E-5	6.6E-4	2.9E-4	7.7E-3	2.9E-3
70	4.1E-2	1.7E-4	4.2E-5	6.6E-4	2.8E-4	7.6E-3	2.9E-3
71	4.0E-2	1.6E-4	4.1E-5	6.5E-4	2.8E-4	7.6E-3	2.8E-3
72	4.0E-2	1.6E-4	4.0E-5	6.4E-4	2.8E-4	7.6E-3	2.8E-3
73	4.0E-2	1.5E-4	3.9E-5	6.4E-4	2.8E-4	7.6E-3	2.8E-3
74	4.0E-2	1.5E-4	3.8E-5	6.3E-4	2.7E-4	7.5E-3	2.8E-3
75	3.9E-2	1.5E-4	3.7E-5	6.3E-4	2.7E-4	7.5E-3	2.7E-3
76	3.9E-2	1.4E-4	3.5E-5	6.2E-4	2.7E-4	7.5E-3	2.7E-3
77	3.9E-2	1.4E-4	3.4E-5	6.2E-4	2.7E-4	7.5E-3	2.7E-3
78	3.9E-2	1.3E-4	3.4E-5	6.1E-4	2.6E-4	7.4E-3	2.7E-3
79	3.8E-2	1.3E-4	3.3E-5	6.0E-4	2.6E-4	7.4E-3	2.6E-3
80	3.8E-2	1.3E-4	3.2E-5	6.0E-4	2.6E-4	7.4E-3	2.6E-3
81	3.8E-2	1.2E-4	3.1E-5	5.9E-4	2.6E-4	7.4E-3	2.6E-3
82	3.8E-2	1.2E-4	3.0E-5	5.9E-4	2.6E-4	7.4E-3	2.6E-3
83	3.8E-2	1.2E-4	2.9E-5	5.9E-4	2.5E-4	7.3E-3	2.5E-3
84	3.7E-2	1.2E-4	2.9E-5	5.8E-4	2.5E-4	7.3E-3	2.5E-3
85	3.7E-2	1.1E-4	2.8E-5	5.8E-4	2.5E-4	7.3E-3	2.5E-3
86	3.7E-2	1.1E-4	2.7E-5	5.7E-4	2.5E-4	7.3E-3	2.5E-3
87	3.7E-2	1.1E-4	2.7E-5	5.7E-4	2.5E-4	7.3E-3	2.5E-3
88	3.6E-2	1.0E-4	2.6E-5	5.6E-4	2.4E-4	7.2E-3	2.4E-3
89	3.6E-2	1.0E-4	2.5E-5	5.6E-4	2.4E-4	7.2E-3	2.4E-3
90	3.6E-2	1.0E-4	2.5E-5	5.6E-4	2.4E-4	7.2E-3	2.4E-3
91	3.6E-2	9.8E-5	2.4E-5	5.5E-4	2.4E-4	7.2E-3	2.4E-3
92	3.6E-2	9.6E-5	2.4E-5	5.5E-4	2.4E-4	7.2E-3	2.4E-3
93	3.6E-2	9.4E-5	2.3E-5	5.4E-4	2.4E-4	7.1E-3	2.4E-3
94	3.5E-2	9.2E-5	2.3E-5	5.4E-4	2.4E-4	7.1E-3	2.3E-3
95	3.5E-2	9.0E-5	2.2E-5	5.4E-4	2.3E-4	7.1E-3	2.3E-3
96	3.5E-2	8.8E-5	2.2E-5	5.3E-4	2.3E-4	7.1E-3	2.3E-3
97	3.5E-2	8.6E-5	2.1E-5	5.3E-4	2.3E-4	7.1E-3	2.3E-3
98	3.5E-2	8.4E-5	2.1E-5	5.3E-4	2.3E-4	7.1E-3	2.3E-3
99	3.4E-2	8.3E-5	2.0E-5	5.2E-4	2.3E-4	7.0E-3	2.3E-3
100	3.4E-2	8.1E-5	2.0E-5	5.2E-4	2.3E-4	7.0E-3	2.2E-3
110	3.3E-2	6.7E-5	1.6E-5	4.9E-4	2.1E-4	6.9E-3	2.1E-3
120	3.1E-2	5.7E-5	1.4E-5	4.6E-4	2.0E-4	6.7E-3	2.0E-3
130	3.0E-2	4.8E-5	1.2E-5	4.4E-4	1.9E-4	6.6E-3	1.9E-3
140	2.9E-2	4.2E-5	1.0E-5	4.2E-4	1.9E-4	6.5E-3	1.7E-3
150	2.8E-2	3.7E-5	8.7E-6	4.1E-4	1.8E-4	6.3E-3	1.6E-3
160	2.7E-2	3.2E-5	7.7E-6	3.9E-4	1.7E-4	6.2E-3	1.6E-3
170	2.6E-2	2.9E-5	6.9E-6	3.8E-4	1.6E-4	6.1E-3	1.5E-3
180	2.5E-2	2.6E-5	6.2E-6	3.6E-4	1.6E-4	5.9E-3	1.4E-3
190	2.5E-2	2.4E-5	5.6E-6	3.5E-4	1.5E-4	5.8E-3	1.3E-3
200	2.4E-2	2.2E-5	5.1E-6	3.4E-4	1.5E-4	5.7E-3	1.2E-3
210	2.3E-2	2.0E-5	4.7E-6	3.3E-4	1.4E-4	5.6E-3	1.2E-3
220	2.3E-2	1.9E-5	4.4E-6	3.2E-4	1.4E-4	5.5E-3	1.1E-3
230	2.2E-2	1.7E-5	4.1E-6	3.1E-4	1.4E-4	5.4E-3	1.1E-3
240	2.1E-2	1.6E-5	3.8E-6	3.0E-4	1.3E-4	5.2E-3	1.0E-3
250	2.1E-2	1.5E-5	3.6E-6	2.9E-4	1.3E-4	5.1E-3	9.5E-4
260	2.0E-2	1.5E-5	3.4E-6	2.8E-4	1.2E-4	5.0E-3	9.1E-4
270	2.0E-2	1.4E-5	3.2E-6	2.8E-4	1.2E-4	4.9E-3	8.6E-4
280	1.9E-2	1.3E-5	3.1E-6	2.7E-4	1.2E-4	4.8E-3	8.2E-4
290	1.9E-2	1.3E-5	2.9E-6	2.6E-4	1.1E-4	4.7E-3	7.7E-4
300	1.8E-2	1.2E-5	2.8E-6	2.5E-4	1.1E-4	4.6E-3	7.4E-4
310	1.8E-2	1.2E-5	2.7E-6	2.5E-4	1.1E-4	4.5E-3	7.0E-4
320	1.7E-2	1.1E-5	2.6E-6	2.4E-4	1.1E-4	4.4E-3	6.6E-4
330	1.7E-2	1.1E-5	2.5E-6	2.3E-4	1.0E-4	4.3E-3	6.3E-4
340	1.6E-2	1.0E-5	2.4E-6	2.3E-4	1.0E-4	4.3E-3	6.0E-4
350	1.6E-2	1.0E-5	2.3E-6	2.2E-4	9.8E-5	4.2E-3	5.7E-4
360	1.5E-2	9.6E-6	2.2E-6	2.2E-4	9.5E-5	4.1E-3	5.4E-4
365	1.5E-2	9.5E-6	2.2E-6	2.1E-4	9.4E-5	4.0E-3	5.3E-4
370	1.5E-2	9.3E-6	2.2E-6	2.1E-4	9.3E-5	4.0E-3	5.1E-4
380	1.5E-2	9.0E-6	2.1E-6	2.1E-4	9.0E-5	3.9E-3	4.9E-4
390	1.4E-2	8.7E-6	2.0E-6	2.0E-4	8.8E-5	3.8E-3	4.6E-4
400	1.4E-2	8.4E-6	1.9E-6	1.9E-4	8.6E-5	3.8E-3	4.4E-4
410	1.4E-2	8.2E-6	1.9E-6	1.9E-4	8.3E-5	3.7E-3	4.2E-4
420	1.3E-2	7.9E-6	1.8E-6	1.8E-4	8.1E-5	3.6E-3	4.0E-4
430	1.3E-2	7.7E-6	1.8E-6	1.8E-4	7.9E-5	3.5E-3	3.8E-4
440	1.3E-2	7.4E-6	1.7E-6	1.8E-4	7.7E-5	3.5E-3	3.6E-4
450	1.2E-2	7.2E-6	1.7E-6	1.7E-4	7.5E-5	3.4E-3	3.4E-4
460	1.2E-2	7.0E-6	1.6E-6	1.7E-4	7.3E-5	3.3E-3	3.3E-4
470	1.2E-2	6.8E-6	1.6E-6	1.6E-4	7.1E-5	3.2E-3	3.1E-4
480	1.1E-2	6.6E-6	1.5E-6	1.6E-4	6.9E-5	3.2E-3	3.0E-4
490	1.1E-2	6.4E-6	1.5E-6	1.5E-4	6.7E-5	3.1E-3	2.8E-4
500	1.1E-2	6.2E-6	1.4E-6	1.5E-4	6.6E-5	3.0E-3	2.7E-4
510	1.1E-2	6.0E-6	1.4E-6	1.5E-4	6.4E-5	3.0E-3	2.6E-4
520	1.0E-2	5.9E-6	1.4E-6	1.4E-4	6.2E-5	2.9E-3	2.4E-4
530	1.0E-2	5.7E-6	1.3E-6	1.4E-4	6.1E-5	2.9E-3	2.3E-4
540	9.7E-3	5.5E-6	1.3E-6	1.3E-4	5.9E-5	2.8E-3	2.2E-4
550	9.5E-3	5.4E-6	1.2E-6	1.3E-4	5.8E-5	2.7E-3	2.1E-4
560	9.2E-3	5.2E-6	1.2E-6	1.3E-4	5.6E-5	2.7E-3	2.0E-4
570	9.0E-3	5.1E-6	1.2E-6	1.2E-4	5.5E-5	2.6E-3	1.9E-4
580	8.8E-3	4.9E-6	1.1E-6	1.2E-4	5.3E-5	2.6E-3	1.8E-4
590	8.6E-3	4.8E-6	1.1E-6	1.2E-4	5.2E-5	2.5E-3	1.8E-4
600	8.3E-3	4.6E-6	1.1E-6	1.1E-4	5.0E-5	2.5E-3	1.7E-4
610	8.1E-3	4.5E-6	1.0E-6	1.1E-4	4.9E-5	2.4E-3	1.6E-4
620	7.9E-3	4.4E-6	1.0E-6	1.1E-4	4.8E-5	2.4E-3	1.5E-4
630	7.7E-3	4.3E-6	9.9E-7	1.1E-4	4.7E-5	2.3E-3	1.5E-4
640	7.5E-3	4.1E-6	9.6E-7	1.0E-4	4.5E-5	2.3E-3	1.4E-4
650	7.4E-3	4.0E-6	9.3E-7	1.0E-4	4.4E-5	2.2E-3	1.3E-4
660	7.2E-3	3.9E-6	9.1E-7	9.8E-5	4.3E-5	2.2E-3	1.3E-4
670	7.0E-3	3.8E-6	8.8E-7	9.5E-5	4.2E-5	2.1E-3	1.2E-4
680	6.8E-3	3.7E-6	8.6E-7	9.3E-5	4.1E-5	2.1E-3	1.2E-4
690	6.6E-3	3.6E-6	8.3E-7	9.0E-5	4.0E-5	2.0E-3	1.1E-4
700	6.5E-3	3.5E-6	8.1E-7	8.8E-5	3.9E-5	2.0E-3	1.1E-4
710	6.3E-3	3.4E-6	7.9E-7	8.6E-5	3.8E-5	2.0E-3	1.0E-4
720	6.2E-3	3.3E-6	7.7E-7	8.4E-5	3.7E-5	1.9E-3	9.7E-5
730	6.0E-3	3.2E-6	7.4E-7	8.1E-5	3.6E-5	1.9E-3	9.2E-5
740	5.9E-3	3.1E-6	7.2E-7	7.9E-5	3.5E-5	1.8E-3	8.8E-5
750	5.7E-3	3.1E-6	7.0E-7	7.7E-5	3.4E-5	1.8E-3	8.5E-5
760	5.6E-3	3.0E-6	6.9E-7	7.5E-5	3.3E-5	1.8E-3	8.1E-5
770	5.4E-3	2.9E-6	6.7E-7	7.3E-5	3.2E-5	1.7E-3	7.7E-5
780	5.3E-3	2.8E-6	6.5E-7	7.1E-5	3.1E-5	1.7E-3	7.4E-5
790	5.2E-3	2.7E-6	6.3E-7	6.9E-5	3.1E-5	1.7E-3	7.1E-5
800	5.0E-3	2.7E-6	6.1E-7	6.8E-5	3.0E-5	1.6E-3	6.8E-5
810	4.9E-3	2.6E-6	6.0E-7	6.6E-5	2.9E-5	1.6E-3	6.5E-5
820	4.8E-3	2.5E-6	5.8E-7	6.4E-5	2.8E-5	1.5E-3	6.3E-5
830	4.7E-3	2.5E-6	5.7E-7	6.2E-5	2.7E-5	1.5E-3	6.0E-5
840	4.6E-3	2.4E-6	5.5E-7	6.1E-5	2.7E-5	1.5E-3	5.7E-5
850	4.4E-3	2.3E-6	5.4E-7	5.9E-5	2.6E-5	1.5E-3	5.5E-5
860	4.3E-3	2.3E-6	5.2E-7	5.8E-5	2.5E-5	1.4E-3	5.3E-5
870	4.2E-3	2.2E-6	5.1E-7	5.6E-5	2.5E-5	1.4E-3	5.1E-5
880	4.1E-3	2.1E-6	4.9E-7	5.5E-5	2.4E-5	1.4E-3	4.9E-5
890	4.0E-3	2.1E-6	4.8E-7	5.3E-5	2.3E-5	1.3E-3	4.7E-5
900	3.9E-3	2.0E-6	4.7E-7	5.2E-5	2.3E-5	1.3E-3	4.5E-5
910	3.8E-3	2.0E-6	4.6E-7	5.1E-5	2.2E-5	1.3E-3	4.3E-5
920	3.7E-3	1.9E-6	4.4E-7	4.9E-5	2.2E-5	1.3E-3	4.1E-5
930	3.6E-3	1.9E-6	4.3E-7	4.8E-5	2.1E-5	1.2E-3	4.0E-5
940	3.6E-3	1.8E-6	4.2E-7	4.7E-5	2.1E-5	1.2E-3	3.8E-5
950	3.5E-3	1.8E-6	4.1E-7	4.5E-5	2.0E-5	1.2E-3	3.7E-5
960	3.4E-3	1.7E-6	4.0E-7	4.4E-5	1.9E-5	1.2E-3	3.5E-5
970	3.3E-3	1.7E-6	3.9E-7	4.3E-5	1.9E-5	1.1E-3	3.4E-5
980	3.2E-3	1.6E-6	3.8E-7	4.2E-5	1.8E-5	1.1E-3	3.3E-5
990	3.1E-3	1.6E-6	3.7E-7	4.1E-5	1.8E-5	1.1E-3	3.1E-5
1000	3.1E-3	1.6E-6	3.6E-7	4.0E-5	1.8E-5	1.1E-3	3.0E-5
1010	3.0E-3	1.5E-6	3.5E-7	3.9E-5	1.7E-5	1.0E-3	2.9E-5
1020	2.9E-3	1.5E-6	3.4E-7	3.8E-5	1.7E-5	1.0E-3	2.8E-5
1030	2.8E-3	1.4E-6	3.3E-7	3.7E-5	1.6E-5	9.9E-4	2.7E-5
1040	2.8E-3	1.4E-6	3.2E-7	3.6E-5	1.6E-5	9.7E-4	2.6E-5
1050	2.7E-3	1.4E-6	3.1E-7	3.5E-5	1.5E-5	9.5E-4	2.5E-5
1060	2.6E-3	1.3E-6	3.1E-7	3.4E-5	1.5E-5	9.3E-4	2.4E-5
1070	2.6E-3	1.3E-6	3.0E-7	3.3E-5	1.5E-5	9.1E-4	2.3E-5
1080	2.5E-3	1.3E-6	2.9E-7	3.2E-5	1.4E-5	8.9E-4	2.2E-5
1090	2.5E-3	1.2E-6	2.8E-7	3.1E-5	1.4E-5	8.7E-4	2.2E-5
1095	2.4E-3	1.2E-6	2.8E-7	3.1E-5	1.4E-5	8.7E-4	2.1E-5
1100	2.4E-3	1.2E-6	2.7E-7	3.1E-5	1.3E-5	8.6E-4	2.1E-5
1200	1.9E-3	9.2E-7	2.1E-7	2.3E-5	1.0E-5	6.9E-4	1.5E-5
1300	1.5E-3	7.1E-7	1.6E-7	1.8E-5	7.9E-6	5.6E-4	1.0E-5
1400	1.1E-3	5.4E-7	1.3E-7	1.4E-5	6.1E-6	4.5E-4	7.6E-6
1500	9.0E-4	4.2E-7	9.7E-8	1.1E-5	4.7E-6	3.7E-4	5.6E-6
1600	7.0E-4	3.3E-7	7.5E-8	8.2E-6	3.6E-6	3.0E-4	4.2E-6
1700	5.5E-4	2.5E-7	5.8E-8	6.3E-6	2.8E-6	2.4E-4	3.2E-6
1800	4.3E-4	1.9E-7	4.5E-8	4.8E-6	2.1E-6	1.9E-4	2.4E-6
1900	3.4E-4	1.5E-7	3.5E-8	3.7E-6	1.6E-6	1.6E-4	1.8E-6
2000	2.7E-4	1.2E-7	2.7E-8	2.8E-6	1.3E-6	1.3E-4	1.4E-6
2100	2.1E-4	9.1E-8	2.1E-8	2.2E-6	9.6E-7	1.0E-4	1.1E-6
2200	1.7E-4	7.0E-8	1.6E-8	1.7E-6	7.4E-7	8.3E-5	8.2E-7
2300	1.3E-4	5.5E-8	1.3E-8	1.3E-6	5.7E-7	6.7E-5	6.4E-7
2400	1.0E-4	4.2E-8	9.8E-9	1.0E-6	4.4E-7	5.4E-5	4.9E-7
2500	8.2E-5	3.3E-8	7.6E-9	7.7E-7	3.4E-7	4.4E-5	3.8E-7
2600	6.5E-5	2.6E-8	5.9E-9	5.9E-7	2.6E-7	3.6E-5	3.0E-7
2700	5.1E-5	2.0E-8	4.6E-9	4.5E-7	2.0E-7	2.9E-5	2.3E-7
2800	4.1E-5	1.6E-8	3.6E-9	3.5E-7	1.5E-7	2.3E-5	1.8E-7
2900	3.2E-5	1.2E-8	2.8E-9	2.7E-7	1.2E-7	1.9E-5	1.4E-7
3000	2.6E-5	9.4E-9	2.2E-9	2.1E-7	9.1E-8	1.5E-5	1.1E-7
3100	2.0E-5	7.3E-9	1.7E-9	1.6E-7	7.0E-8	1.2E-5	8.4E-8
3200	1.6E-5	5.7E-9	1.3E-9	1.2E-7	5.4E-8	1.0E-5	6.5E-8
3300	1.3E-5	4.5E-9	1.0E-9	9.5E-8	4.2E-8	8.2E-6	5.1E-8
3400	1.0E-5	3.5E-9	8.0E-10	7.3E-8	3.2E-8	6.6E-6	4.0E-8
3500	8.2E-6	2.7E-9	6.3E-10	5.6E-8	2.5E-8	5.4E-6	3.1E-8
3600	6.5E-6	2.1E-9	4.9E-10	4.3E-8	1.9E-8	4.4E-6	2.4E-8
3650	5.8E-6	1.9E-9	4.3E-10	3.8E-8	1.7E-8	3.9E-6	2.1E-8
4000	2.7E-6	8.0E-10	1.8E-10	1.5E-8	6.8E-9	1.9E-6	9.0E-9
5000	3.0E-7	-	-	1.2E-9	5.2E-10	2.4E-7	7.9E-10
6000	3.6E-8	-	-	-	-	3.2E-8	-
7000	4.6E-9	-	-	-	-	4.2E-9	-
8000	6.1E-10	-	-	-	-	5.7E-10	-
