Radionuclide	Tc-95m
Route of Intake	Injection
Material	Injection, fA=0.9
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Thyroid*	Skeleton*	Liver*
45	6.9E-3	7.5E-5	1.4E-4	3.5E-4	4.3E-6	6.8E-4	9.7E-4
46	6.6E-3	7.2E-5	1.3E-4	3.4E-4	4.1E-6	6.8E-4	9.3E-4
47	6.3E-3	6.9E-5	1.2E-4	3.2E-4	4.0E-6	6.7E-4	8.9E-4
48	6.1E-3	6.6E-5	1.2E-4	3.1E-4	3.8E-6	6.6E-4	8.5E-4
49	5.8E-3	6.3E-5	1.1E-4	3.0E-4	3.6E-6	6.5E-4	8.1E-4
50	5.6E-3	6.0E-5	1.1E-4	2.8E-4	3.5E-6	6.4E-4	7.8E-4
51	5.4E-3	5.7E-5	1.0E-4	2.7E-4	3.3E-6	6.3E-4	7.4E-4
52	5.2E-3	5.5E-5	1.0E-4	2.6E-4	3.2E-6	6.2E-4	7.1E-4
53	5.0E-3	5.2E-5	9.5E-5	2.5E-4	3.0E-6	6.1E-4	6.8E-4
54	4.8E-3	5.0E-5	9.1E-5	2.4E-4	2.9E-6	6.1E-4	6.5E-4
55	4.6E-3	4.8E-5	8.7E-5	2.3E-4	2.8E-6	6.0E-4	6.2E-4
56	4.4E-3	4.6E-5	8.4E-5	2.2E-4	2.6E-6	5.9E-4	6.0E-4
57	4.2E-3	4.4E-5	8.0E-5	2.1E-4	2.5E-6	5.8E-4	5.7E-4
58	4.0E-3	4.2E-5	7.6E-5	2.0E-4	2.4E-6	5.7E-4	5.4E-4
59	3.9E-3	4.0E-5	7.3E-5	1.9E-4	2.3E-6	5.7E-4	5.2E-4
60	3.7E-3	3.8E-5	7.0E-5	1.8E-4	2.2E-6	5.6E-4	5.0E-4
61	3.6E-3	3.7E-5	6.7E-5	1.7E-4	2.1E-6	5.5E-4	4.8E-4
62	3.4E-3	3.5E-5	6.4E-5	1.7E-4	2.0E-6	5.5E-4	4.6E-4
63	3.3E-3	3.4E-5	6.1E-5	1.6E-4	1.9E-6	5.4E-4	4.4E-4
64	3.2E-3	3.2E-5	5.8E-5	1.5E-4	1.9E-6	5.3E-4	4.2E-4
65	3.1E-3	3.1E-5	5.6E-5	1.4E-4	1.8E-6	5.2E-4	4.0E-4
66	2.9E-3	2.9E-5	5.3E-5	1.4E-4	1.7E-6	5.2E-4	3.8E-4
67	2.8E-3	2.8E-5	5.1E-5	1.3E-4	1.6E-6	5.1E-4	3.6E-4
68	2.7E-3	2.7E-5	4.9E-5	1.3E-4	1.6E-6	5.1E-4	3.5E-4
69	2.6E-3	2.6E-5	4.7E-5	1.2E-4	1.5E-6	5.0E-4	3.3E-4
70	2.5E-3	2.5E-5	4.5E-5	1.2E-4	1.4E-6	4.9E-4	3.2E-4
71	2.4E-3	2.3E-5	4.3E-5	1.1E-4	1.4E-6	4.9E-4	3.0E-4
72	2.3E-3	2.2E-5	4.1E-5	1.1E-4	1.3E-6	4.8E-4	2.9E-4
73	2.3E-3	2.1E-5	3.9E-5	1.0E-4	1.2E-6	4.7E-4	2.8E-4
74	2.2E-3	2.1E-5	3.7E-5	9.7E-5	1.2E-6	4.7E-4	2.7E-4
75	2.1E-3	2.0E-5	3.6E-5	9.3E-5	1.1E-6	4.6E-4	2.5E-4
76	2.0E-3	1.9E-5	3.4E-5	8.9E-5	1.1E-6	4.6E-4	2.4E-4
77	1.9E-3	1.8E-5	3.3E-5	8.5E-5	1.0E-6	4.5E-4	2.3E-4
78	1.9E-3	1.7E-5	3.1E-5	8.1E-5	9.9E-7	4.5E-4	2.2E-4
79	1.8E-3	1.6E-5	3.0E-5	7.8E-5	9.5E-7	4.4E-4	2.1E-4
80	1.7E-3	1.6E-5	2.9E-5	7.4E-5	9.1E-7	4.3E-4	2.0E-4
81	1.7E-3	1.5E-5	2.7E-5	7.1E-5	8.7E-7	4.3E-4	2.0E-4
82	1.6E-3	1.4E-5	2.6E-5	6.8E-5	8.3E-7	4.2E-4	1.9E-4
83	1.6E-3	1.4E-5	2.5E-5	6.5E-5	8.0E-7	4.2E-4	1.8E-4
84	1.5E-3	1.3E-5	2.4E-5	6.2E-5	7.6E-7	4.1E-4	1.7E-4
85	1.4E-3	1.3E-5	2.3E-5	5.9E-5	7.3E-7	4.1E-4	1.6E-4
86	1.4E-3	1.2E-5	2.2E-5	5.7E-5	7.0E-7	4.0E-4	1.6E-4
87	1.4E-3	1.2E-5	2.1E-5	5.4E-5	6.7E-7	4.0E-4	1.5E-4
88	1.3E-3	1.1E-5	2.0E-5	5.2E-5	6.4E-7	3.9E-4	1.4E-4
89	1.3E-3	1.1E-5	1.9E-5	5.0E-5	6.1E-7	3.9E-4	1.4E-4
90	1.2E-3	1.0E-5	1.8E-5	4.8E-5	5.8E-7	3.8E-4	1.3E-4
91	1.2E-3	9.6E-6	1.8E-5	4.6E-5	5.6E-7	3.8E-4	1.2E-4
92	1.1E-3	9.2E-6	1.7E-5	4.4E-5	5.3E-7	3.8E-4	1.2E-4
93	1.1E-3	8.8E-6	1.6E-5	4.2E-5	5.1E-7	3.7E-4	1.1E-4
94	1.1E-3	8.4E-6	1.5E-5	4.0E-5	4.9E-7	3.7E-4	1.1E-4
95	1.0E-3	8.1E-6	1.5E-5	3.8E-5	4.7E-7	3.6E-4	1.0E-4
96	9.9E-4	7.7E-6	1.4E-5	3.6E-5	4.5E-7	3.6E-4	1.0E-4
97	9.6E-4	7.4E-6	1.3E-5	3.5E-5	4.3E-7	3.5E-4	9.6E-5
98	9.3E-4	7.1E-6	1.3E-5	3.3E-5	4.1E-7	3.5E-4	9.1E-5
99	9.0E-4	6.8E-6	1.2E-5	3.2E-5	3.9E-7	3.4E-4	8.7E-5
100	8.7E-4	6.5E-6	1.2E-5	3.1E-5	3.7E-7	3.4E-4	8.4E-5
110	6.4E-4	4.1E-6	7.6E-6	2.0E-5	2.4E-7	3.0E-4	5.4E-5
120	4.9E-4	2.7E-6	4.8E-6	1.3E-5	1.5E-7	2.7E-4	3.4E-5
130	3.8E-4	1.7E-6	3.1E-6	8.1E-6	9.9E-8	2.4E-4	2.2E-5
140	3.0E-4	1.1E-6	2.0E-6	5.2E-6	6.4E-8	2.1E-4	1.4E-5
150	2.5E-4	7.1E-7	1.3E-6	3.3E-6	4.1E-8	1.9E-4	9.0E-6
160	2.0E-4	4.6E-7	8.4E-7	2.2E-6	2.7E-8	1.7E-4	5.8E-6
170	1.7E-4	3.0E-7	5.4E-7	1.4E-6	1.7E-8	1.5E-4	3.7E-6
180	1.5E-4	1.9E-7	3.5E-7	9.1E-7	1.1E-8	1.3E-4	2.4E-6
190	1.3E-4	1.3E-7	2.3E-7	6.0E-7	7.4E-9	1.2E-4	1.5E-6
200	1.1E-4	8.5E-8	1.5E-7	3.9E-7	4.9E-9	1.1E-4	9.7E-7
210	9.8E-5	5.7E-8	1.0E-7	2.6E-7	3.3E-9	9.4E-5	6.3E-7
220	8.6E-5	3.9E-8	7.0E-8	1.8E-7	2.3E-9	8.3E-5	4.0E-7
230	7.6E-5	2.7E-8	4.8E-8	1.2E-7	1.6E-9	7.4E-5	2.6E-7
240	6.7E-5	1.9E-8	3.4E-8	8.5E-8	1.1E-9	6.6E-5	1.7E-7
250	5.9E-5	1.4E-8	2.5E-8	6.1E-8	8.1E-10	5.9E-5	1.1E-7
260	5.3E-5	1.0E-8	1.8E-8	4.5E-8	6.1E-10	5.2E-5	7.1E-8
270	4.7E-5	8.0E-9	1.4E-8	3.4E-8	4.6E-10	4.7E-5	4.6E-8
280	4.2E-5	6.3E-9	1.1E-8	2.6E-8	3.7E-10	4.1E-5	3.1E-8
290	3.7E-5	5.1E-9	8.9E-9	2.1E-8	3.0E-10	3.7E-5	2.0E-8
300	3.3E-5	4.2E-9	7.3E-9	1.7E-8	2.4E-10	3.3E-5	1.4E-8
310	2.9E-5	3.5E-9	6.1E-9	1.4E-8	2.0E-10	2.9E-5	9.5E-9
320	2.6E-5	3.0E-9	5.1E-9	1.2E-8	1.7E-10	2.6E-5	6.7E-9
330	2.3E-5	2.6E-9	4.4E-9	1.0E-8	1.5E-10	2.3E-5	4.8E-9
340	2.1E-5	2.2E-9	3.8E-9	8.8E-9	1.3E-10	2.1E-5	3.6E-9
350	1.8E-5	1.9E-9	3.3E-9	7.5E-9	1.1E-10	1.8E-5	2.7E-9
360	1.6E-5	1.7E-9	2.9E-9	6.6E-9	-	1.6E-5	2.1E-9
365	1.5E-5	1.6E-9	2.7E-9	6.2E-9	-	1.5E-5	1.9E-9
370	1.5E-5	1.5E-9	2.6E-9	5.8E-9	-	1.5E-5	1.7E-9
380	1.3E-5	1.3E-9	2.3E-9	5.1E-9	-	1.3E-5	1.4E-9
390	1.2E-5	1.2E-9	2.0E-9	4.5E-9	-	1.2E-5	1.1E-9
400	1.0E-5	1.0E-9	1.8E-9	4.0E-9	-	1.0E-5	9.7E-10
410	9.1E-6	9.2E-10	1.6E-9	3.5E-9	-	9.1E-6	8.3E-10
420	8.1E-6	8.2E-10	1.4E-9	3.1E-9	-	8.1E-6	7.1E-10
430	7.2E-6	7.2E-10	1.2E-9	2.8E-9	-	7.2E-6	6.2E-10
440	6.4E-6	6.4E-10	1.1E-9	2.4E-9	-	6.4E-6	5.4E-10
450	5.7E-6	5.7E-10	9.7E-10	2.1E-9	-	5.7E-6	4.8E-10
460	5.1E-6	5.1E-10	8.7E-10	1.9E-9	-	5.1E-6	4.2E-10
470	4.5E-6	4.5E-10	7.7E-10	1.7E-9	-	4.5E-6	3.7E-10
480	4.0E-6	4.0E-10	6.8E-10	1.5E-9	-	4.0E-6	3.3E-10
490	3.6E-6	3.6E-10	6.1E-10	1.3E-9	-	3.6E-6	2.9E-10
500	3.2E-6	3.2E-10	5.4E-10	1.2E-9	-	3.2E-6	2.6E-10
510	2.9E-6	2.8E-10	4.8E-10	1.0E-9	-	2.9E-6	2.3E-10
520	2.5E-6	2.5E-10	4.3E-10	9.2E-10	-	2.5E-6	2.0E-10
530	2.3E-6	2.2E-10	3.8E-10	8.2E-10	-	2.3E-6	1.8E-10
540	2.0E-6	2.0E-10	3.4E-10	7.3E-10	-	2.0E-6	1.6E-10
550	1.8E-6	1.8E-10	3.0E-10	6.5E-10	-	1.8E-6	1.4E-10
560	1.6E-6	1.6E-10	2.7E-10	5.8E-10	-	1.6E-6	1.3E-10
570	1.4E-6	1.4E-10	2.4E-10	5.1E-10	-	1.4E-6	1.1E-10
580	1.3E-6	1.2E-10	2.1E-10	4.5E-10	-	1.3E-6	-
590	1.1E-6	1.1E-10	1.9E-10	1.2E-10	-	1.1E-6	-
600	1.0E-6	-	1.7E-10	-	-	1.0E-6	-
610	8.9E-7	-	1.5E-10	-	-	8.9E-7	-
620	7.9E-7	-	1.3E-10	-	-	7.9E-7	-
630	7.1E-7	-	1.2E-10	-	-	7.1E-7	-
640	6.3E-7	-	1.0E-10	-	-	6.3E-7	-
650	5.6E-7	-	-	-	-	5.6E-7	-
660	5.0E-7	-	-	-	-	5.0E-7	-
670	4.4E-7	-	-	-	-	4.4E-7	-
680	4.0E-7	-	-	-	-	4.0E-7	-
690	3.5E-7	-	-	-	-	3.5E-7	-
700	3.1E-7	-	-	-	-	3.1E-7	-
710	2.8E-7	-	-	-	-	2.8E-7	-
720	2.5E-7	-	-	-	-	2.5E-7	-
730	2.2E-7	-	-	-	-	2.2E-7	-
740	2.0E-7	-	-	-	-	2.0E-7	-
750	1.8E-7	-	-	-	-	1.8E-7	-
760	1.6E-7	-	-	-	-	1.6E-7	-
770	1.4E-7	-	-	-	-	1.4E-7	-
780	1.2E-7	-	-	-	-	1.2E-7	-
790	1.1E-7	-	-	-	-	1.1E-7	-
800	9.8E-8	-	-	-	-	9.8E-8	-
810	8.7E-8	-	-	-	-	8.7E-8	-
820	7.8E-8	-	-	-	-	7.8E-8	-
830	6.9E-8	-	-	-	-	6.9E-8	-
840	6.2E-8	-	-	-	-	6.2E-8	-
850	5.5E-8	-	-	-	-	5.5E-8	-
860	4.9E-8	-	-	-	-	4.9E-8	-
870	4.4E-8	-	-	-	-	4.3E-8	-
880	3.9E-8	-	-	-	-	3.9E-8	-
890	3.5E-8	-	-	-	-	3.4E-8	-
900	3.1E-8	-	-	-	-	3.1E-8	-
910	2.7E-8	-	-	-	-	2.7E-8	-
920	2.4E-8	-	-	-	-	2.4E-8	-
930	2.2E-8	-	-	-	-	2.2E-8	-
940	1.9E-8	-	-	-	-	1.9E-8	-
950	1.7E-8	-	-	-	-	1.7E-8	-
960	1.5E-8	-	-	-	-	1.5E-8	-
970	1.4E-8	-	-	-	-	1.4E-8	-
980	1.2E-8	-	-	-	-	1.2E-8	-
990	1.1E-8	-	-	-	-	1.1E-8	-
1000	9.6E-9	-	-	-	-	9.6E-9	-
1010	8.6E-9	-	-	-	-	8.6E-9	-
1020	7.6E-9	-	-	-	-	7.6E-9	-
1030	6.8E-9	-	-	-	-	6.8E-9	-
1040	6.0E-9	-	-	-	-	6.0E-9	-
1050	5.4E-9	-	-	-	-	5.4E-9	-
1060	4.8E-9	-	-	-	-	4.8E-9	-
1070	4.3E-9	-	-	-	-	4.3E-9	-
1080	3.8E-9	-	-	-	-	3.8E-9	-
1090	3.4E-9	-	-	-	-	3.4E-9	-
1095	3.2E-9	-	-	-	-	3.2E-9	-
1100	3.0E-9	-	-	-	-	3.0E-9	-
1200	9.4E-10	-	-	-	-	9.4E-10	-
1300	3.0E-10	-	-	-	-	3.0E-10	-
