Radionuclide	Cs-137
Route of Intake	Inhalation
Material	Aerosols Type F, Caesium chloride, nitrate, sulphate, fA=0.99
AMTD/AMAD, µm	20

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Ba-137m)	Urine (24-hour sample) (Ba-137m)	Faeces (24-hour sample) (Ba-137m)	Alimentary Tract* (Ba-137m)	Lungs* (Ba-137m)	Skeleton* (Ba-137m)	Liver* (Ba-137m)
44	3.4E-1	2.2E-3	3.2E-4	3.5E-2	2.0E-2	3.5E-2	2.2E-2
45	3.4E-1	2.2E-3	3.2E-4	3.5E-2	2.0E-2	3.5E-2	2.2E-2
46	3.4E-1	2.2E-3	3.1E-4	3.5E-2	2.0E-2	3.5E-2	2.1E-2
47	3.4E-1	2.1E-3	3.1E-4	3.5E-2	2.0E-2	3.4E-2	2.1E-2
48	3.3E-1	2.1E-3	3.1E-4	3.4E-2	1.9E-2	3.4E-2	2.1E-2
49	3.3E-1	2.1E-3	3.1E-4	3.4E-2	1.9E-2	3.4E-2	2.1E-2
50	3.3E-1	2.1E-3	3.0E-4	3.4E-2	1.9E-2	3.4E-2	2.1E-2
51	3.3E-1	2.1E-3	3.0E-4	3.4E-2	1.9E-2	3.3E-2	2.1E-2
52	3.2E-1	2.1E-3	3.0E-4	3.3E-2	1.9E-2	3.3E-2	2.0E-2
53	3.2E-1	2.0E-3	3.0E-4	3.3E-2	1.9E-2	3.3E-2	2.0E-2
54	3.2E-1	2.0E-3	3.0E-4	3.3E-2	1.9E-2	3.3E-2	2.0E-2
55	3.2E-1	2.0E-3	2.9E-4	3.3E-2	1.8E-2	3.2E-2	2.0E-2
56	3.1E-1	2.0E-3	2.9E-4	3.2E-2	1.8E-2	3.2E-2	2.0E-2
57	3.1E-1	2.0E-3	2.9E-4	3.2E-2	1.8E-2	3.2E-2	2.0E-2
58	3.1E-1	2.0E-3	2.9E-4	3.2E-2	1.8E-2	3.2E-2	2.0E-2
59	3.1E-1	2.0E-3	2.8E-4	3.2E-2	1.8E-2	3.1E-2	1.9E-2
60	3.0E-1	1.9E-3	2.8E-4	3.1E-2	1.8E-2	3.1E-2	1.9E-2
61	3.0E-1	1.9E-3	2.8E-4	3.1E-2	1.8E-2	3.1E-2	1.9E-2
62	3.0E-1	1.9E-3	2.8E-4	3.1E-2	1.8E-2	3.1E-2	1.9E-2
63	3.0E-1	1.9E-3	2.8E-4	3.1E-2	1.7E-2	3.1E-2	1.9E-2
64	3.0E-1	1.9E-3	2.7E-4	3.1E-2	1.7E-2	3.0E-2	1.9E-2
65	2.9E-1	1.9E-3	2.7E-4	3.0E-2	1.7E-2	3.0E-2	1.9E-2
66	2.9E-1	1.9E-3	2.7E-4	3.0E-2	1.7E-2	3.0E-2	1.8E-2
67	2.9E-1	1.8E-3	2.7E-4	3.0E-2	1.7E-2	3.0E-2	1.8E-2
68	2.9E-1	1.8E-3	2.7E-4	3.0E-2	1.7E-2	2.9E-2	1.8E-2
69	2.9E-1	1.8E-3	2.6E-4	2.9E-2	1.7E-2	2.9E-2	1.8E-2
70	2.8E-1	1.8E-3	2.6E-4	2.9E-2	1.7E-2	2.9E-2	1.8E-2
71	2.8E-1	1.8E-3	2.6E-4	2.9E-2	1.6E-2	2.9E-2	1.8E-2
72	2.8E-1	1.8E-3	2.6E-4	2.9E-2	1.6E-2	2.9E-2	1.8E-2
73	2.8E-1	1.8E-3	2.6E-4	2.9E-2	1.6E-2	2.8E-2	1.8E-2
74	2.8E-1	1.8E-3	2.5E-4	2.8E-2	1.6E-2	2.8E-2	1.7E-2
75	2.7E-1	1.7E-3	2.5E-4	2.8E-2	1.6E-2	2.8E-2	1.7E-2
76	2.7E-1	1.7E-3	2.5E-4	2.8E-2	1.6E-2	2.8E-2	1.7E-2
77	2.7E-1	1.7E-3	2.5E-4	2.8E-2	1.6E-2	2.8E-2	1.7E-2
78	2.7E-1	1.7E-3	2.5E-4	2.8E-2	1.6E-2	2.7E-2	1.7E-2
79	2.7E-1	1.7E-3	2.5E-4	2.7E-2	1.6E-2	2.7E-2	1.7E-2
80	2.6E-1	1.7E-3	2.4E-4	2.7E-2	1.5E-2	2.7E-2	1.7E-2
81	2.6E-1	1.7E-3	2.4E-4	2.7E-2	1.5E-2	2.7E-2	1.7E-2
82	2.6E-1	1.7E-3	2.4E-4	2.7E-2	1.5E-2	2.7E-2	1.6E-2
83	2.6E-1	1.6E-3	2.4E-4	2.7E-2	1.5E-2	2.6E-2	1.6E-2
84	2.6E-1	1.6E-3	2.4E-4	2.6E-2	1.5E-2	2.6E-2	1.6E-2
85	2.5E-1	1.6E-3	2.4E-4	2.6E-2	1.5E-2	2.6E-2	1.6E-2
86	2.5E-1	1.6E-3	2.3E-4	2.6E-2	1.5E-2	2.6E-2	1.6E-2
87	2.5E-1	1.6E-3	2.3E-4	2.6E-2	1.5E-2	2.6E-2	1.6E-2
88	2.5E-1	1.6E-3	2.3E-4	2.6E-2	1.5E-2	2.5E-2	1.6E-2
89	2.5E-1	1.6E-3	2.3E-4	2.5E-2	1.4E-2	2.5E-2	1.6E-2
90	2.4E-1	1.6E-3	2.3E-4	2.5E-2	1.4E-2	2.5E-2	1.5E-2
91	2.4E-1	1.5E-3	2.2E-4	2.5E-2	1.4E-2	2.5E-2	1.5E-2
92	2.4E-1	1.5E-3	2.2E-4	2.5E-2	1.4E-2	2.5E-2	1.5E-2
93	2.4E-1	1.5E-3	2.2E-4	2.5E-2	1.4E-2	2.4E-2	1.5E-2
94	2.4E-1	1.5E-3	2.2E-4	2.4E-2	1.4E-2	2.4E-2	1.5E-2
95	2.4E-1	1.5E-3	2.2E-4	2.4E-2	1.4E-2	2.4E-2	1.5E-2
96	2.3E-1	1.5E-3	2.2E-4	2.4E-2	1.4E-2	2.4E-2	1.5E-2
97	2.3E-1	1.5E-3	2.2E-4	2.4E-2	1.4E-2	2.4E-2	1.5E-2
98	2.3E-1	1.5E-3	2.1E-4	2.4E-2	1.3E-2	2.4E-2	1.5E-2
99	2.3E-1	1.5E-3	2.1E-4	2.4E-2	1.3E-2	2.3E-2	1.5E-2
100	2.3E-1	1.4E-3	2.1E-4	2.3E-2	1.3E-2	2.3E-2	1.4E-2
110	2.1E-1	1.3E-3	2.0E-4	2.2E-2	1.2E-2	2.2E-2	1.3E-2
120	2.0E-1	1.2E-3	1.8E-4	2.0E-2	1.1E-2	2.0E-2	1.2E-2
130	1.8E-1	1.2E-3	1.7E-4	1.9E-2	1.1E-2	1.9E-2	1.2E-2
140	1.7E-1	1.1E-3	1.6E-4	1.7E-2	9.9E-3	1.7E-2	1.1E-2
150	1.6E-1	1.0E-3	1.5E-4	1.6E-2	9.2E-3	1.6E-2	1.0E-2
160	1.5E-1	9.3E-4	1.4E-4	1.5E-2	8.6E-3	1.5E-2	9.3E-3
170	1.4E-1	8.6E-4	1.3E-4	1.4E-2	8.0E-3	1.4E-2	8.6E-3
180	1.3E-1	8.0E-4	1.2E-4	1.3E-2	7.4E-3	1.3E-2	8.0E-3
190	1.2E-1	7.5E-4	1.1E-4	1.2E-2	6.9E-3	1.2E-2	7.4E-3
200	1.1E-1	6.9E-4	1.0E-4	1.1E-2	6.4E-3	1.1E-2	6.9E-3
210	1.0E-1	6.4E-4	9.4E-5	1.0E-2	5.9E-3	1.0E-2	6.4E-3
220	9.4E-2	6.0E-4	8.7E-5	9.7E-3	5.5E-3	9.6E-3	6.0E-3
230	8.8E-2	5.6E-4	8.1E-5	9.0E-3	5.1E-3	9.0E-3	5.5E-3
240	8.1E-2	5.2E-4	7.5E-5	8.4E-3	4.8E-3	8.3E-3	5.2E-3
250	7.6E-2	4.8E-4	7.0E-5	7.8E-3	4.4E-3	7.7E-3	4.8E-3
260	7.0E-2	4.5E-4	6.5E-5	7.2E-3	4.1E-3	7.2E-3	4.4E-3
270	6.5E-2	4.1E-4	6.0E-5	6.7E-3	3.8E-3	6.7E-3	4.1E-3
280	6.1E-2	3.9E-4	5.6E-5	6.3E-3	3.5E-3	6.2E-3	3.8E-3
290	5.7E-2	3.6E-4	5.2E-5	5.8E-3	3.3E-3	5.8E-3	3.6E-3
300	5.3E-2	3.3E-4	4.8E-5	5.4E-3	3.1E-3	5.4E-3	3.3E-3
310	4.9E-2	3.1E-4	4.5E-5	5.0E-3	2.8E-3	5.0E-3	3.1E-3
320	4.5E-2	2.9E-4	4.2E-5	4.7E-3	2.6E-3	4.6E-3	2.9E-3
330	4.2E-2	2.7E-4	3.9E-5	4.3E-3	2.5E-3	4.3E-3	2.7E-3
340	3.9E-2	2.5E-4	3.6E-5	4.0E-3	2.3E-3	4.0E-3	2.5E-3
350	3.6E-2	2.3E-4	3.4E-5	3.7E-3	2.1E-3	3.7E-3	2.3E-3
360	3.4E-2	2.1E-4	3.1E-5	3.5E-3	2.0E-3	3.5E-3	2.1E-3
365	3.3E-2	2.1E-4	3.0E-5	3.4E-3	1.9E-3	3.3E-3	2.1E-3
370	3.2E-2	2.0E-4	2.9E-5	3.2E-3	1.8E-3	3.2E-3	2.0E-3
380	2.9E-2	1.8E-4	2.7E-5	3.0E-3	1.7E-3	3.0E-3	1.8E-3
390	2.7E-2	1.7E-4	2.5E-5	2.8E-3	1.6E-3	2.8E-3	1.7E-3
400	2.5E-2	1.6E-4	2.3E-5	2.6E-3	1.5E-3	2.6E-3	1.6E-3
410	2.4E-2	1.5E-4	2.2E-5	2.4E-3	1.4E-3	2.4E-3	1.5E-3
420	2.2E-2	1.4E-4	2.0E-5	2.2E-3	1.3E-3	2.2E-3	1.4E-3
430	2.0E-2	1.3E-4	1.9E-5	2.1E-3	1.2E-3	2.1E-3	1.3E-3
440	1.9E-2	1.2E-4	1.7E-5	1.9E-3	1.1E-3	1.9E-3	1.2E-3
450	1.8E-2	1.1E-4	1.6E-5	1.8E-3	1.0E-3	1.8E-3	1.1E-3
460	1.6E-2	1.0E-4	1.5E-5	1.7E-3	9.5E-4	1.7E-3	1.0E-3
470	1.5E-2	9.6E-5	1.4E-5	1.6E-3	8.9E-4	1.5E-3	9.6E-4
480	1.4E-2	8.9E-5	1.3E-5	1.5E-3	8.2E-4	1.4E-3	8.9E-4
490	1.3E-2	8.3E-5	1.2E-5	1.3E-3	7.7E-4	1.3E-3	8.3E-4
500	1.2E-2	7.7E-5	1.1E-5	1.3E-3	7.1E-4	1.2E-3	7.7E-4
510	1.1E-2	7.1E-5	1.0E-5	1.2E-3	6.6E-4	1.2E-3	7.2E-4
520	1.1E-2	6.6E-5	9.6E-6	1.1E-3	6.2E-4	1.1E-3	6.7E-4
530	9.9E-3	6.2E-5	9.0E-6	1.0E-3	5.7E-4	1.0E-3	6.2E-4
540	9.2E-3	5.7E-5	8.3E-6	9.4E-4	5.3E-4	9.3E-4	5.8E-4
550	8.6E-3	5.3E-5	7.7E-6	8.7E-4	5.0E-4	8.6E-4	5.4E-4
560	8.0E-3	4.9E-5	7.2E-6	8.1E-4	4.6E-4	8.0E-4	5.0E-4
570	7.4E-3	4.6E-5	6.7E-6	7.6E-4	4.3E-4	7.5E-4	4.6E-4
580	6.9E-3	4.3E-5	6.2E-6	7.0E-4	4.0E-4	7.0E-4	4.3E-4
590	6.5E-3	4.0E-5	5.8E-6	6.5E-4	3.7E-4	6.5E-4	4.0E-4
600	6.0E-3	3.7E-5	5.4E-6	6.1E-4	3.5E-4	6.0E-4	3.7E-4
610	5.6E-3	3.4E-5	5.0E-6	5.7E-4	3.2E-4	5.6E-4	3.5E-4
620	5.2E-3	3.2E-5	4.6E-6	5.3E-4	3.0E-4	5.2E-4	3.2E-4
630	4.9E-3	3.0E-5	4.3E-6	4.9E-4	2.8E-4	4.8E-4	3.0E-4
640	4.5E-3	2.8E-5	4.0E-6	4.6E-4	2.6E-4	4.5E-4	2.8E-4
650	4.2E-3	2.6E-5	3.7E-6	4.3E-4	2.4E-4	4.2E-4	2.6E-4
660	4.0E-3	2.4E-5	3.5E-6	4.0E-4	2.3E-4	3.9E-4	2.4E-4
670	3.7E-3	2.2E-5	3.2E-6	3.7E-4	2.1E-4	3.6E-4	2.3E-4
680	3.4E-3	2.1E-5	3.0E-6	3.4E-4	2.0E-4	3.4E-4	2.1E-4
690	3.2E-3	1.9E-5	2.8E-6	3.2E-4	1.8E-4	3.2E-4	2.0E-4
700	3.0E-3	1.8E-5	2.6E-6	3.0E-4	1.7E-4	2.9E-4	1.8E-4
710	2.8E-3	1.7E-5	2.4E-6	2.8E-4	1.6E-4	2.7E-4	1.7E-4
720	2.6E-3	1.5E-5	2.2E-6	2.6E-4	1.5E-4	2.5E-4	1.6E-4
730	2.4E-3	1.4E-5	2.1E-6	2.4E-4	1.4E-4	2.4E-4	1.5E-4
740	2.3E-3	1.3E-5	1.9E-6	2.3E-4	1.3E-4	2.2E-4	1.4E-4
750	2.1E-3	1.2E-5	1.8E-6	2.1E-4	1.2E-4	2.1E-4	1.3E-4
760	2.0E-3	1.2E-5	1.7E-6	2.0E-4	1.1E-4	1.9E-4	1.2E-4
770	1.9E-3	1.1E-5	1.6E-6	1.8E-4	1.0E-4	1.8E-4	1.1E-4
780	1.7E-3	1.0E-5	1.5E-6	1.7E-4	9.7E-5	1.7E-4	1.0E-4
790	1.6E-3	9.3E-6	1.4E-6	1.6E-4	9.1E-5	1.6E-4	9.7E-5
800	1.5E-3	8.7E-6	1.3E-6	1.5E-4	8.5E-5	1.5E-4	9.1E-5
810	1.4E-3	8.1E-6	1.2E-6	1.4E-4	7.9E-5	1.4E-4	8.5E-5
820	1.3E-3	7.5E-6	1.1E-6	1.3E-4	7.4E-5	1.3E-4	7.9E-5
830	1.3E-3	7.0E-6	1.0E-6	1.2E-4	6.9E-5	1.2E-4	7.4E-5
840	1.2E-3	6.5E-6	9.5E-7	1.1E-4	6.4E-5	1.1E-4	6.9E-5
850	1.1E-3	6.1E-6	8.8E-7	1.1E-4	6.0E-5	1.0E-4	6.4E-5
860	1.0E-3	5.7E-6	8.2E-7	9.9E-5	5.6E-5	9.6E-5	6.0E-5
870	9.8E-4	5.3E-6	7.7E-7	9.3E-5	5.3E-5	9.0E-5	5.6E-5
880	9.2E-4	4.9E-6	7.1E-7	8.7E-5	4.9E-5	8.4E-5	5.3E-5
890	8.7E-4	4.6E-6	6.6E-7	8.1E-5	4.6E-5	7.9E-5	4.9E-5
900	8.1E-4	4.3E-6	6.2E-7	7.6E-5	4.3E-5	7.4E-5	4.6E-5
910	7.7E-4	4.0E-6	5.8E-7	7.1E-5	4.1E-5	6.9E-5	4.3E-5
920	7.2E-4	3.7E-6	5.4E-7	6.7E-5	3.8E-5	6.4E-5	4.1E-5
930	6.8E-4	3.5E-6	5.0E-7	6.3E-5	3.6E-5	6.0E-5	3.8E-5
940	6.4E-4	3.2E-6	4.7E-7	5.9E-5	3.4E-5	5.7E-5	3.6E-5
950	6.1E-4	3.0E-6	4.4E-7	5.5E-5	3.2E-5	5.3E-5	3.3E-5
960	5.7E-4	2.8E-6	4.1E-7	5.2E-5	3.0E-5	5.0E-5	3.1E-5
970	5.4E-4	2.6E-6	3.8E-7	4.9E-5	2.8E-5	4.7E-5	2.9E-5
980	5.1E-4	2.4E-6	3.5E-7	4.6E-5	2.6E-5	4.4E-5	2.8E-5
990	4.9E-4	2.3E-6	3.3E-7	4.3E-5	2.5E-5	4.1E-5	2.6E-5
1000	4.6E-4	2.1E-6	3.1E-7	4.1E-5	2.3E-5	3.9E-5	2.4E-5
1010	4.4E-4	2.0E-6	2.9E-7	3.8E-5	2.2E-5	3.6E-5	2.3E-5
1020	4.1E-4	1.9E-6	2.7E-7	3.6E-5	2.1E-5	3.4E-5	2.2E-5
1030	3.9E-4	1.7E-6	2.5E-7	3.4E-5	1.9E-5	3.2E-5	2.0E-5
1040	3.7E-4	1.6E-6	2.4E-7	3.2E-5	1.8E-5	3.0E-5	1.9E-5
1050	3.6E-4	1.5E-6	2.2E-7	3.0E-5	1.7E-5	2.9E-5	1.8E-5
1060	3.4E-4	1.4E-6	2.1E-7	2.9E-5	1.6E-5	2.7E-5	1.7E-5
1070	3.2E-4	1.3E-6	1.9E-7	2.7E-5	1.6E-5	2.5E-5	1.6E-5
1080	3.1E-4	1.3E-6	1.8E-7	2.6E-5	1.5E-5	2.4E-5	1.5E-5
1090	2.9E-4	1.2E-6	1.7E-7	2.4E-5	1.4E-5	2.3E-5	1.5E-5
1095	2.9E-4	1.1E-6	1.6E-7	2.4E-5	1.4E-5	2.2E-5	1.4E-5
1100	2.8E-4	1.1E-6	1.6E-7	2.3E-5	1.3E-5	2.1E-5	1.4E-5
1200	1.9E-4	6.0E-7	8.6E-8	1.4E-5	8.2E-6	1.3E-5	8.3E-6
1300	1.3E-4	3.4E-7	4.9E-8	9.4E-6	5.5E-6	8.3E-6	5.5E-6
1400	1.0E-4	2.1E-7	3.0E-8	6.8E-6	4.0E-6	5.9E-6	3.9E-6
1500	8.3E-5	1.5E-7	2.1E-8	5.2E-6	3.1E-6	4.4E-6	3.0E-6
1600	6.9E-5	1.1E-7	1.5E-8	4.2E-6	2.5E-6	3.5E-6	2.4E-6
1700	5.8E-5	8.4E-8	1.2E-8	3.5E-6	2.1E-6	2.9E-6	2.0E-6
1800	4.9E-5	6.8E-8	9.4E-9	3.0E-6	1.7E-6	2.4E-6	1.7E-6
1900	4.2E-5	5.7E-8	7.8E-9	2.5E-6	1.5E-6	2.1E-6	1.4E-6
2000	3.6E-5	4.8E-8	6.6E-9	2.2E-6	1.3E-6	1.8E-6	1.2E-6
2100	3.1E-5	4.1E-8	5.6E-9	1.9E-6	1.1E-6	1.5E-6	1.0E-6
2200	2.7E-5	3.5E-8	4.8E-9	1.6E-6	9.4E-7	1.3E-6	9.0E-7
2300	2.3E-5	3.0E-8	4.2E-9	1.4E-6	8.1E-7	1.1E-6	7.8E-7
2400	2.0E-5	2.6E-8	3.6E-9	1.2E-6	7.0E-7	9.7E-7	6.7E-7
2500	1.7E-5	2.2E-8	3.1E-9	1.0E-6	6.0E-7	8.4E-7	5.8E-7
2600	1.5E-5	1.9E-8	2.7E-9	8.8E-7	5.2E-7	7.2E-7	5.0E-7
2700	1.3E-5	1.7E-8	2.3E-9	7.6E-7	4.5E-7	6.2E-7	4.3E-7
2800	1.1E-5	1.4E-8	2.0E-9	6.6E-7	3.9E-7	5.4E-7	3.7E-7
2900	9.6E-6	1.2E-8	1.7E-9	5.7E-7	3.4E-7	4.7E-7	3.2E-7
3000	8.3E-6	1.1E-8	1.5E-9	4.9E-7	2.9E-7	4.0E-7	2.8E-7
3100	7.2E-6	9.2E-9	1.3E-9	4.2E-7	2.5E-7	3.5E-7	2.4E-7
3200	6.2E-6	8.0E-9	1.1E-9	3.7E-7	2.2E-7	3.0E-7	2.1E-7
3300	5.4E-6	6.9E-9	9.5E-10	3.2E-7	1.9E-7	2.6E-7	1.8E-7
3400	4.6E-6	5.9E-9	8.2E-10	2.7E-7	1.6E-7	2.2E-7	1.5E-7
3500	4.0E-6	5.1E-9	7.1E-10	2.4E-7	1.4E-7	1.9E-7	1.3E-7
3600	3.4E-6	4.4E-9	6.1E-10	2.0E-7	1.2E-7	1.7E-7	1.1E-7
3650	3.2E-6	4.1E-9	5.7E-10	1.9E-7	1.1E-7	1.5E-7	1.1E-7
4000	1.9E-6	2.5E-9	3.4E-10	1.1E-7	6.6E-8	9.2E-8	6.4E-8
5000	4.4E-7	5.6E-10	-	2.6E-8	1.5E-8	2.1E-8	1.5E-8
6000	1.0E-7	1.3E-10	-	5.9E-9	3.5E-9	4.9E-9	3.4E-9
7000	2.3E-8	-	-	1.4E-9	8.0E-10	1.1E-9	7.7E-10
8000	5.3E-9	-	-	3.1E-10	1.8E-10	2.6E-10	1.8E-10
9000	1.2E-9	-	-	-	-	-	-
10000	2.8E-10	-	-	-	-	-	-
