Radionuclide	Cs-137
Route of Intake	Inhalation
Material	Aerosols Type F, Caesium chloride, nitrate, sulphate, fA=0.99
AMTD/AMAD, µm	0.3

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Ba-137m)	Urine (24-hour sample) (Ba-137m)	Faeces (24-hour sample) (Ba-137m)	Alimentary Tract* (Ba-137m)	Lungs* (Ba-137m)	Skeleton* (Ba-137m)	Liver* (Ba-137m)
19	2.1E-1	1.3E-3	2.0E-4	2.1E-2	1.2E-2	2.2E-2	1.3E-2
20	2.1E-1	1.3E-3	1.9E-4	2.1E-2	1.2E-2	2.1E-2	1.3E-2
21	2.0E-1	1.3E-3	1.9E-4	2.1E-2	1.2E-2	2.1E-2	1.3E-2
22	2.0E-1	1.3E-3	1.9E-4	2.1E-2	1.2E-2	2.1E-2	1.3E-2
23	2.0E-1	1.3E-3	1.9E-4	2.1E-2	1.2E-2	2.1E-2	1.3E-2
24	2.0E-1	1.3E-3	1.9E-4	2.1E-2	1.2E-2	2.1E-2	1.3E-2
25	2.0E-1	1.3E-3	1.9E-4	2.0E-2	1.2E-2	2.0E-2	1.3E-2
26	2.0E-1	1.3E-3	1.8E-4	2.0E-2	1.2E-2	2.0E-2	1.3E-2
27	2.0E-1	1.3E-3	1.8E-4	2.0E-2	1.1E-2	2.0E-2	1.2E-2
28	1.9E-1	1.2E-3	1.8E-4	2.0E-2	1.1E-2	2.0E-2	1.2E-2
29	1.9E-1	1.2E-3	1.8E-4	2.0E-2	1.1E-2	2.0E-2	1.2E-2
30	1.9E-1	1.2E-3	1.8E-4	2.0E-2	1.1E-2	2.0E-2	1.2E-2
31	1.9E-1	1.2E-3	1.8E-4	2.0E-2	1.1E-2	2.0E-2	1.2E-2
32	1.9E-1	1.2E-3	1.8E-4	1.9E-2	1.1E-2	1.9E-2	1.2E-2
33	1.9E-1	1.2E-3	1.7E-4	1.9E-2	1.1E-2	1.9E-2	1.2E-2
34	1.9E-1	1.2E-3	1.7E-4	1.9E-2	1.1E-2	1.9E-2	1.2E-2
35	1.8E-1	1.2E-3	1.7E-4	1.9E-2	1.1E-2	1.9E-2	1.2E-2
36	1.8E-1	1.2E-3	1.7E-4	1.9E-2	1.1E-2	1.9E-2	1.2E-2
37	1.8E-1	1.2E-3	1.7E-4	1.9E-2	1.1E-2	1.9E-2	1.2E-2
38	1.8E-1	1.2E-3	1.7E-4	1.9E-2	1.1E-2	1.9E-2	1.1E-2
39	1.8E-1	1.1E-3	1.7E-4	1.9E-2	1.0E-2	1.8E-2	1.1E-2
40	1.8E-1	1.1E-3	1.7E-4	1.8E-2	1.0E-2	1.8E-2	1.1E-2
41	1.8E-1	1.1E-3	1.6E-4	1.8E-2	1.0E-2	1.8E-2	1.1E-2
42	1.8E-1	1.1E-3	1.6E-4	1.8E-2	1.0E-2	1.8E-2	1.1E-2
43	1.7E-1	1.1E-3	1.6E-4	1.8E-2	1.0E-2	1.8E-2	1.1E-2
44	1.7E-1	1.1E-3	1.6E-4	1.8E-2	1.0E-2	1.8E-2	1.1E-2
45	1.7E-1	1.1E-3	1.6E-4	1.8E-2	1.0E-2	1.8E-2	1.1E-2
46	1.7E-1	1.1E-3	1.6E-4	1.8E-2	1.0E-2	1.7E-2	1.1E-2
47	1.7E-1	1.1E-3	1.6E-4	1.7E-2	9.9E-3	1.7E-2	1.1E-2
48	1.7E-1	1.1E-3	1.6E-4	1.7E-2	9.8E-3	1.7E-2	1.1E-2
49	1.7E-1	1.1E-3	1.5E-4	1.7E-2	9.8E-3	1.7E-2	1.1E-2
50	1.7E-1	1.1E-3	1.5E-4	1.7E-2	9.7E-3	1.7E-2	1.0E-2
51	1.6E-1	1.0E-3	1.5E-4	1.7E-2	9.6E-3	1.7E-2	1.0E-2
52	1.6E-1	1.0E-3	1.5E-4	1.7E-2	9.5E-3	1.7E-2	1.0E-2
53	1.6E-1	1.0E-3	1.5E-4	1.7E-2	9.5E-3	1.7E-2	1.0E-2
54	1.6E-1	1.0E-3	1.5E-4	1.7E-2	9.4E-3	1.6E-2	1.0E-2
55	1.6E-1	1.0E-3	1.5E-4	1.6E-2	9.3E-3	1.6E-2	1.0E-2
56	1.6E-1	1.0E-3	1.5E-4	1.6E-2	9.3E-3	1.6E-2	1.0E-2
57	1.6E-1	1.0E-3	1.5E-4	1.6E-2	9.2E-3	1.6E-2	1.0E-2
58	1.6E-1	9.9E-4	1.4E-4	1.6E-2	9.1E-3	1.6E-2	9.9E-3
59	1.5E-1	9.9E-4	1.4E-4	1.6E-2	9.1E-3	1.6E-2	9.8E-3
60	1.5E-1	9.8E-4	1.4E-4	1.6E-2	9.0E-3	1.6E-2	9.7E-3
61	1.5E-1	9.7E-4	1.4E-4	1.6E-2	8.9E-3	1.6E-2	9.7E-3
62	1.5E-1	9.6E-4	1.4E-4	1.6E-2	8.9E-3	1.6E-2	9.6E-3
63	1.5E-1	9.6E-4	1.4E-4	1.6E-2	8.8E-3	1.5E-2	9.5E-3
64	1.5E-1	9.5E-4	1.4E-4	1.5E-2	8.7E-3	1.5E-2	9.5E-3
65	1.5E-1	9.4E-4	1.4E-4	1.5E-2	8.7E-3	1.5E-2	9.4E-3
66	1.5E-1	9.4E-4	1.4E-4	1.5E-2	8.6E-3	1.5E-2	9.3E-3
67	1.5E-1	9.3E-4	1.4E-4	1.5E-2	8.5E-3	1.5E-2	9.3E-3
68	1.4E-1	9.2E-4	1.3E-4	1.5E-2	8.5E-3	1.5E-2	9.2E-3
69	1.4E-1	9.2E-4	1.3E-4	1.5E-2	8.4E-3	1.5E-2	9.1E-3
70	1.4E-1	9.1E-4	1.3E-4	1.5E-2	8.4E-3	1.5E-2	9.1E-3
71	1.4E-1	9.0E-4	1.3E-4	1.5E-2	8.3E-3	1.5E-2	9.0E-3
72	1.4E-1	9.0E-4	1.3E-4	1.5E-2	8.2E-3	1.4E-2	8.9E-3
73	1.4E-1	8.9E-4	1.3E-4	1.4E-2	8.2E-3	1.4E-2	8.9E-3
74	1.4E-1	8.8E-4	1.3E-4	1.4E-2	8.1E-3	1.4E-2	8.8E-3
75	1.4E-1	8.8E-4	1.3E-4	1.4E-2	8.1E-3	1.4E-2	8.7E-3
76	1.4E-1	8.7E-4	1.3E-4	1.4E-2	8.0E-3	1.4E-2	8.7E-3
77	1.4E-1	8.6E-4	1.3E-4	1.4E-2	7.9E-3	1.4E-2	8.6E-3
78	1.3E-1	8.6E-4	1.2E-4	1.4E-2	7.9E-3	1.4E-2	8.5E-3
79	1.3E-1	8.5E-4	1.2E-4	1.4E-2	7.8E-3	1.4E-2	8.5E-3
80	1.3E-1	8.5E-4	1.2E-4	1.4E-2	7.8E-3	1.4E-2	8.4E-3
81	1.3E-1	8.4E-4	1.2E-4	1.4E-2	7.7E-3	1.3E-2	8.4E-3
82	1.3E-1	8.3E-4	1.2E-4	1.3E-2	7.7E-3	1.3E-2	8.3E-3
83	1.3E-1	8.3E-4	1.2E-4	1.3E-2	7.6E-3	1.3E-2	8.2E-3
84	1.3E-1	8.2E-4	1.2E-4	1.3E-2	7.5E-3	1.3E-2	8.2E-3
85	1.3E-1	8.1E-4	1.2E-4	1.3E-2	7.5E-3	1.3E-2	8.1E-3
86	1.3E-1	8.1E-4	1.2E-4	1.3E-2	7.4E-3	1.3E-2	8.0E-3
87	1.3E-1	8.0E-4	1.2E-4	1.3E-2	7.4E-3	1.3E-2	8.0E-3
88	1.3E-1	8.0E-4	1.2E-4	1.3E-2	7.3E-3	1.3E-2	7.9E-3
89	1.2E-1	7.9E-4	1.2E-4	1.3E-2	7.3E-3	1.3E-2	7.9E-3
90	1.2E-1	7.9E-4	1.1E-4	1.3E-2	7.2E-3	1.3E-2	7.8E-3
91	1.2E-1	7.8E-4	1.1E-4	1.3E-2	7.2E-3	1.3E-2	7.8E-3
92	1.2E-1	7.7E-4	1.1E-4	1.3E-2	7.1E-3	1.2E-2	7.7E-3
93	1.2E-1	7.7E-4	1.1E-4	1.2E-2	7.1E-3	1.2E-2	7.6E-3
94	1.2E-1	7.6E-4	1.1E-4	1.2E-2	7.0E-3	1.2E-2	7.6E-3
95	1.2E-1	7.6E-4	1.1E-4	1.2E-2	7.0E-3	1.2E-2	7.5E-3
96	1.2E-1	7.5E-4	1.1E-4	1.2E-2	6.9E-3	1.2E-2	7.5E-3
97	1.2E-1	7.5E-4	1.1E-4	1.2E-2	6.9E-3	1.2E-2	7.4E-3
98	1.2E-1	7.4E-4	1.1E-4	1.2E-2	6.8E-3	1.2E-2	7.4E-3
99	1.2E-1	7.3E-4	1.1E-4	1.2E-2	6.8E-3	1.2E-2	7.3E-3
100	1.1E-1	7.3E-4	1.1E-4	1.2E-2	6.7E-3	1.2E-2	7.3E-3
110	1.1E-1	6.8E-4	9.9E-5	1.1E-2	6.2E-3	1.1E-2	6.7E-3
120	9.9E-2	6.3E-4	9.2E-5	1.0E-2	5.8E-3	1.0E-2	6.3E-3
130	9.2E-2	5.9E-4	8.5E-5	9.5E-3	5.4E-3	9.4E-3	5.8E-3
140	8.5E-2	5.4E-4	7.9E-5	8.8E-3	5.0E-3	8.7E-3	5.4E-3
150	7.9E-2	5.1E-4	7.4E-5	8.2E-3	4.6E-3	8.1E-3	5.0E-3
160	7.4E-2	4.7E-4	6.8E-5	7.6E-3	4.3E-3	7.6E-3	4.7E-3
170	6.9E-2	4.4E-4	6.3E-5	7.1E-3	4.0E-3	7.0E-3	4.3E-3
180	6.4E-2	4.1E-4	5.9E-5	6.6E-3	3.7E-3	6.5E-3	4.0E-3
190	5.9E-2	3.8E-4	5.5E-5	6.1E-3	3.5E-3	6.1E-3	3.8E-3
200	5.5E-2	3.5E-4	5.1E-5	5.7E-3	3.2E-3	5.6E-3	3.5E-3
210	5.1E-2	3.3E-4	4.7E-5	5.3E-3	3.0E-3	5.2E-3	3.2E-3
220	4.8E-2	3.0E-4	4.4E-5	4.9E-3	2.8E-3	4.9E-3	3.0E-3
230	4.4E-2	2.8E-4	4.1E-5	4.6E-3	2.6E-3	4.5E-3	2.8E-3
240	4.1E-2	2.6E-4	3.8E-5	4.2E-3	2.4E-3	4.2E-3	2.6E-3
250	3.8E-2	2.4E-4	3.5E-5	3.9E-3	2.2E-3	3.9E-3	2.4E-3
260	3.5E-2	2.3E-4	3.3E-5	3.7E-3	2.1E-3	3.6E-3	2.2E-3
270	3.3E-2	2.1E-4	3.0E-5	3.4E-3	1.9E-3	3.4E-3	2.1E-3
280	3.1E-2	1.9E-4	2.8E-5	3.2E-3	1.8E-3	3.1E-3	1.9E-3
290	2.9E-2	1.8E-4	2.6E-5	2.9E-3	1.7E-3	2.9E-3	1.8E-3
300	2.6E-2	1.7E-4	2.4E-5	2.7E-3	1.5E-3	2.7E-3	1.7E-3
310	2.5E-2	1.6E-4	2.3E-5	2.5E-3	1.4E-3	2.5E-3	1.6E-3
320	2.3E-2	1.4E-4	2.1E-5	2.4E-3	1.3E-3	2.3E-3	1.4E-3
330	2.1E-2	1.3E-4	2.0E-5	2.2E-3	1.2E-3	2.2E-3	1.3E-3
340	2.0E-2	1.3E-4	1.8E-5	2.0E-3	1.2E-3	2.0E-3	1.2E-3
350	1.8E-2	1.2E-4	1.7E-5	1.9E-3	1.1E-3	1.9E-3	1.2E-3
360	1.7E-2	1.1E-4	1.6E-5	1.8E-3	1.0E-3	1.7E-3	1.1E-3
365	1.6E-2	1.0E-4	1.5E-5	1.7E-3	9.6E-4	1.7E-3	1.0E-3
370	1.6E-2	1.0E-4	1.5E-5	1.6E-3	9.3E-4	1.6E-3	1.0E-3
380	1.5E-2	9.3E-5	1.4E-5	1.5E-3	8.6E-4	1.5E-3	9.3E-4
390	1.4E-2	8.7E-5	1.3E-5	1.4E-3	8.0E-4	1.4E-3	8.7E-4
400	1.3E-2	8.1E-5	1.2E-5	1.3E-3	7.4E-4	1.3E-3	8.1E-4
410	1.2E-2	7.5E-5	1.1E-5	1.2E-3	6.9E-4	1.2E-3	7.5E-4
420	1.1E-2	7.0E-5	1.0E-5	1.1E-3	6.4E-4	1.1E-3	7.0E-4
430	1.0E-2	6.5E-5	9.4E-6	1.1E-3	6.0E-4	1.0E-3	6.5E-4
440	9.6E-3	6.0E-5	8.7E-6	9.8E-4	5.6E-4	9.7E-4	6.0E-4
450	8.9E-3	5.6E-5	8.1E-6	9.1E-4	5.2E-4	9.0E-4	5.6E-4
460	8.3E-3	5.2E-5	7.6E-6	8.5E-4	4.8E-4	8.4E-4	5.2E-4
470	7.7E-3	4.8E-5	7.0E-6	7.9E-4	4.5E-4	7.8E-4	4.8E-4
480	7.2E-3	4.5E-5	6.5E-6	7.3E-4	4.2E-4	7.3E-4	4.5E-4
490	6.7E-3	4.2E-5	6.1E-6	6.8E-4	3.9E-4	6.7E-4	4.2E-4
500	6.2E-3	3.9E-5	5.6E-6	6.3E-4	3.6E-4	6.3E-4	3.9E-4
510	5.8E-3	3.6E-5	5.2E-6	5.9E-4	3.3E-4	5.8E-4	3.6E-4
520	5.4E-3	3.3E-5	4.9E-6	5.5E-4	3.1E-4	5.4E-4	3.4E-4
530	5.0E-3	3.1E-5	4.5E-6	5.1E-4	2.9E-4	5.0E-4	3.1E-4
540	4.7E-3	2.9E-5	4.2E-6	4.7E-4	2.7E-4	4.7E-4	2.9E-4
550	4.3E-3	2.7E-5	3.9E-6	4.4E-4	2.5E-4	4.4E-4	2.7E-4
560	4.0E-3	2.5E-5	3.6E-6	4.1E-4	2.3E-4	4.1E-4	2.5E-4
570	3.8E-3	2.3E-5	3.4E-6	3.8E-4	2.2E-4	3.8E-4	2.3E-4
580	3.5E-3	2.2E-5	3.1E-6	3.5E-4	2.0E-4	3.5E-4	2.2E-4
590	3.3E-3	2.0E-5	2.9E-6	3.3E-4	1.9E-4	3.3E-4	2.0E-4
600	3.0E-3	1.9E-5	2.7E-6	3.1E-4	1.7E-4	3.0E-4	1.9E-4
610	2.8E-3	1.7E-5	2.5E-6	2.9E-4	1.6E-4	2.8E-4	1.8E-4
620	2.6E-3	1.6E-5	2.3E-6	2.7E-4	1.5E-4	2.6E-4	1.6E-4
630	2.5E-3	1.5E-5	2.2E-6	2.5E-4	1.4E-4	2.4E-4	1.5E-4
640	2.3E-3	1.4E-5	2.0E-6	2.3E-4	1.3E-4	2.3E-4	1.4E-4
650	2.1E-3	1.3E-5	1.9E-6	2.1E-4	1.2E-4	2.1E-4	1.3E-4
660	2.0E-3	1.2E-5	1.8E-6	2.0E-4	1.1E-4	2.0E-4	1.2E-4
670	1.9E-3	1.1E-5	1.6E-6	1.9E-4	1.1E-4	1.8E-4	1.1E-4
680	1.7E-3	1.0E-5	1.5E-6	1.7E-4	9.9E-5	1.7E-4	1.1E-4
690	1.6E-3	9.7E-6	1.4E-6	1.6E-4	9.2E-5	1.6E-4	9.9E-5
700	1.5E-3	9.0E-6	1.3E-6	1.5E-4	8.6E-5	1.5E-4	9.2E-5
710	1.4E-3	8.4E-6	1.2E-6	1.4E-4	8.0E-5	1.4E-4	8.6E-5
720	1.3E-3	7.8E-6	1.1E-6	1.3E-4	7.4E-5	1.3E-4	8.0E-5
730	1.2E-3	7.2E-6	1.1E-6	1.2E-4	6.9E-5	1.2E-4	7.5E-5
740	1.2E-3	6.7E-6	9.8E-7	1.1E-4	6.5E-5	1.1E-4	6.9E-5
750	1.1E-3	6.3E-6	9.1E-7	1.1E-4	6.0E-5	1.0E-4	6.5E-5
760	1.0E-3	5.8E-6	8.5E-7	9.9E-5	5.6E-5	9.7E-5	6.0E-5
770	9.4E-4	5.4E-6	7.9E-7	9.2E-5	5.2E-5	9.0E-5	5.6E-5
780	8.8E-4	5.1E-6	7.3E-7	8.6E-5	4.9E-5	8.4E-5	5.3E-5
790	8.2E-4	4.7E-6	6.8E-7	8.0E-5	4.6E-5	7.9E-5	4.9E-5
800	7.7E-4	4.4E-6	6.4E-7	7.5E-5	4.3E-5	7.3E-5	4.6E-5
810	7.2E-4	4.1E-6	5.9E-7	7.0E-5	4.0E-5	6.8E-5	4.3E-5
820	6.8E-4	3.8E-6	5.5E-7	6.5E-5	3.7E-5	6.4E-5	4.0E-5
830	6.4E-4	3.5E-6	5.1E-7	6.1E-5	3.5E-5	6.0E-5	3.7E-5
840	6.0E-4	3.3E-6	4.8E-7	5.7E-5	3.3E-5	5.6E-5	3.5E-5
850	5.6E-4	3.1E-6	4.4E-7	5.3E-5	3.0E-5	5.2E-5	3.3E-5
860	5.3E-4	2.9E-6	4.1E-7	5.0E-5	2.8E-5	4.9E-5	3.0E-5
870	4.9E-4	2.7E-6	3.9E-7	4.7E-5	2.7E-5	4.5E-5	2.8E-5
880	4.6E-4	2.5E-6	3.6E-7	4.4E-5	2.5E-5	4.2E-5	2.7E-5
890	4.4E-4	2.3E-6	3.4E-7	4.1E-5	2.3E-5	4.0E-5	2.5E-5
900	4.1E-4	2.2E-6	3.1E-7	3.8E-5	2.2E-5	3.7E-5	2.3E-5
910	3.9E-4	2.0E-6	2.9E-7	3.6E-5	2.1E-5	3.5E-5	2.2E-5
920	3.6E-4	1.9E-6	2.7E-7	3.4E-5	1.9E-5	3.3E-5	2.0E-5
930	3.4E-4	1.7E-6	2.5E-7	3.2E-5	1.8E-5	3.0E-5	1.9E-5
940	3.2E-4	1.6E-6	2.4E-7	3.0E-5	1.7E-5	2.9E-5	1.8E-5
950	3.1E-4	1.5E-6	2.2E-7	2.8E-5	1.6E-5	2.7E-5	1.7E-5
960	2.9E-4	1.4E-6	2.1E-7	2.6E-5	1.5E-5	2.5E-5	1.6E-5
970	2.7E-4	1.3E-6	1.9E-7	2.5E-5	1.4E-5	2.4E-5	1.5E-5
980	2.6E-4	1.2E-6	1.8E-7	2.3E-5	1.3E-5	2.2E-5	1.4E-5
990	2.5E-4	1.2E-6	1.7E-7	2.2E-5	1.2E-5	2.1E-5	1.3E-5
1000	2.3E-4	1.1E-6	1.6E-7	2.0E-5	1.2E-5	2.0E-5	1.2E-5
1010	2.2E-4	1.0E-6	1.5E-7	1.9E-5	1.1E-5	1.8E-5	1.2E-5
1020	2.1E-4	9.4E-7	1.4E-7	1.8E-5	1.0E-5	1.7E-5	1.1E-5
1030	2.0E-4	8.8E-7	1.3E-7	1.7E-5	9.8E-6	1.6E-5	1.0E-5
1040	1.9E-4	8.2E-7	1.2E-7	1.6E-5	9.3E-6	1.5E-5	9.7E-6
1050	1.8E-4	7.7E-7	1.1E-7	1.5E-5	8.8E-6	1.4E-5	9.2E-6
1060	1.7E-4	7.2E-7	1.0E-7	1.4E-5	8.3E-6	1.4E-5	8.7E-6
1070	1.6E-4	6.7E-7	9.8E-8	1.4E-5	7.8E-6	1.3E-5	8.2E-6
1080	1.6E-4	6.3E-7	9.1E-8	1.3E-5	7.4E-6	1.2E-5	7.7E-6
1090	1.5E-4	5.9E-7	8.6E-8	1.2E-5	7.0E-6	1.1E-5	7.3E-6
1095	1.5E-4	5.7E-7	8.3E-8	1.2E-5	6.9E-6	1.1E-5	7.1E-6
1100	1.4E-4	5.6E-7	8.0E-8	1.2E-5	6.7E-6	1.1E-5	6.9E-6
1200	9.4E-5	3.0E-7	4.3E-8	7.1E-6	4.1E-6	6.5E-6	4.2E-6
1300	6.8E-5	1.7E-7	2.5E-8	4.8E-6	2.8E-6	4.2E-6	2.8E-6
1400	5.2E-5	1.1E-7	1.5E-8	3.4E-6	2.0E-6	3.0E-6	2.0E-6
1500	4.2E-5	7.4E-8	1.0E-8	2.7E-6	1.6E-6	2.2E-6	1.5E-6
1600	3.5E-5	5.4E-8	7.6E-9	2.1E-6	1.3E-6	1.8E-6	1.2E-6
1700	2.9E-5	4.2E-8	5.9E-9	1.8E-6	1.0E-6	1.5E-6	1.0E-6
1800	2.5E-5	3.4E-8	4.8E-9	1.5E-6	8.8E-7	1.2E-6	8.5E-7
1900	2.1E-5	2.9E-8	4.0E-9	1.3E-6	7.5E-7	1.0E-6	7.2E-7
2000	1.8E-5	2.4E-8	3.3E-9	1.1E-6	6.4E-7	8.9E-7	6.2E-7
2100	1.6E-5	2.1E-8	2.9E-9	9.4E-7	5.5E-7	7.7E-7	5.3E-7
2200	1.4E-5	1.8E-8	2.4E-9	8.1E-7	4.8E-7	6.6E-7	4.6E-7
2300	1.2E-5	1.5E-8	2.1E-9	6.9E-7	4.1E-7	5.7E-7	3.9E-7
2400	1.0E-5	1.3E-8	1.8E-9	6.0E-7	3.5E-7	4.9E-7	3.4E-7
2500	8.8E-6	1.1E-8	1.6E-9	5.2E-7	3.1E-7	4.2E-7	2.9E-7
2600	7.6E-6	9.7E-9	1.3E-9	4.5E-7	2.6E-7	3.7E-7	2.5E-7
2700	6.5E-6	8.4E-9	1.2E-9	3.9E-7	2.3E-7	3.2E-7	2.2E-7
2800	5.6E-6	7.3E-9	1.0E-9	3.3E-7	2.0E-7	2.7E-7	1.9E-7
2900	4.9E-6	6.3E-9	8.7E-10	2.9E-7	1.7E-7	2.4E-7	1.6E-7
3000	4.2E-6	5.4E-9	7.5E-10	2.5E-7	1.5E-7	2.0E-7	1.4E-7
3100	3.6E-6	4.7E-9	6.4E-10	2.1E-7	1.3E-7	1.8E-7	1.2E-7
3200	3.1E-6	4.0E-9	5.6E-10	1.8E-7	1.1E-7	1.5E-7	1.0E-7
3300	2.7E-6	3.5E-9	4.8E-10	1.6E-7	9.4E-8	1.3E-7	9.0E-8
3400	2.3E-6	3.0E-9	4.1E-10	1.4E-7	8.1E-8	1.1E-7	7.8E-8
3500	2.0E-6	2.6E-9	3.6E-10	1.2E-7	7.0E-8	9.7E-8	6.7E-8
3600	1.7E-6	2.2E-9	3.1E-10	1.0E-7	6.0E-8	8.4E-8	5.8E-8
3650	1.6E-6	2.1E-9	2.9E-10	9.5E-8	5.6E-8	7.8E-8	5.4E-8
4000	9.6E-7	1.2E-9	1.7E-10	5.7E-8	3.4E-8	4.7E-8	3.2E-8
5000	2.2E-7	2.8E-10	-	1.3E-8	7.7E-9	1.1E-8	7.4E-9
6000	5.1E-8	-	-	3.0E-9	1.8E-9	2.5E-9	1.7E-9
7000	1.2E-8	-	-	6.9E-10	4.1E-10	5.6E-10	3.9E-10
8000	2.7E-9	-	-	1.6E-10	-	1.3E-10	-
9000	6.2E-10	-	-	-	-	-	-
10000	1.4E-10	-	-	-	-	-	-
