Radionuclide	Cs-137
Route of Intake	Inhalation
Material	Aerosols Type S, fA=1E-2
AMTD/AMAD, µm	3

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Ba-137m)	Urine (24-hour sample) (Ba-137m)	Faeces (24-hour sample) (Ba-137m)	Alimentary Tract* (Ba-137m)	Lungs* (Ba-137m)	Skeleton* (Ba-137m)	Liver* (Ba-137m)
4.75	9.3E-2	-	-	1.0E-2	7.7E-2	7.2E-4	3.9E-4
5	9.0E-2	5.6E-5	1.7E-2	7.7E-3	7.7E-2	7.2E-4	3.9E-4
5.5	8.7E-2	-	-	4.9E-3	7.6E-2	7.1E-4	3.8E-4
6	8.5E-2	5.0E-5	5.2E-3	3.5E-3	7.6E-2	6.9E-4	3.8E-4
6.5	8.4E-2	-	-	2.7E-3	7.6E-2	6.8E-4	3.7E-4
7	8.3E-2	4.6E-5	2.0E-3	2.3E-3	7.5E-2	6.7E-4	3.7E-4
7.5	8.2E-2	-	-	2.1E-3	7.5E-2	6.6E-4	3.7E-4
8	8.2E-2	4.3E-5	1.1E-3	1.9E-3	7.4E-2	6.6E-4	3.7E-4
8.5	8.1E-2	-	-	1.8E-3	7.4E-2	6.5E-4	3.6E-4
9	8.1E-2	4.1E-5	8.2E-4	1.7E-3	7.4E-2	6.4E-4	3.6E-4
9.5	8.0E-2	-	-	1.6E-3	7.4E-2	6.3E-4	3.6E-4
10	8.0E-2	4.0E-5	6.7E-4	1.5E-3	7.3E-2	6.3E-4	3.6E-4
11	7.9E-2	3.9E-5	5.7E-4	1.4E-3	7.3E-2	6.2E-4	3.6E-4
12	7.9E-2	3.8E-5	4.9E-4	1.3E-3	7.2E-2	6.1E-4	3.5E-4
13	7.8E-2	3.8E-5	4.3E-4	1.2E-3	7.2E-2	6.0E-4	3.5E-4
14	7.8E-2	3.7E-5	3.8E-4	1.1E-3	7.2E-2	5.9E-4	3.5E-4
15	7.8E-2	3.7E-5	3.4E-4	1.1E-3	7.1E-2	5.8E-4	3.5E-4
16	7.7E-2	3.6E-5	3.0E-4	1.0E-3	7.1E-2	5.8E-4	3.5E-4
17	7.7E-2	3.6E-5	2.7E-4	9.7E-4	7.1E-2	5.7E-4	3.4E-4
18	7.7E-2	3.5E-5	2.5E-4	9.3E-4	7.1E-2	5.6E-4	3.4E-4
19	7.6E-2	3.5E-5	2.3E-4	9.0E-4	7.1E-2	5.6E-4	3.4E-4
20	7.6E-2	3.5E-5	2.1E-4	8.8E-4	7.0E-2	5.5E-4	3.4E-4
21	7.6E-2	3.5E-5	2.0E-4	8.6E-4	7.0E-2	5.5E-4	3.4E-4
22	7.6E-2	3.4E-5	1.9E-4	8.4E-4	7.0E-2	5.5E-4	3.3E-4
23	7.5E-2	3.4E-5	1.8E-4	8.2E-4	7.0E-2	5.4E-4	3.3E-4
24	7.5E-2	3.4E-5	1.7E-4	8.1E-4	7.0E-2	5.4E-4	3.3E-4
25	7.5E-2	3.4E-5	1.7E-4	8.0E-4	6.9E-2	5.3E-4	3.3E-4
26	7.5E-2	3.3E-5	1.6E-4	7.9E-4	6.9E-2	5.3E-4	3.3E-4
27	7.5E-2	3.3E-5	1.6E-4	7.8E-4	6.9E-2	5.3E-4	3.2E-4
28	7.4E-2	3.3E-5	1.5E-4	7.7E-4	6.9E-2	5.2E-4	3.2E-4
29	7.4E-2	3.3E-5	1.5E-4	7.6E-4	6.9E-2	5.2E-4	3.2E-4
30	7.4E-2	3.3E-5	1.5E-4	7.6E-4	6.9E-2	5.2E-4	3.2E-4
31	7.4E-2	3.2E-5	1.4E-4	7.5E-4	6.9E-2	5.1E-4	3.2E-4
32	7.4E-2	3.2E-5	1.4E-4	7.5E-4	6.8E-2	5.1E-4	3.1E-4
33	7.4E-2	3.2E-5	1.4E-4	7.4E-4	6.8E-2	5.1E-4	3.1E-4
34	7.3E-2	3.2E-5	1.4E-4	7.4E-4	6.8E-2	5.0E-4	3.1E-4
35	7.3E-2	3.2E-5	1.4E-4	7.3E-4	6.8E-2	5.0E-4	3.1E-4
36	7.3E-2	3.1E-5	1.4E-4	7.3E-4	6.8E-2	5.0E-4	3.1E-4
37	7.3E-2	3.1E-5	1.4E-4	7.2E-4	6.8E-2	5.0E-4	3.1E-4
38	7.3E-2	3.1E-5	1.4E-4	7.2E-4	6.7E-2	4.9E-4	3.0E-4
39	7.2E-2	3.1E-5	1.4E-4	7.1E-4	6.7E-2	4.9E-4	3.0E-4
40	7.2E-2	3.1E-5	1.3E-4	7.1E-4	6.7E-2	4.9E-4	3.0E-4
41	7.2E-2	3.1E-5	1.3E-4	7.1E-4	6.7E-2	4.8E-4	3.0E-4
42	7.2E-2	3.0E-5	1.3E-4	7.0E-4	6.7E-2	4.8E-4	3.0E-4
43	7.2E-2	3.0E-5	1.3E-4	7.0E-4	6.7E-2	4.8E-4	3.0E-4
44	7.2E-2	3.0E-5	1.3E-4	6.9E-4	6.7E-2	4.8E-4	2.9E-4
45	7.1E-2	3.0E-5	1.3E-4	6.9E-4	6.7E-2	4.7E-4	2.9E-4
46	7.1E-2	3.0E-5	1.3E-4	6.9E-4	6.6E-2	4.7E-4	2.9E-4
47	7.1E-2	2.9E-5	1.3E-4	6.8E-4	6.6E-2	4.7E-4	2.9E-4
48	7.1E-2	2.9E-5	1.3E-4	6.8E-4	6.6E-2	4.6E-4	2.9E-4
49	7.1E-2	2.9E-5	1.3E-4	6.8E-4	6.6E-2	4.6E-4	2.9E-4
50	7.1E-2	2.9E-5	1.3E-4	6.7E-4	6.6E-2	4.6E-4	2.8E-4
51	7.1E-2	2.9E-5	1.3E-4	6.7E-4	6.6E-2	4.6E-4	2.8E-4
52	7.0E-2	2.9E-5	1.3E-4	6.7E-4	6.6E-2	4.5E-4	2.8E-4
53	7.0E-2	2.8E-5	1.3E-4	6.6E-4	6.5E-2	4.5E-4	2.8E-4
54	7.0E-2	2.8E-5	1.3E-4	6.6E-4	6.5E-2	4.5E-4	2.8E-4
55	7.0E-2	2.8E-5	1.3E-4	6.6E-4	6.5E-2	4.5E-4	2.8E-4
56	7.0E-2	2.8E-5	1.3E-4	6.5E-4	6.5E-2	4.4E-4	2.7E-4
57	7.0E-2	2.8E-5	1.3E-4	6.5E-4	6.5E-2	4.4E-4	2.7E-4
58	6.9E-2	2.8E-5	1.3E-4	6.5E-4	6.5E-2	4.4E-4	2.7E-4
59	6.9E-2	2.8E-5	1.3E-4	6.4E-4	6.5E-2	4.4E-4	2.7E-4
60	6.9E-2	2.7E-5	1.2E-4	6.4E-4	6.4E-2	4.3E-4	2.7E-4
61	6.9E-2	2.7E-5	1.2E-4	6.4E-4	6.4E-2	4.3E-4	2.7E-4
62	6.9E-2	2.7E-5	1.2E-4	6.4E-4	6.4E-2	4.3E-4	2.7E-4
63	6.9E-2	2.7E-5	1.2E-4	6.3E-4	6.4E-2	4.3E-4	2.6E-4
64	6.8E-2	2.7E-5	1.2E-4	6.3E-4	6.4E-2	4.2E-4	2.6E-4
65	6.8E-2	2.7E-5	1.2E-4	6.3E-4	6.4E-2	4.2E-4	2.6E-4
66	6.8E-2	2.6E-5	1.2E-4	6.2E-4	6.4E-2	4.2E-4	2.6E-4
67	6.8E-2	2.6E-5	1.2E-4	6.2E-4	6.4E-2	4.2E-4	2.6E-4
68	6.8E-2	2.6E-5	1.2E-4	6.2E-4	6.3E-2	4.1E-4	2.6E-4
69	6.8E-2	2.6E-5	1.2E-4	6.1E-4	6.3E-2	4.1E-4	2.5E-4
70	6.8E-2	2.6E-5	1.2E-4	6.1E-4	6.3E-2	4.1E-4	2.5E-4
71	6.7E-2	2.6E-5	1.2E-4	6.1E-4	6.3E-2	4.1E-4	2.5E-4
72	6.7E-2	2.6E-5	1.2E-4	6.1E-4	6.3E-2	4.1E-4	2.5E-4
73	6.7E-2	2.5E-5	1.2E-4	6.0E-4	6.3E-2	4.0E-4	2.5E-4
74	6.7E-2	2.5E-5	1.2E-4	6.0E-4	6.3E-2	4.0E-4	2.5E-4
75	6.7E-2	2.5E-5	1.2E-4	6.0E-4	6.3E-2	4.0E-4	2.5E-4
76	6.7E-2	2.5E-5	1.2E-4	5.9E-4	6.2E-2	4.0E-4	2.5E-4
77	6.6E-2	2.5E-5	1.2E-4	5.9E-4	6.2E-2	3.9E-4	2.4E-4
78	6.6E-2	2.5E-5	1.2E-4	5.9E-4	6.2E-2	3.9E-4	2.4E-4
79	6.6E-2	2.5E-5	1.2E-4	5.9E-4	6.2E-2	3.9E-4	2.4E-4
80	6.6E-2	2.5E-5	1.2E-4	5.8E-4	6.2E-2	3.9E-4	2.4E-4
81	6.6E-2	2.4E-5	1.2E-4	5.8E-4	6.2E-2	3.9E-4	2.4E-4
82	6.6E-2	2.4E-5	1.2E-4	5.8E-4	6.2E-2	3.8E-4	2.4E-4
83	6.6E-2	2.4E-5	1.2E-4	5.7E-4	6.2E-2	3.8E-4	2.4E-4
84	6.5E-2	2.4E-5	1.2E-4	5.7E-4	6.1E-2	3.8E-4	2.3E-4
85	6.5E-2	2.4E-5	1.1E-4	5.7E-4	6.1E-2	3.8E-4	2.3E-4
86	6.5E-2	2.4E-5	1.1E-4	5.7E-4	6.1E-2	3.7E-4	2.3E-4
87	6.5E-2	2.4E-5	1.1E-4	5.6E-4	6.1E-2	3.7E-4	2.3E-4
88	6.5E-2	2.3E-5	1.1E-4	5.6E-4	6.1E-2	3.7E-4	2.3E-4
89	6.5E-2	2.3E-5	1.1E-4	5.6E-4	6.1E-2	3.7E-4	2.3E-4
90	6.5E-2	2.3E-5	1.1E-4	5.6E-4	6.1E-2	3.7E-4	2.3E-4
91	6.4E-2	2.3E-5	1.1E-4	5.5E-4	6.1E-2	3.6E-4	2.3E-4
92	6.4E-2	2.3E-5	1.1E-4	5.5E-4	6.0E-2	3.6E-4	2.2E-4
93	6.4E-2	2.3E-5	1.1E-4	5.5E-4	6.0E-2	3.6E-4	2.2E-4
94	6.4E-2	2.3E-5	1.1E-4	5.5E-4	6.0E-2	3.6E-4	2.2E-4
95	6.4E-2	2.3E-5	1.1E-4	5.4E-4	6.0E-2	3.6E-4	2.2E-4
96	6.4E-2	2.2E-5	1.1E-4	5.4E-4	6.0E-2	3.5E-4	2.2E-4
97	6.4E-2	2.2E-5	1.1E-4	5.4E-4	6.0E-2	3.5E-4	2.2E-4
98	6.4E-2	2.2E-5	1.1E-4	5.4E-4	6.0E-2	3.5E-4	2.2E-4
99	6.3E-2	2.2E-5	1.1E-4	5.3E-4	6.0E-2	3.5E-4	2.2E-4
100	6.3E-2	2.2E-5	1.1E-4	5.3E-4	5.9E-2	3.5E-4	2.1E-4
110	6.2E-2	2.1E-5	1.1E-4	5.1E-4	5.8E-2	3.3E-4	2.0E-4
120	6.1E-2	2.0E-5	1.0E-4	4.8E-4	5.7E-2	3.1E-4	1.9E-4
130	5.9E-2	1.9E-5	9.9E-5	4.6E-4	5.6E-2	3.0E-4	1.8E-4
140	5.8E-2	1.8E-5	9.6E-5	4.4E-4	5.5E-2	2.8E-4	1.7E-4
150	5.7E-2	1.7E-5	9.3E-5	4.2E-4	5.4E-2	2.7E-4	1.7E-4
160	5.6E-2	1.6E-5	9.0E-5	4.1E-4	5.3E-2	2.5E-4	1.6E-4
170	5.5E-2	1.5E-5	8.7E-5	3.9E-4	5.2E-2	2.4E-4	1.5E-4
180	5.4E-2	1.5E-5	8.5E-5	3.7E-4	5.1E-2	2.3E-4	1.4E-4
190	5.3E-2	1.4E-5	8.2E-5	3.6E-4	5.0E-2	2.2E-4	1.4E-4
200	5.2E-2	1.3E-5	7.9E-5	3.4E-4	4.9E-2	2.1E-4	1.3E-4
210	5.1E-2	1.3E-5	7.7E-5	3.3E-4	4.9E-2	2.0E-4	1.2E-4
220	5.0E-2	1.2E-5	7.5E-5	3.2E-4	4.8E-2	1.9E-4	1.2E-4
230	4.9E-2	1.2E-5	7.2E-5	3.0E-4	4.7E-2	1.8E-4	1.1E-4
240	4.8E-2	1.1E-5	7.0E-5	2.9E-4	4.6E-2	1.7E-4	1.1E-4
250	4.7E-2	1.1E-5	6.8E-5	2.8E-4	4.5E-2	1.7E-4	1.0E-4
260	4.7E-2	1.0E-5	6.6E-5	2.7E-4	4.5E-2	1.6E-4	9.9E-5
270	4.6E-2	9.8E-6	6.4E-5	2.6E-4	4.4E-2	1.5E-4	9.4E-5
280	4.5E-2	9.4E-6	6.2E-5	2.5E-4	4.3E-2	1.5E-4	9.1E-5
290	4.4E-2	9.0E-6	6.0E-5	2.4E-4	4.3E-2	1.4E-4	8.7E-5
300	4.4E-2	8.7E-6	5.8E-5	2.3E-4	4.2E-2	1.4E-4	8.4E-5
310	4.3E-2	8.3E-6	5.6E-5	2.2E-4	4.1E-2	1.3E-4	8.0E-5
320	4.2E-2	8.0E-6	5.4E-5	2.2E-4	4.1E-2	1.3E-4	7.7E-5
330	4.2E-2	7.7E-6	5.3E-5	2.1E-4	4.0E-2	1.2E-4	7.4E-5
340	4.1E-2	7.5E-6	5.1E-5	2.0E-4	3.9E-2	1.2E-4	7.2E-5
350	4.0E-2	7.2E-6	4.9E-5	1.9E-4	3.9E-2	1.1E-4	6.9E-5
360	4.0E-2	7.0E-6	4.8E-5	1.9E-4	3.8E-2	1.1E-4	6.7E-5
365	4.0E-2	6.8E-6	4.7E-5	1.8E-4	3.8E-2	1.1E-4	6.6E-5
370	3.9E-2	6.7E-6	4.6E-5	1.8E-4	3.8E-2	1.0E-4	6.5E-5
380	3.9E-2	6.5E-6	4.5E-5	1.8E-4	3.7E-2	1.0E-4	6.2E-5
390	3.8E-2	6.3E-6	4.3E-5	1.7E-4	3.7E-2	9.8E-5	6.0E-5
400	3.8E-2	6.1E-6	4.2E-5	1.6E-4	3.6E-2	9.5E-5	5.8E-5
410	3.7E-2	5.9E-6	4.1E-5	1.6E-4	3.6E-2	9.2E-5	5.7E-5
420	3.7E-2	5.7E-6	3.9E-5	1.5E-4	3.5E-2	8.9E-5	5.5E-5
430	3.6E-2	5.6E-6	3.8E-5	1.5E-4	3.5E-2	8.6E-5	5.3E-5
440	3.6E-2	5.4E-6	3.7E-5	1.5E-4	3.5E-2	8.4E-5	5.2E-5
450	3.5E-2	5.3E-6	3.6E-5	1.4E-4	3.4E-2	8.1E-5	5.0E-5
460	3.5E-2	5.1E-6	3.5E-5	1.4E-4	3.4E-2	7.9E-5	4.9E-5
470	3.5E-2	5.0E-6	3.4E-5	1.3E-4	3.3E-2	7.7E-5	4.7E-5
480	3.4E-2	4.8E-6	3.3E-5	1.3E-4	3.3E-2	7.5E-5	4.6E-5
490	3.4E-2	4.7E-6	3.2E-5	1.3E-4	3.3E-2	7.3E-5	4.5E-5
500	3.3E-2	4.6E-6	3.1E-5	1.2E-4	3.2E-2	7.1E-5	4.4E-5
510	3.3E-2	4.5E-6	3.0E-5	1.2E-4	3.2E-2	6.9E-5	4.3E-5
520	3.3E-2	4.4E-6	2.9E-5	1.2E-4	3.2E-2	6.8E-5	4.2E-5
530	3.2E-2	4.3E-6	2.8E-5	1.1E-4	3.1E-2	6.6E-5	4.1E-5
540	3.2E-2	4.2E-6	2.7E-5	1.1E-4	3.1E-2	6.4E-5	4.0E-5
550	3.2E-2	4.1E-6	2.6E-5	1.1E-4	3.1E-2	6.3E-5	3.9E-5
560	3.1E-2	4.0E-6	2.5E-5	1.0E-4	3.0E-2	6.2E-5	3.8E-5
570	3.1E-2	3.9E-6	2.5E-5	1.0E-4	3.0E-2	6.0E-5	3.7E-5
580	3.1E-2	3.8E-6	2.4E-5	9.9E-5	3.0E-2	5.9E-5	3.6E-5
590	3.0E-2	3.8E-6	2.3E-5	9.6E-5	2.9E-2	5.8E-5	3.6E-5
600	3.0E-2	3.7E-6	2.2E-5	9.4E-5	2.9E-2	5.7E-5	3.5E-5
610	3.0E-2	3.6E-6	2.2E-5	9.2E-5	2.9E-2	5.6E-5	3.4E-5
620	3.0E-2	3.6E-6	2.1E-5	8.9E-5	2.9E-2	5.5E-5	3.4E-5
630	2.9E-2	3.5E-6	2.0E-5	8.7E-5	2.8E-2	5.4E-5	3.3E-5
640	2.9E-2	3.4E-6	2.0E-5	8.5E-5	2.8E-2	5.3E-5	3.2E-5
650	2.9E-2	3.4E-6	1.9E-5	8.3E-5	2.8E-2	5.2E-5	3.2E-5
660	2.9E-2	3.3E-6	1.9E-5	8.2E-5	2.8E-2	5.1E-5	3.1E-5
670	2.8E-2	3.3E-6	1.8E-5	8.0E-5	2.7E-2	5.0E-5	3.1E-5
680	2.8E-2	3.2E-6	1.7E-5	7.8E-5	2.7E-2	4.9E-5	3.0E-5
690	2.8E-2	3.2E-6	1.7E-5	7.6E-5	2.7E-2	4.8E-5	3.0E-5
700	2.8E-2	3.1E-6	1.6E-5	7.5E-5	2.7E-2	4.8E-5	2.9E-5
710	2.7E-2	3.1E-6	1.6E-5	7.3E-5	2.7E-2	4.7E-5	2.9E-5
720	2.7E-2	3.0E-6	1.5E-5	7.2E-5	2.6E-2	4.6E-5	2.8E-5
730	2.7E-2	3.0E-6	1.5E-5	7.0E-5	2.6E-2	4.5E-5	2.8E-5
740	2.7E-2	2.9E-6	1.4E-5	6.9E-5	2.6E-2	4.5E-5	2.8E-5
750	2.7E-2	2.9E-6	1.4E-5	6.7E-5	2.6E-2	4.4E-5	2.7E-5
760	2.7E-2	2.9E-6	1.4E-5	6.6E-5	2.6E-2	4.4E-5	2.7E-5
770	2.6E-2	2.8E-6	1.3E-5	6.5E-5	2.6E-2	4.3E-5	2.7E-5
780	2.6E-2	2.8E-6	1.3E-5	6.4E-5	2.5E-2	4.3E-5	2.6E-5
790	2.6E-2	2.8E-6	1.2E-5	6.2E-5	2.5E-2	4.2E-5	2.6E-5
800	2.6E-2	2.7E-6	1.2E-5	6.1E-5	2.5E-2	4.1E-5	2.6E-5
810	2.6E-2	2.7E-6	1.2E-5	6.0E-5	2.5E-2	4.1E-5	2.5E-5
820	2.6E-2	2.7E-6	1.1E-5	5.9E-5	2.5E-2	4.1E-5	2.5E-5
830	2.5E-2	2.6E-6	1.1E-5	5.8E-5	2.5E-2	4.0E-5	2.5E-5
840	2.5E-2	2.6E-6	1.1E-5	5.7E-5	2.4E-2	4.0E-5	2.4E-5
850	2.5E-2	2.6E-6	1.0E-5	5.6E-5	2.4E-2	3.9E-5	2.4E-5
860	2.5E-2	2.5E-6	1.0E-5	5.5E-5	2.4E-2	3.9E-5	2.4E-5
870	2.5E-2	2.5E-6	9.7E-6	5.4E-5	2.4E-2	3.8E-5	2.4E-5
880	2.5E-2	2.5E-6	9.4E-6	5.3E-5	2.4E-2	3.8E-5	2.3E-5
890	2.5E-2	2.5E-6	9.1E-6	5.2E-5	2.4E-2	3.8E-5	2.3E-5
900	2.4E-2	2.4E-6	8.8E-6	5.2E-5	2.4E-2	3.7E-5	2.3E-5
910	2.4E-2	2.4E-6	8.6E-6	5.1E-5	2.4E-2	3.7E-5	2.3E-5
920	2.4E-2	2.4E-6	8.3E-6	5.0E-5	2.3E-2	3.7E-5	2.3E-5
930	2.4E-2	2.4E-6	8.0E-6	4.9E-5	2.3E-2	3.6E-5	2.2E-5
940	2.4E-2	2.4E-6	7.8E-6	4.9E-5	2.3E-2	3.6E-5	2.2E-5
950	2.4E-2	2.3E-6	7.6E-6	4.8E-5	2.3E-2	3.6E-5	2.2E-5
960	2.4E-2	2.3E-6	7.3E-6	4.7E-5	2.3E-2	3.5E-5	2.2E-5
970	2.4E-2	2.3E-6	7.1E-6	4.7E-5	2.3E-2	3.5E-5	2.2E-5
980	2.3E-2	2.3E-6	6.9E-6	4.6E-5	2.3E-2	3.5E-5	2.1E-5
990	2.3E-2	2.3E-6	6.7E-6	4.5E-5	2.3E-2	3.4E-5	2.1E-5
1000	2.3E-2	2.3E-6	6.5E-6	4.5E-5	2.3E-2	3.4E-5	2.1E-5
1010	2.3E-2	2.2E-6	6.3E-6	4.4E-5	2.2E-2	3.4E-5	2.1E-5
1020	2.3E-2	2.2E-6	6.1E-6	4.3E-5	2.2E-2	3.4E-5	2.1E-5
1030	2.3E-2	2.2E-6	5.9E-6	4.3E-5	2.2E-2	3.3E-5	2.1E-5
1040	2.3E-2	2.2E-6	5.8E-6	4.2E-5	2.2E-2	3.3E-5	2.1E-5
1050	2.3E-2	2.2E-6	5.6E-6	4.2E-5	2.2E-2	3.3E-5	2.0E-5
1060	2.3E-2	2.2E-6	5.4E-6	4.1E-5	2.2E-2	3.3E-5	2.0E-5
1070	2.3E-2	2.1E-6	5.3E-6	4.1E-5	2.2E-2	3.3E-5	2.0E-5
1080	2.2E-2	2.1E-6	5.1E-6	4.0E-5	2.2E-2	3.2E-5	2.0E-5
1090	2.2E-2	2.1E-6	4.9E-6	4.0E-5	2.2E-2	3.2E-5	2.0E-5
1095	2.2E-2	2.1E-6	4.9E-6	4.0E-5	2.2E-2	3.2E-5	2.0E-5
1100	2.2E-2	2.1E-6	4.8E-6	4.0E-5	2.2E-2	3.2E-5	2.0E-5
1200	2.2E-2	2.0E-6	3.6E-6	3.6E-5	2.1E-2	3.0E-5	1.9E-5
1300	2.1E-2	1.9E-6	2.7E-6	3.3E-5	2.0E-2	2.9E-5	1.8E-5
1400	2.0E-2	1.8E-6	2.0E-6	3.1E-5	2.0E-2	2.8E-5	1.7E-5
1500	2.0E-2	1.8E-6	1.5E-6	2.9E-5	1.9E-2	2.7E-5	1.7E-5
1600	1.9E-2	1.7E-6	1.2E-6	2.8E-5	1.9E-2	2.6E-5	1.6E-5
1700	1.9E-2	1.7E-6	9.2E-7	2.6E-5	1.8E-2	2.5E-5	1.6E-5
1800	1.9E-2	1.6E-6	7.3E-7	2.6E-5	1.8E-2	2.5E-5	1.5E-5
1900	1.8E-2	1.6E-6	5.9E-7	2.5E-5	1.8E-2	2.4E-5	1.5E-5
2000	1.8E-2	1.6E-6	4.9E-7	2.4E-5	1.7E-2	2.4E-5	1.5E-5
2100	1.8E-2	1.5E-6	4.1E-7	2.4E-5	1.7E-2	2.3E-5	1.4E-5
2200	1.7E-2	1.5E-6	3.6E-7	2.3E-5	1.7E-2	2.3E-5	1.4E-5
2300	1.7E-2	1.5E-6	3.2E-7	2.3E-5	1.7E-2	2.3E-5	1.4E-5
2400	1.7E-2	1.5E-6	2.9E-7	2.2E-5	1.6E-2	2.2E-5	1.4E-5
2500	1.7E-2	1.4E-6	2.6E-7	2.2E-5	1.6E-2	2.2E-5	1.3E-5
2600	1.6E-2	1.4E-6	2.4E-7	2.1E-5	1.6E-2	2.1E-5	1.3E-5
2700	1.6E-2	1.4E-6	2.3E-7	2.1E-5	1.6E-2	2.1E-5	1.3E-5
2800	1.6E-2	1.4E-6	2.2E-7	2.1E-5	1.5E-2	2.1E-5	1.3E-5
2900	1.5E-2	1.3E-6	2.1E-7	2.0E-5	1.5E-2	2.0E-5	1.3E-5
3000	1.5E-2	1.3E-6	2.0E-7	2.0E-5	1.5E-2	2.0E-5	1.2E-5
3100	1.5E-2	1.3E-6	2.0E-7	2.0E-5	1.5E-2	2.0E-5	1.2E-5
3200	1.5E-2	1.3E-6	1.9E-7	1.9E-5	1.4E-2	1.9E-5	1.2E-5
3300	1.5E-2	1.3E-6	1.9E-7	1.9E-5	1.4E-2	1.9E-5	1.2E-5
3400	1.4E-2	1.2E-6	1.8E-7	1.9E-5	1.4E-2	1.9E-5	1.2E-5
3500	1.4E-2	1.2E-6	1.8E-7	1.8E-5	1.4E-2	1.8E-5	1.1E-5
3600	1.4E-2	1.2E-6	1.8E-7	1.8E-5	1.3E-2	1.8E-5	1.1E-5
3650	1.4E-2	1.2E-6	1.7E-7	1.8E-5	1.3E-2	1.8E-5	1.1E-5
4000	1.3E-2	1.1E-6	1.6E-7	1.7E-5	1.3E-2	1.7E-5	1.1E-5
5000	1.1E-2	9.6E-7	1.4E-7	1.4E-5	1.1E-2	1.4E-5	8.9E-6
6000	9.3E-3	8.1E-7	1.2E-7	1.2E-5	9.1E-3	1.2E-5	7.6E-6
7000	7.9E-3	6.9E-7	1.0E-7	1.0E-5	7.7E-3	1.0E-5	6.4E-6
8000	6.7E-3	5.9E-7	8.5E-8	8.8E-6	6.5E-3	8.9E-6	5.5E-6
9000	5.7E-3	5.0E-7	7.2E-8	7.5E-6	5.6E-3	7.5E-6	4.6E-6
10000	4.9E-3	4.2E-7	6.1E-8	6.4E-6	4.7E-3	6.4E-6	4.0E-6
11000	4.1E-3	3.6E-7	5.2E-8	5.4E-6	4.0E-3	5.4E-6	3.4E-6
12000	3.5E-3	3.1E-7	4.4E-8	4.6E-6	3.4E-3	4.6E-6	2.9E-6
13000	3.0E-3	2.6E-7	3.8E-8	3.9E-6	2.9E-3	3.9E-6	2.4E-6
14000	2.5E-3	2.2E-7	3.2E-8	3.3E-6	2.5E-3	3.3E-6	2.1E-6
