Radionuclide	Cs-137
Route of Intake	Injection
Material	Injection, fA=0.99
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Ba-137m)	Urine (24-hour sample) (Ba-137m)	Faeces (24-hour sample) (Ba-137m)	Alimentary Tract* (Ba-137m)	Lungs* (Ba-137m)	Skeleton* (Ba-137m)	Liver* (Ba-137m)
60	5.6E-1	3.5E-3	5.2E-4	5.8E-2	3.3E-2	5.7E-2	3.5E-2
61	5.5E-1	3.5E-3	5.1E-4	5.7E-2	3.2E-2	5.7E-2	3.5E-2
62	5.5E-1	3.5E-3	5.1E-4	5.7E-2	3.2E-2	5.6E-2	3.5E-2
63	5.5E-1	3.5E-3	5.1E-4	5.6E-2	3.2E-2	5.6E-2	3.5E-2
64	5.4E-1	3.4E-3	5.0E-4	5.6E-2	3.2E-2	5.5E-2	3.4E-2
65	5.4E-1	3.4E-3	5.0E-4	5.5E-2	3.1E-2	5.5E-2	3.4E-2
66	5.3E-1	3.4E-3	4.9E-4	5.5E-2	3.1E-2	5.5E-2	3.4E-2
67	5.3E-1	3.4E-3	4.9E-4	5.5E-2	3.1E-2	5.4E-2	3.4E-2
68	5.3E-1	3.3E-3	4.9E-4	5.4E-2	3.1E-2	5.4E-2	3.3E-2
69	5.2E-1	3.3E-3	4.8E-4	5.4E-2	3.1E-2	5.3E-2	3.3E-2
70	5.2E-1	3.3E-3	4.8E-4	5.3E-2	3.0E-2	5.3E-2	3.3E-2
71	5.1E-1	3.3E-3	4.8E-4	5.3E-2	3.0E-2	5.3E-2	3.3E-2
72	5.1E-1	3.3E-3	4.7E-4	5.3E-2	3.0E-2	5.2E-2	3.2E-2
73	5.1E-1	3.2E-3	4.7E-4	5.2E-2	3.0E-2	5.2E-2	3.2E-2
74	5.0E-1	3.2E-3	4.7E-4	5.2E-2	2.9E-2	5.2E-2	3.2E-2
75	5.0E-1	3.2E-3	4.6E-4	5.2E-2	2.9E-2	5.1E-2	3.2E-2
76	5.0E-1	3.2E-3	4.6E-4	5.1E-2	2.9E-2	5.1E-2	3.1E-2
77	4.9E-1	3.1E-3	4.6E-4	5.1E-2	2.9E-2	5.0E-2	3.1E-2
78	4.9E-1	3.1E-3	4.5E-4	5.0E-2	2.9E-2	5.0E-2	3.1E-2
79	4.8E-1	3.1E-3	4.5E-4	5.0E-2	2.8E-2	5.0E-2	3.1E-2
80	4.8E-1	3.1E-3	4.5E-4	5.0E-2	2.8E-2	4.9E-2	3.1E-2
81	4.8E-1	3.0E-3	4.4E-4	4.9E-2	2.8E-2	4.9E-2	3.0E-2
82	4.7E-1	3.0E-3	4.4E-4	4.9E-2	2.8E-2	4.9E-2	3.0E-2
83	4.7E-1	3.0E-3	4.4E-4	4.9E-2	2.8E-2	4.8E-2	3.0E-2
84	4.7E-1	3.0E-3	4.3E-4	4.8E-2	2.7E-2	4.8E-2	3.0E-2
85	4.6E-1	3.0E-3	4.3E-4	4.8E-2	2.7E-2	4.8E-2	2.9E-2
86	4.6E-1	2.9E-3	4.3E-4	4.8E-2	2.7E-2	4.7E-2	2.9E-2
87	4.6E-1	2.9E-3	4.2E-4	4.7E-2	2.7E-2	4.7E-2	2.9E-2
88	4.5E-1	2.9E-3	4.2E-4	4.7E-2	2.7E-2	4.6E-2	2.9E-2
89	4.5E-1	2.9E-3	4.2E-4	4.6E-2	2.6E-2	4.6E-2	2.9E-2
90	4.5E-1	2.8E-3	4.1E-4	4.6E-2	2.6E-2	4.6E-2	2.8E-2
91	4.4E-1	2.8E-3	4.1E-4	4.6E-2	2.6E-2	4.5E-2	2.8E-2
92	4.4E-1	2.8E-3	4.1E-4	4.5E-2	2.6E-2	4.5E-2	2.8E-2
93	4.4E-1	2.8E-3	4.1E-4	4.5E-2	2.6E-2	4.5E-2	2.8E-2
94	4.3E-1	2.8E-3	4.0E-4	4.5E-2	2.5E-2	4.4E-2	2.8E-2
95	4.3E-1	2.7E-3	4.0E-4	4.4E-2	2.5E-2	4.4E-2	2.7E-2
96	4.3E-1	2.7E-3	4.0E-4	4.4E-2	2.5E-2	4.4E-2	2.7E-2
97	4.2E-1	2.7E-3	3.9E-4	4.4E-2	2.5E-2	4.4E-2	2.7E-2
98	4.2E-1	2.7E-3	3.9E-4	4.4E-2	2.5E-2	4.3E-2	2.7E-2
99	4.2E-1	2.7E-3	3.9E-4	4.3E-2	2.4E-2	4.3E-2	2.7E-2
100	4.2E-1	2.6E-3	3.9E-4	4.3E-2	2.4E-2	4.3E-2	2.6E-2
110	3.9E-1	2.5E-3	3.6E-4	4.0E-2	2.3E-2	4.0E-2	2.4E-2
120	3.6E-1	2.3E-3	3.3E-4	3.7E-2	2.1E-2	3.7E-2	2.3E-2
130	3.3E-1	2.1E-3	3.1E-4	3.4E-2	2.0E-2	3.4E-2	2.1E-2
140	3.1E-1	2.0E-3	2.9E-4	3.2E-2	1.8E-2	3.2E-2	2.0E-2
150	2.9E-1	1.8E-3	2.7E-4	3.0E-2	1.7E-2	2.9E-2	1.8E-2
160	2.7E-1	1.7E-3	2.5E-4	2.8E-2	1.6E-2	2.7E-2	1.7E-2
170	2.5E-1	1.6E-3	2.3E-4	2.6E-2	1.5E-2	2.5E-2	1.6E-2
180	2.3E-1	1.5E-3	2.1E-4	2.4E-2	1.4E-2	2.4E-2	1.5E-2
190	2.1E-1	1.4E-3	2.0E-4	2.2E-2	1.3E-2	2.2E-2	1.4E-2
200	2.0E-1	1.3E-3	1.8E-4	2.1E-2	1.2E-2	2.0E-2	1.3E-2
210	1.9E-1	1.2E-3	1.7E-4	1.9E-2	1.1E-2	1.9E-2	1.2E-2
220	1.7E-1	1.1E-3	1.6E-4	1.8E-2	1.0E-2	1.8E-2	1.1E-2
230	1.6E-1	1.0E-3	1.5E-4	1.7E-2	9.4E-3	1.6E-2	1.0E-2
240	1.5E-1	9.5E-4	1.4E-4	1.5E-2	8.7E-3	1.5E-2	9.4E-3
250	1.4E-1	8.8E-4	1.3E-4	1.4E-2	8.1E-3	1.4E-2	8.8E-3
260	1.3E-1	8.2E-4	1.2E-4	1.3E-2	7.5E-3	1.3E-2	8.1E-3
270	1.2E-1	7.6E-4	1.1E-4	1.2E-2	7.0E-3	1.2E-2	7.6E-3
280	1.1E-1	7.0E-4	1.0E-4	1.1E-2	6.5E-3	1.1E-2	7.0E-3
290	1.0E-1	6.5E-4	9.5E-5	1.1E-2	6.0E-3	1.1E-2	6.5E-3
300	9.6E-2	6.1E-4	8.9E-5	9.9E-3	5.6E-3	9.8E-3	6.1E-3
310	8.9E-2	5.7E-4	8.2E-5	9.2E-3	5.2E-3	9.1E-3	5.6E-3
320	8.3E-2	5.3E-4	7.6E-5	8.5E-3	4.8E-3	8.5E-3	5.2E-3
330	7.7E-2	4.9E-4	7.1E-5	7.9E-3	4.5E-3	7.9E-3	4.9E-3
340	7.2E-2	4.5E-4	6.6E-5	7.4E-3	4.2E-3	7.3E-3	4.5E-3
350	6.7E-2	4.2E-4	6.1E-5	6.9E-3	3.9E-3	6.8E-3	4.2E-3
360	6.2E-2	3.9E-4	5.7E-5	6.4E-3	3.6E-3	6.3E-3	3.9E-3
365	6.0E-2	3.8E-4	5.5E-5	6.1E-3	3.5E-3	6.1E-3	3.8E-3
370	5.8E-2	3.6E-4	5.3E-5	5.9E-3	3.4E-3	5.9E-3	3.6E-3
380	5.4E-2	3.4E-4	4.9E-5	5.5E-3	3.1E-3	5.5E-3	3.4E-3
390	5.0E-2	3.1E-4	4.6E-5	5.1E-3	2.9E-3	5.1E-3	3.1E-3
400	4.6E-2	2.9E-4	4.3E-5	4.8E-3	2.7E-3	4.7E-3	2.9E-3
410	4.3E-2	2.7E-4	4.0E-5	4.4E-3	2.5E-3	4.4E-3	2.7E-3
420	4.0E-2	2.5E-4	3.7E-5	4.1E-3	2.3E-3	4.1E-3	2.5E-3
430	3.7E-2	2.3E-4	3.4E-5	3.8E-3	2.2E-3	3.8E-3	2.3E-3
440	3.5E-2	2.2E-4	3.2E-5	3.6E-3	2.0E-3	3.5E-3	2.2E-3
450	3.2E-2	2.0E-4	2.9E-5	3.3E-3	1.9E-3	3.3E-3	2.0E-3
460	3.0E-2	1.9E-4	2.7E-5	3.1E-3	1.7E-3	3.0E-3	1.9E-3
470	2.8E-2	1.7E-4	2.5E-5	2.9E-3	1.6E-3	2.8E-3	1.8E-3
480	2.6E-2	1.6E-4	2.4E-5	2.7E-3	1.5E-3	2.6E-3	1.6E-3
490	2.4E-2	1.5E-4	2.2E-5	2.5E-3	1.4E-3	2.4E-3	1.5E-3
500	2.2E-2	1.4E-4	2.0E-5	2.3E-3	1.3E-3	2.3E-3	1.4E-3
510	2.1E-2	1.3E-4	1.9E-5	2.1E-3	1.2E-3	2.1E-3	1.3E-3
520	1.9E-2	1.2E-4	1.8E-5	2.0E-3	1.1E-3	2.0E-3	1.2E-3
530	1.8E-2	1.1E-4	1.6E-5	1.8E-3	1.0E-3	1.8E-3	1.1E-3
540	1.7E-2	1.0E-4	1.5E-5	1.7E-3	9.7E-4	1.7E-3	1.1E-3
550	1.6E-2	9.7E-5	1.4E-5	1.6E-3	9.1E-4	1.6E-3	9.8E-4
560	1.5E-2	9.1E-5	1.3E-5	1.5E-3	8.4E-4	1.5E-3	9.1E-4
570	1.4E-2	8.4E-5	1.2E-5	1.4E-3	7.8E-4	1.4E-3	8.5E-4
580	1.3E-2	7.8E-5	1.1E-5	1.3E-3	7.3E-4	1.3E-3	7.9E-4
590	1.2E-2	7.3E-5	1.1E-5	1.2E-3	6.8E-4	1.2E-3	7.3E-4
600	1.1E-2	6.8E-5	9.8E-6	1.1E-3	6.3E-4	1.1E-3	6.8E-4
610	1.0E-2	6.3E-5	9.1E-6	1.0E-3	5.9E-4	1.0E-3	6.4E-4
620	9.6E-3	5.8E-5	8.5E-6	9.6E-4	5.5E-4	9.5E-4	5.9E-4
630	8.9E-3	5.4E-5	7.9E-6	9.0E-4	5.1E-4	8.9E-4	5.5E-4
640	8.3E-3	5.1E-5	7.3E-6	8.4E-4	4.7E-4	8.3E-4	5.1E-4
650	7.7E-3	4.7E-5	6.8E-6	7.8E-4	4.4E-4	7.7E-4	4.8E-4
660	7.2E-3	4.4E-5	6.4E-6	7.2E-4	4.1E-4	7.2E-4	4.4E-4
670	6.7E-3	4.1E-5	5.9E-6	6.8E-4	3.8E-4	6.7E-4	4.1E-4
680	6.3E-3	3.8E-5	5.5E-6	6.3E-4	3.6E-4	6.2E-4	3.9E-4
690	5.9E-3	3.5E-5	5.1E-6	5.9E-4	3.3E-4	5.8E-4	3.6E-4
700	5.5E-3	3.3E-5	4.7E-6	5.5E-4	3.1E-4	5.4E-4	3.3E-4
710	5.1E-3	3.0E-5	4.4E-6	5.1E-4	2.9E-4	5.0E-4	3.1E-4
720	4.8E-3	2.8E-5	4.1E-6	4.7E-4	2.7E-4	4.7E-4	2.9E-4
730	4.5E-3	2.6E-5	3.8E-6	4.4E-4	2.5E-4	4.3E-4	2.7E-4
740	4.2E-3	2.4E-5	3.6E-6	4.1E-4	2.3E-4	4.0E-4	2.5E-4
750	3.9E-3	2.3E-5	3.3E-6	3.8E-4	2.2E-4	3.8E-4	2.3E-4
760	3.6E-3	2.1E-5	3.1E-6	3.6E-4	2.0E-4	3.5E-4	2.2E-4
770	3.4E-3	2.0E-5	2.9E-6	3.3E-4	1.9E-4	3.3E-4	2.0E-4
780	3.2E-3	1.8E-5	2.7E-6	3.1E-4	1.8E-4	3.1E-4	1.9E-4
790	3.0E-3	1.7E-5	2.5E-6	2.9E-4	1.7E-4	2.9E-4	1.8E-4
800	2.8E-3	1.6E-5	2.3E-6	2.7E-4	1.5E-4	2.7E-4	1.7E-4
810	2.6E-3	1.5E-5	2.1E-6	2.5E-4	1.4E-4	2.5E-4	1.5E-4
820	2.5E-3	1.4E-5	2.0E-6	2.4E-4	1.3E-4	2.3E-4	1.4E-4
830	2.3E-3	1.3E-5	1.9E-6	2.2E-4	1.3E-4	2.2E-4	1.4E-4
840	2.2E-3	1.2E-5	1.7E-6	2.1E-4	1.2E-4	2.0E-4	1.3E-4
850	2.0E-3	1.1E-5	1.6E-6	1.9E-4	1.1E-4	1.9E-4	1.2E-4
860	1.9E-3	1.0E-5	1.5E-6	1.8E-4	1.0E-4	1.8E-4	1.1E-4
870	1.8E-3	9.6E-6	1.4E-6	1.7E-4	9.7E-5	1.6E-4	1.0E-4
880	1.7E-3	9.0E-6	1.3E-6	1.6E-4	9.0E-5	1.5E-4	9.6E-5
890	1.6E-3	8.4E-6	1.2E-6	1.5E-4	8.5E-5	1.4E-4	9.0E-5
900	1.5E-3	7.8E-6	1.1E-6	1.4E-4	7.9E-5	1.3E-4	8.4E-5
910	1.4E-3	7.3E-6	1.1E-6	1.3E-4	7.4E-5	1.3E-4	7.9E-5
920	1.3E-3	6.8E-6	9.8E-7	1.2E-4	7.0E-5	1.2E-4	7.4E-5
930	1.2E-3	6.3E-6	9.2E-7	1.1E-4	6.5E-5	1.1E-4	6.9E-5
940	1.2E-3	5.9E-6	8.6E-7	1.1E-4	6.1E-5	1.0E-4	6.5E-5
950	1.1E-3	5.5E-6	8.0E-7	1.0E-4	5.8E-5	9.7E-5	6.1E-5
960	1.1E-3	5.1E-6	7.4E-7	9.5E-5	5.4E-5	9.1E-5	5.7E-5
970	9.9E-4	4.8E-6	6.9E-7	8.9E-5	5.1E-5	8.5E-5	5.4E-5
980	9.4E-4	4.5E-6	6.5E-7	8.4E-5	4.8E-5	8.0E-5	5.1E-5
990	8.9E-4	4.2E-6	6.1E-7	7.9E-5	4.5E-5	7.5E-5	4.8E-5
1000	8.4E-4	3.9E-6	5.7E-7	7.4E-5	4.2E-5	7.1E-5	4.5E-5
1010	8.0E-4	3.6E-6	5.3E-7	7.0E-5	4.0E-5	6.7E-5	4.2E-5
1020	7.6E-4	3.4E-6	4.9E-7	6.6E-5	3.8E-5	6.3E-5	4.0E-5
1030	7.2E-4	3.2E-6	4.6E-7	6.2E-5	3.6E-5	5.9E-5	3.7E-5
1040	6.9E-4	3.0E-6	4.3E-7	5.9E-5	3.4E-5	5.5E-5	3.5E-5
1050	6.5E-4	2.8E-6	4.0E-7	5.5E-5	3.2E-5	5.2E-5	3.3E-5
1060	6.2E-4	2.6E-6	3.8E-7	5.2E-5	3.0E-5	4.9E-5	3.1E-5
1070	5.9E-4	2.4E-6	3.5E-7	5.0E-5	2.8E-5	4.7E-5	3.0E-5
1080	5.6E-4	2.3E-6	3.3E-7	4.7E-5	2.7E-5	4.4E-5	2.8E-5
1090	5.4E-4	2.1E-6	3.1E-7	4.4E-5	2.6E-5	4.2E-5	2.7E-5
1095	5.3E-4	2.1E-6	3.0E-7	4.3E-5	2.5E-5	4.0E-5	2.6E-5
1100	5.2E-4	2.0E-6	2.9E-7	4.2E-5	2.4E-5	3.9E-5	2.5E-5
1200	3.4E-4	1.1E-6	1.6E-7	2.6E-5	1.5E-5	2.3E-5	1.5E-5
1300	2.5E-4	6.3E-7	9.0E-8	1.7E-5	1.0E-5	1.5E-5	1.0E-5
1400	1.9E-4	3.9E-7	5.6E-8	1.2E-5	7.3E-6	1.1E-5	7.2E-6
1500	1.5E-4	2.7E-7	3.8E-8	9.6E-6	5.6E-6	8.1E-6	5.5E-6
1600	1.3E-4	2.0E-7	2.7E-8	7.7E-6	4.6E-6	6.5E-6	4.4E-6
1700	1.1E-4	1.5E-7	2.1E-8	6.4E-6	3.8E-6	5.3E-6	3.6E-6
1800	9.1E-5	1.2E-7	1.7E-8	5.4E-6	3.2E-6	4.5E-6	3.1E-6
1900	7.8E-5	1.0E-7	1.4E-8	4.6E-6	2.7E-6	3.8E-6	2.6E-6
2000	6.7E-5	8.8E-8	1.2E-8	4.0E-6	2.3E-6	3.2E-6	2.2E-6
2100	5.7E-5	7.5E-8	1.0E-8	3.4E-6	2.0E-6	2.8E-6	1.9E-6
2200	5.0E-5	6.4E-8	8.9E-9	2.9E-6	1.7E-6	2.4E-6	1.7E-6
2300	4.3E-5	5.5E-8	7.6E-9	2.5E-6	1.5E-6	2.1E-6	1.4E-6
2400	3.7E-5	4.8E-8	6.6E-9	2.2E-6	1.3E-6	1.8E-6	1.2E-6
2500	3.2E-5	4.1E-8	5.7E-9	1.9E-6	1.1E-6	1.5E-6	1.1E-6
2600	2.7E-5	3.5E-8	4.9E-9	1.6E-6	9.6E-7	1.3E-6	9.2E-7
2700	2.4E-5	3.1E-8	4.2E-9	1.4E-6	8.2E-7	1.1E-6	7.9E-7
2800	2.0E-5	2.6E-8	3.6E-9	1.2E-6	7.1E-7	9.9E-7	6.8E-7
2900	1.8E-5	2.3E-8	3.1E-9	1.0E-6	6.1E-7	8.5E-7	5.9E-7
3000	1.5E-5	2.0E-8	2.7E-9	9.0E-7	5.3E-7	7.4E-7	5.1E-7
3100	1.3E-5	1.7E-8	2.3E-9	7.8E-7	4.6E-7	6.4E-7	4.4E-7
3200	1.1E-5	1.5E-8	2.0E-9	6.7E-7	4.0E-7	5.5E-7	3.8E-7
3300	9.8E-6	1.3E-8	1.7E-9	5.8E-7	3.4E-7	4.7E-7	3.3E-7
3400	8.5E-6	1.1E-8	1.5E-9	5.0E-7	2.9E-7	4.1E-7	2.8E-7
3500	7.3E-6	9.4E-9	1.3E-9	4.3E-7	2.5E-7	3.5E-7	2.4E-7
3600	6.3E-6	8.1E-9	1.1E-9	3.7E-7	2.2E-7	3.0E-7	2.1E-7
3650	5.9E-6	7.5E-9	1.0E-9	3.5E-7	2.0E-7	2.8E-7	2.0E-7
4000	3.5E-6	4.5E-9	6.2E-10	2.1E-7	1.2E-7	1.7E-7	1.2E-7
5000	8.0E-7	1.0E-9	1.4E-10	4.7E-8	2.8E-8	3.9E-8	2.7E-8
6000	1.8E-7	2.4E-10	-	1.1E-8	6.4E-9	8.9E-9	6.1E-9
7000	4.2E-8	-	-	2.5E-9	1.5E-9	2.0E-9	1.4E-9
8000	9.7E-9	-	-	5.7E-10	3.4E-10	4.7E-10	3.2E-10
9000	2.2E-9	-	-	1.3E-10	-	1.1E-10	-
10000	5.1E-10	-	-	-	-	-	-
11000	1.2E-10	-	-	-	-	-	-
