Radionuclide	Cs-137
Route of Intake	Inhalation
Material	Aerosols Type S, fA=1E-2
AMTD/AMAD, µm	0.1

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body (Ba-137m)	Urine (24-hour sample) (Ba-137m)	Faeces (24-hour sample) (Ba-137m)	Alimentary Tract* (Ba-137m)	Lungs* (Ba-137m)	Skeleton* (Ba-137m)	Liver* (Ba-137m)
12	2.0E-1	2.3E-5	1.6E-3	2.6E-3	1.9E-1	3.4E-4	2.0E-4
13	2.0E-1	2.3E-5	1.4E-3	2.3E-3	1.9E-1	3.4E-4	2.0E-4
14	2.0E-1	2.3E-5	1.2E-3	2.1E-3	1.9E-1	3.4E-4	2.0E-4
15	2.0E-1	2.2E-5	1.0E-3	1.9E-3	1.9E-1	3.3E-4	2.0E-4
16	2.0E-1	2.2E-5	9.2E-4	1.7E-3	1.9E-1	3.3E-4	2.0E-4
17	1.9E-1	2.2E-5	8.2E-4	1.6E-3	1.9E-1	3.3E-4	2.0E-4
18	1.9E-1	2.2E-5	7.4E-4	1.5E-3	1.9E-1	3.3E-4	2.0E-4
19	1.9E-1	2.2E-5	6.7E-4	1.4E-3	1.9E-1	3.3E-4	2.0E-4
20	1.9E-1	2.2E-5	6.2E-4	1.3E-3	1.9E-1	3.3E-4	2.0E-4
21	1.9E-1	2.2E-5	5.7E-4	1.2E-3	1.9E-1	3.3E-4	2.0E-4
22	1.9E-1	2.2E-5	5.3E-4	1.2E-3	1.9E-1	3.3E-4	2.0E-4
23	1.9E-1	2.2E-5	5.0E-4	1.1E-3	1.9E-1	3.3E-4	2.0E-4
24	1.9E-1	2.1E-5	4.8E-4	1.1E-3	1.9E-1	3.3E-4	2.0E-4
25	1.9E-1	2.1E-5	4.6E-4	1.1E-3	1.9E-1	3.2E-4	2.0E-4
26	1.9E-1	2.1E-5	4.4E-4	1.0E-3	1.9E-1	3.2E-4	2.0E-4
27	1.9E-1	2.1E-5	4.2E-4	1.0E-3	1.9E-1	3.2E-4	2.0E-4
28	1.9E-1	2.1E-5	4.1E-4	1.0E-3	1.8E-1	3.2E-4	2.0E-4
29	1.9E-1	2.1E-5	4.0E-4	9.9E-4	1.8E-1	3.2E-4	2.0E-4
30	1.9E-1	2.1E-5	3.9E-4	9.7E-4	1.8E-1	3.2E-4	2.0E-4
31	1.9E-1	2.1E-5	3.9E-4	9.6E-4	1.8E-1	3.2E-4	2.0E-4
32	1.9E-1	2.1E-5	3.8E-4	9.6E-4	1.8E-1	3.2E-4	2.0E-4
33	1.9E-1	2.1E-5	3.7E-4	9.5E-4	1.8E-1	3.2E-4	2.0E-4
34	1.9E-1	2.1E-5	3.7E-4	9.4E-4	1.8E-1	3.2E-4	2.0E-4
35	1.9E-1	2.1E-5	3.7E-4	9.4E-4	1.8E-1	3.2E-4	2.0E-4
36	1.9E-1	2.1E-5	3.6E-4	9.3E-4	1.8E-1	3.2E-4	2.0E-4
37	1.8E-1	2.1E-5	3.6E-4	9.3E-4	1.8E-1	3.2E-4	2.0E-4
38	1.8E-1	2.1E-5	3.6E-4	9.2E-4	1.8E-1	3.2E-4	2.0E-4
39	1.8E-1	2.1E-5	3.6E-4	9.2E-4	1.8E-1	3.2E-4	2.0E-4
40	1.8E-1	2.1E-5	3.5E-4	9.1E-4	1.8E-1	3.2E-4	2.0E-4
41	1.8E-1	2.1E-5	3.5E-4	9.1E-4	1.8E-1	3.2E-4	2.0E-4
42	1.8E-1	2.1E-5	3.5E-4	9.1E-4	1.8E-1	3.2E-4	2.0E-4
43	1.8E-1	2.1E-5	3.5E-4	9.0E-4	1.8E-1	3.2E-4	2.0E-4
44	1.8E-1	2.1E-5	3.5E-4	9.0E-4	1.8E-1	3.2E-4	2.0E-4
45	1.8E-1	2.1E-5	3.4E-4	9.0E-4	1.8E-1	3.2E-4	2.0E-4
46	1.8E-1	2.1E-5	3.4E-4	9.0E-4	1.8E-1	3.2E-4	2.0E-4
47	1.8E-1	2.1E-5	3.4E-4	8.9E-4	1.8E-1	3.2E-4	2.0E-4
48	1.8E-1	2.1E-5	3.4E-4	8.9E-4	1.8E-1	3.2E-4	1.9E-4
49	1.8E-1	2.1E-5	3.4E-4	8.9E-4	1.8E-1	3.2E-4	1.9E-4
50	1.8E-1	2.1E-5	3.4E-4	8.9E-4	1.8E-1	3.2E-4	1.9E-4
51	1.8E-1	2.1E-5	3.4E-4	8.8E-4	1.8E-1	3.2E-4	1.9E-4
52	1.8E-1	2.1E-5	3.4E-4	8.8E-4	1.8E-1	3.1E-4	1.9E-4
53	1.8E-1	2.1E-5	3.4E-4	8.8E-4	1.8E-1	3.1E-4	1.9E-4
54	1.8E-1	2.1E-5	3.3E-4	8.8E-4	1.7E-1	3.1E-4	1.9E-4
55	1.8E-1	2.1E-5	3.3E-4	8.8E-4	1.7E-1	3.1E-4	1.9E-4
56	1.8E-1	2.1E-5	3.3E-4	8.7E-4	1.7E-1	3.1E-4	1.9E-4
57	1.8E-1	2.1E-5	3.3E-4	8.7E-4	1.7E-1	3.1E-4	1.9E-4
58	1.8E-1	2.1E-5	3.3E-4	8.7E-4	1.7E-1	3.1E-4	1.9E-4
59	1.8E-1	2.1E-5	3.3E-4	8.7E-4	1.7E-1	3.1E-4	1.9E-4
60	1.8E-1	2.1E-5	3.3E-4	8.7E-4	1.7E-1	3.1E-4	1.9E-4
61	1.8E-1	2.1E-5	3.3E-4	8.6E-4	1.7E-1	3.1E-4	1.9E-4
62	1.8E-1	2.0E-5	3.3E-4	8.6E-4	1.7E-1	3.1E-4	1.9E-4
63	1.8E-1	2.0E-5	3.2E-4	8.6E-4	1.7E-1	3.1E-4	1.9E-4
64	1.7E-1	2.0E-5	3.2E-4	8.6E-4	1.7E-1	3.1E-4	1.9E-4
65	1.7E-1	2.0E-5	3.2E-4	8.5E-4	1.7E-1	3.1E-4	1.9E-4
66	1.7E-1	2.0E-5	3.2E-4	8.5E-4	1.7E-1	3.1E-4	1.9E-4
67	1.7E-1	2.0E-5	3.2E-4	8.5E-4	1.7E-1	3.1E-4	1.9E-4
68	1.7E-1	2.0E-5	3.2E-4	8.5E-4	1.7E-1	3.1E-4	1.9E-4
69	1.7E-1	2.0E-5	3.2E-4	8.5E-4	1.7E-1	3.1E-4	1.9E-4
70	1.7E-1	2.0E-5	3.2E-4	8.4E-4	1.7E-1	3.1E-4	1.9E-4
71	1.7E-1	2.0E-5	3.2E-4	8.4E-4	1.7E-1	3.1E-4	1.9E-4
72	1.7E-1	2.0E-5	3.2E-4	8.4E-4	1.7E-1	3.1E-4	1.9E-4
73	1.7E-1	2.0E-5	3.1E-4	8.4E-4	1.7E-1	3.1E-4	1.9E-4
74	1.7E-1	2.0E-5	3.1E-4	8.4E-4	1.7E-1	3.1E-4	1.9E-4
75	1.7E-1	2.0E-5	3.1E-4	8.3E-4	1.7E-1	3.1E-4	1.9E-4
76	1.7E-1	2.0E-5	3.1E-4	8.3E-4	1.7E-1	3.1E-4	1.9E-4
77	1.7E-1	2.0E-5	3.1E-4	8.3E-4	1.7E-1	3.1E-4	1.9E-4
78	1.7E-1	2.0E-5	3.1E-4	8.3E-4	1.7E-1	3.1E-4	1.9E-4
79	1.7E-1	2.0E-5	3.1E-4	8.3E-4	1.7E-1	3.1E-4	1.9E-4
80	1.7E-1	2.0E-5	3.1E-4	8.2E-4	1.7E-1	3.0E-4	1.9E-4
81	1.7E-1	2.0E-5	3.1E-4	8.2E-4	1.7E-1	3.0E-4	1.9E-4
82	1.7E-1	2.0E-5	3.1E-4	8.2E-4	1.7E-1	3.0E-4	1.9E-4
83	1.7E-1	2.0E-5	3.0E-4	8.2E-4	1.6E-1	3.0E-4	1.9E-4
84	1.7E-1	2.0E-5	3.0E-4	8.2E-4	1.6E-1	3.0E-4	1.9E-4
85	1.7E-1	2.0E-5	3.0E-4	8.1E-4	1.6E-1	3.0E-4	1.9E-4
86	1.7E-1	2.0E-5	3.0E-4	8.1E-4	1.6E-1	3.0E-4	1.9E-4
87	1.7E-1	2.0E-5	3.0E-4	8.1E-4	1.6E-1	3.0E-4	1.9E-4
88	1.7E-1	2.0E-5	3.0E-4	8.1E-4	1.6E-1	3.0E-4	1.9E-4
89	1.7E-1	2.0E-5	3.0E-4	8.1E-4	1.6E-1	3.0E-4	1.9E-4
90	1.7E-1	2.0E-5	3.0E-4	8.0E-4	1.6E-1	3.0E-4	1.9E-4
91	1.7E-1	2.0E-5	3.0E-4	8.0E-4	1.6E-1	3.0E-4	1.9E-4
92	1.7E-1	2.0E-5	3.0E-4	8.0E-4	1.6E-1	3.0E-4	1.9E-4
93	1.6E-1	2.0E-5	3.0E-4	8.0E-4	1.6E-1	3.0E-4	1.9E-4
94	1.6E-1	2.0E-5	2.9E-4	8.0E-4	1.6E-1	3.0E-4	1.8E-4
95	1.6E-1	2.0E-5	2.9E-4	7.9E-4	1.6E-1	3.0E-4	1.8E-4
96	1.6E-1	2.0E-5	2.9E-4	7.9E-4	1.6E-1	3.0E-4	1.8E-4
97	1.6E-1	2.0E-5	2.9E-4	7.9E-4	1.6E-1	3.0E-4	1.8E-4
98	1.6E-1	2.0E-5	2.9E-4	7.9E-4	1.6E-1	3.0E-4	1.8E-4
99	1.6E-1	2.0E-5	2.9E-4	7.9E-4	1.6E-1	3.0E-4	1.8E-4
100	1.6E-1	2.0E-5	2.9E-4	7.8E-4	1.6E-1	3.0E-4	1.8E-4
110	1.6E-1	1.9E-5	2.8E-4	7.7E-4	1.6E-1	2.9E-4	1.8E-4
120	1.6E-1	1.9E-5	2.7E-4	7.5E-4	1.5E-1	2.9E-4	1.8E-4
130	1.5E-1	1.9E-5	2.6E-4	7.3E-4	1.5E-1	2.9E-4	1.8E-4
140	1.5E-1	1.8E-5	2.5E-4	7.1E-4	1.5E-1	2.8E-4	1.7E-4
150	1.5E-1	1.8E-5	2.5E-4	6.9E-4	1.4E-1	2.8E-4	1.7E-4
160	1.5E-1	1.8E-5	2.4E-4	6.8E-4	1.4E-1	2.7E-4	1.7E-4
170	1.4E-1	1.8E-5	2.3E-4	6.6E-4	1.4E-1	2.7E-4	1.7E-4
180	1.4E-1	1.7E-5	2.2E-4	6.4E-4	1.4E-1	2.6E-4	1.6E-4
190	1.4E-1	1.7E-5	2.2E-4	6.3E-4	1.3E-1	2.6E-4	1.6E-4
200	1.4E-1	1.7E-5	2.1E-4	6.1E-4	1.3E-1	2.6E-4	1.6E-4
210	1.3E-1	1.6E-5	2.0E-4	6.0E-4	1.3E-1	2.5E-4	1.6E-4
220	1.3E-1	1.6E-5	2.0E-4	5.8E-4	1.3E-1	2.5E-4	1.5E-4
230	1.3E-1	1.6E-5	1.9E-4	5.7E-4	1.3E-1	2.4E-4	1.5E-4
240	1.3E-1	1.6E-5	1.9E-4	5.5E-4	1.2E-1	2.4E-4	1.5E-4
250	1.2E-1	1.5E-5	1.8E-4	5.4E-4	1.2E-1	2.4E-4	1.5E-4
260	1.2E-1	1.5E-5	1.7E-4	5.2E-4	1.2E-1	2.3E-4	1.4E-4
270	1.2E-1	1.5E-5	1.7E-4	5.1E-4	1.2E-1	2.3E-4	1.4E-4
280	1.2E-1	1.5E-5	1.6E-4	5.0E-4	1.2E-1	2.2E-4	1.4E-4
290	1.2E-1	1.4E-5	1.6E-4	4.9E-4	1.1E-1	2.2E-4	1.4E-4
300	1.1E-1	1.4E-5	1.5E-4	4.7E-4	1.1E-1	2.2E-4	1.3E-4
310	1.1E-1	1.4E-5	1.5E-4	4.6E-4	1.1E-1	2.1E-4	1.3E-4
320	1.1E-1	1.4E-5	1.4E-4	4.5E-4	1.1E-1	2.1E-4	1.3E-4
330	1.1E-1	1.3E-5	1.4E-4	4.4E-4	1.1E-1	2.1E-4	1.3E-4
340	1.1E-1	1.3E-5	1.4E-4	4.3E-4	1.1E-1	2.0E-4	1.2E-4
350	1.1E-1	1.3E-5	1.3E-4	4.2E-4	1.0E-1	2.0E-4	1.2E-4
360	1.1E-1	1.3E-5	1.3E-4	4.1E-4	1.0E-1	1.9E-4	1.2E-4
365	1.0E-1	1.3E-5	1.3E-4	4.0E-4	1.0E-1	1.9E-4	1.2E-4
370	1.0E-1	1.3E-5	1.2E-4	4.0E-4	1.0E-1	1.9E-4	1.2E-4
380	1.0E-1	1.2E-5	1.2E-4	3.9E-4	1.0E-1	1.9E-4	1.2E-4
390	1.0E-1	1.2E-5	1.2E-4	3.8E-4	9.9E-2	1.9E-4	1.1E-4
400	1.0E-1	1.2E-5	1.1E-4	3.7E-4	9.8E-2	1.8E-4	1.1E-4
410	9.8E-2	1.2E-5	1.1E-4	3.6E-4	9.6E-2	1.8E-4	1.1E-4
420	9.7E-2	1.2E-5	1.1E-4	3.5E-4	9.5E-2	1.8E-4	1.1E-4
430	9.6E-2	1.1E-5	1.0E-4	3.4E-4	9.4E-2	1.7E-4	1.1E-4
440	9.5E-2	1.1E-5	9.9E-5	3.4E-4	9.3E-2	1.7E-4	1.1E-4
450	9.4E-2	1.1E-5	9.6E-5	3.3E-4	9.2E-2	1.7E-4	1.0E-4
460	9.2E-2	1.1E-5	9.3E-5	3.2E-4	9.1E-2	1.7E-4	1.0E-4
470	9.1E-2	1.1E-5	9.0E-5	3.1E-4	9.0E-2	1.6E-4	1.0E-4
480	9.0E-2	1.0E-5	8.7E-5	3.1E-4	8.9E-2	1.6E-4	9.9E-5
490	8.9E-2	1.0E-5	8.5E-5	3.0E-4	8.8E-2	1.6E-4	9.7E-5
500	8.8E-2	1.0E-5	8.2E-5	2.9E-4	8.7E-2	1.6E-4	9.6E-5
510	8.7E-2	1.0E-5	8.0E-5	2.9E-4	8.6E-2	1.5E-4	9.4E-5
520	8.6E-2	9.9E-6	7.7E-5	2.8E-4	8.5E-2	1.5E-4	9.3E-5
530	8.5E-2	9.7E-6	7.5E-5	2.7E-4	8.4E-2	1.5E-4	9.2E-5
540	8.5E-2	9.6E-6	7.2E-5	2.7E-4	8.3E-2	1.5E-4	9.0E-5
550	8.4E-2	9.4E-6	7.0E-5	2.6E-4	8.2E-2	1.4E-4	8.9E-5
560	8.3E-2	9.3E-6	6.8E-5	2.6E-4	8.1E-2	1.4E-4	8.8E-5
570	8.2E-2	9.2E-6	6.6E-5	2.5E-4	8.1E-2	1.4E-4	8.6E-5
580	8.1E-2	9.1E-6	6.4E-5	2.4E-4	8.0E-2	1.4E-4	8.5E-5
590	8.1E-2	8.9E-6	6.2E-5	2.4E-4	7.9E-2	1.4E-4	8.4E-5
600	8.0E-2	8.8E-6	6.0E-5	2.3E-4	7.8E-2	1.3E-4	8.3E-5
610	7.9E-2	8.7E-6	5.8E-5	2.3E-4	7.8E-2	1.3E-4	8.2E-5
620	7.8E-2	8.6E-6	5.6E-5	2.2E-4	7.7E-2	1.3E-4	8.1E-5
630	7.8E-2	8.5E-6	5.5E-5	2.2E-4	7.6E-2	1.3E-4	8.0E-5
640	7.7E-2	8.4E-6	5.3E-5	2.2E-4	7.6E-2	1.3E-4	7.9E-5
650	7.6E-2	8.3E-6	5.1E-5	2.1E-4	7.5E-2	1.3E-4	7.8E-5
660	7.6E-2	8.2E-6	5.0E-5	2.1E-4	7.4E-2	1.2E-4	7.7E-5
670	7.5E-2	8.1E-6	4.8E-5	2.0E-4	7.4E-2	1.2E-4	7.6E-5
680	7.4E-2	8.0E-6	4.7E-5	2.0E-4	7.3E-2	1.2E-4	7.5E-5
690	7.4E-2	7.9E-6	4.5E-5	1.9E-4	7.3E-2	1.2E-4	7.4E-5
700	7.3E-2	7.8E-6	4.4E-5	1.9E-4	7.2E-2	1.2E-4	7.3E-5
710	7.3E-2	7.7E-6	4.3E-5	1.9E-4	7.2E-2	1.2E-4	7.2E-5
720	7.2E-2	7.6E-6	4.1E-5	1.8E-4	7.1E-2	1.2E-4	7.1E-5
730	7.2E-2	7.5E-6	4.0E-5	1.8E-4	7.1E-2	1.1E-4	7.1E-5
740	7.1E-2	7.4E-6	3.9E-5	1.8E-4	7.0E-2	1.1E-4	7.0E-5
750	7.1E-2	7.3E-6	3.8E-5	1.7E-4	7.0E-2	1.1E-4	6.9E-5
760	7.0E-2	7.3E-6	3.6E-5	1.7E-4	6.9E-2	1.1E-4	6.8E-5
770	7.0E-2	7.2E-6	3.5E-5	1.7E-4	6.9E-2	1.1E-4	6.8E-5
780	6.9E-2	7.1E-6	3.4E-5	1.6E-4	6.8E-2	1.1E-4	6.7E-5
790	6.9E-2	7.0E-6	3.3E-5	1.6E-4	6.8E-2	1.1E-4	6.6E-5
800	6.8E-2	7.0E-6	3.2E-5	1.6E-4	6.7E-2	1.1E-4	6.5E-5
810	6.8E-2	6.9E-6	3.1E-5	1.6E-4	6.7E-2	1.1E-4	6.5E-5
820	6.7E-2	6.8E-6	3.0E-5	1.5E-4	6.6E-2	1.0E-4	6.4E-5
830	6.7E-2	6.8E-6	2.9E-5	1.5E-4	6.6E-2	1.0E-4	6.4E-5
840	6.7E-2	6.7E-6	2.8E-5	1.5E-4	6.6E-2	1.0E-4	6.3E-5
850	6.6E-2	6.7E-6	2.8E-5	1.5E-4	6.5E-2	1.0E-4	6.2E-5
860	6.6E-2	6.6E-6	2.7E-5	1.4E-4	6.5E-2	1.0E-4	6.2E-5
870	6.6E-2	6.5E-6	2.6E-5	1.4E-4	6.5E-2	9.9E-5	6.1E-5
880	6.5E-2	6.5E-6	2.5E-5	1.4E-4	6.4E-2	9.8E-5	6.1E-5
890	6.5E-2	6.4E-6	2.4E-5	1.4E-4	6.4E-2	9.8E-5	6.0E-5
900	6.4E-2	6.4E-6	2.4E-5	1.4E-4	6.4E-2	9.7E-5	6.0E-5
910	6.4E-2	6.3E-6	2.3E-5	1.3E-4	6.3E-2	9.6E-5	5.9E-5
920	6.4E-2	6.3E-6	2.2E-5	1.3E-4	6.3E-2	9.5E-5	5.9E-5
930	6.3E-2	6.2E-6	2.2E-5	1.3E-4	6.3E-2	9.4E-5	5.8E-5
940	6.3E-2	6.2E-6	2.1E-5	1.3E-4	6.2E-2	9.4E-5	5.8E-5
950	6.3E-2	6.1E-6	2.0E-5	1.3E-4	6.2E-2	9.3E-5	5.7E-5
960	6.3E-2	6.1E-6	2.0E-5	1.2E-4	6.2E-2	9.2E-5	5.7E-5
970	6.2E-2	6.0E-6	1.9E-5	1.2E-4	6.1E-2	9.2E-5	5.6E-5
980	6.2E-2	6.0E-6	1.9E-5	1.2E-4	6.1E-2	9.1E-5	5.6E-5
990	6.2E-2	5.9E-6	1.8E-5	1.2E-4	6.1E-2	9.0E-5	5.6E-5
1000	6.1E-2	5.9E-6	1.7E-5	1.2E-4	6.1E-2	9.0E-5	5.5E-5
1010	6.1E-2	5.9E-6	1.7E-5	1.2E-4	6.0E-2	8.9E-5	5.5E-5
1020	6.1E-2	5.8E-6	1.6E-5	1.1E-4	6.0E-2	8.8E-5	5.5E-5
1030	6.1E-2	5.8E-6	1.6E-5	1.1E-4	6.0E-2	8.8E-5	5.4E-5
1040	6.0E-2	5.7E-6	1.5E-5	1.1E-4	6.0E-2	8.7E-5	5.4E-5
1050	6.0E-2	5.7E-6	1.5E-5	1.1E-4	5.9E-2	8.7E-5	5.3E-5
1060	6.0E-2	5.7E-6	1.5E-5	1.1E-4	5.9E-2	8.6E-5	5.3E-5
1070	6.0E-2	5.6E-6	1.4E-5	1.1E-4	5.9E-2	8.6E-5	5.3E-5
1080	5.9E-2	5.6E-6	1.4E-5	1.1E-4	5.9E-2	8.5E-5	5.2E-5
1090	5.9E-2	5.6E-6	1.3E-5	1.1E-4	5.8E-2	8.5E-5	5.2E-5
1095	5.9E-2	5.6E-6	1.3E-5	1.0E-4	5.8E-2	8.4E-5	5.2E-5
1100	5.9E-2	5.5E-6	1.3E-5	1.0E-4	5.8E-2	8.4E-5	5.2E-5
1200	5.7E-2	5.3E-6	9.6E-6	9.4E-5	5.6E-2	8.0E-5	4.9E-5
1300	5.5E-2	5.0E-6	7.2E-6	8.7E-5	5.5E-2	7.6E-5	4.7E-5
1400	5.4E-2	4.8E-6	5.4E-6	8.1E-5	5.3E-2	7.3E-5	4.5E-5
1500	5.3E-2	4.7E-6	4.1E-6	7.6E-5	5.2E-2	7.1E-5	4.4E-5
1600	5.1E-2	4.6E-6	3.1E-6	7.3E-5	5.1E-2	6.9E-5	4.3E-5
1700	5.0E-2	4.4E-6	2.5E-6	7.0E-5	5.0E-2	6.7E-5	4.1E-5
1800	4.9E-2	4.3E-6	1.9E-6	6.8E-5	4.9E-2	6.6E-5	4.0E-5
1900	4.8E-2	4.3E-6	1.6E-6	6.6E-5	4.8E-2	6.4E-5	4.0E-5
2000	4.8E-2	4.2E-6	1.3E-6	6.4E-5	4.7E-2	6.3E-5	3.9E-5
2100	4.7E-2	4.1E-6	1.1E-6	6.2E-5	4.6E-2	6.2E-5	3.8E-5
2200	4.6E-2	4.0E-6	9.5E-7	6.1E-5	4.5E-2	6.1E-5	3.7E-5
2300	4.5E-2	3.9E-6	8.4E-7	6.0E-5	4.5E-2	6.0E-5	3.7E-5
2400	4.4E-2	3.9E-6	7.6E-7	5.9E-5	4.4E-2	5.9E-5	3.6E-5
2500	4.4E-2	3.8E-6	6.9E-7	5.7E-5	4.3E-2	5.8E-5	3.5E-5
2600	4.3E-2	3.7E-6	6.5E-7	5.6E-5	4.2E-2	5.7E-5	3.5E-5
2700	4.2E-2	3.7E-6	6.1E-7	5.5E-5	4.2E-2	5.6E-5	3.4E-5
2800	4.2E-2	3.6E-6	5.8E-7	5.4E-5	4.1E-2	5.5E-5	3.4E-5
2900	4.1E-2	3.6E-6	5.6E-7	5.4E-5	4.0E-2	5.4E-5	3.3E-5
3000	4.0E-2	3.5E-6	5.4E-7	5.3E-5	4.0E-2	5.3E-5	3.3E-5
3100	4.0E-2	3.4E-6	5.2E-7	5.2E-5	3.9E-2	5.2E-5	3.2E-5
3200	3.9E-2	3.4E-6	5.1E-7	5.1E-5	3.8E-2	5.1E-5	3.2E-5
3300	3.8E-2	3.3E-6	4.9E-7	5.0E-5	3.8E-2	5.0E-5	3.1E-5
3400	3.8E-2	3.3E-6	4.8E-7	4.9E-5	3.7E-2	5.0E-5	3.1E-5
3500	3.7E-2	3.2E-6	4.7E-7	4.8E-5	3.7E-2	4.9E-5	3.0E-5
3600	3.6E-2	3.2E-6	4.6E-7	4.8E-5	3.6E-2	4.8E-5	3.0E-5
3650	3.6E-2	3.2E-6	4.6E-7	4.7E-5	3.6E-2	4.8E-5	2.9E-5
4000	3.4E-2	3.0E-6	4.3E-7	4.5E-5	3.4E-2	4.5E-5	2.8E-5
5000	2.9E-2	2.5E-6	3.7E-7	3.8E-5	2.9E-2	3.8E-5	2.4E-5
6000	2.5E-2	2.1E-6	3.1E-7	3.2E-5	2.4E-2	3.2E-5	2.0E-5
7000	2.1E-2	1.8E-6	2.6E-7	2.7E-5	2.1E-2	2.8E-5	1.7E-5
8000	1.8E-2	1.6E-6	2.2E-7	2.3E-5	1.8E-2	2.3E-5	1.4E-5
9000	1.5E-2	1.3E-6	1.9E-7	2.0E-5	1.5E-2	2.0E-5	1.2E-5
10000	1.3E-2	1.1E-6	1.6E-7	1.7E-5	1.3E-2	1.7E-5	1.0E-5
11000	1.1E-2	9.5E-7	1.4E-7	1.4E-5	1.1E-2	1.4E-5	8.9E-6
12000	9.3E-3	8.1E-7	1.2E-7	1.2E-5	9.2E-3	1.2E-5	7.5E-6
13000	7.9E-3	6.9E-7	9.9E-8	1.0E-5	7.8E-3	1.0E-5	6.4E-6
14000	6.7E-3	5.8E-7	8.4E-8	8.8E-6	6.6E-3	8.8E-6	5.4E-6
